state,district,year,sesamum_kharif_yield_tonne_per_hectare
,,2008 - 2009,0.1
,,2009 - 2010,0.15
,,2010 - 2011,0.23
,,2011 - 2012,0.15
,,2012 - 2013,0.2
,,2013 - 2014,0.17
,,2014 - 2015,0.13
,,2015 - 2016,0.19
,,2016 - 2017,0.17
,,2017 - 2018,0.14
,,2018 - 2019,0.07
,,2019 - 2020,0.06
,,2020 - 2021,0.14
,,2021 - 2022,0.14
,,2022 - 2023,0.12
,Bulandshahr,2000 - 2001,0.13
,,2001 - 2002,0.26
,,2002 - 2003,0.33
,,2003 - 2004,0.33
,,2004 - 2005,0.17
,,2006 - 2007,0.2
,,2008 - 2009,0.18
,,2009 - 2010,0.11
,,2010 - 2011,0.17
,,2011 - 2012,0.17
,,2012 - 2013,0.33
,,2013 - 2014,0.13
,,2014 - 2015,0.19
,,2015 - 2016,0.3
,,2016 - 2017,0.14
,,2017 - 2018,0.25
,,2018 - 2019,0.23
,,2019 - 2020,0.18
,,2020 - 2021,0.33
,,2021 - 2022,0.18
,,2022 - 2023,0.29
,Chandauli,2000 - 2001,0.16
,,2001 - 2002,0.24
,,2002 - 2003,0.17
,,2003 - 2004,0.25
,,2004 - 2005,0.17
,,2005 - 2006,0.33
,,2007 - 2008,0.16
,,2009 - 2010,0.11
,,2010 - 2011,0.25
,,2011 - 2012,0.24
,,2012 - 2013,0.2
,,2013 - 2014,0.17
,,2014 - 2015,0.5
,,2015 - 2016,0.14
,,2016 - 2017,0.39
,,2017 - 2018,0.3
,,2018 - 2019,0.38
,,2019 - 2020,0.18
,,2020 - 2021,0.12
,Chitrakoot,2000 - 2001,0.12
,,2001 - 2002,0.09
,,2002 - 2003,0.14
,,2003 - 2004,0.08
,,2004 - 2005,0.1
,,2005 - 2006,0.1
,,2006 - 2007,0.16
,,2007 - 2008,0.1
,,2008 - 2009,0.11
,,2009 - 2010,0.05
,,2010 - 2011,0.12
,,2011 - 2012,0.14
,,2012 - 2013,0.17
,,2013 - 2014,0.12
,,2014 - 2015,0.09
,,2015 - 2016,0.21
,,2016 - 2017,0.05
,,2017 - 2018,0.15
,,2018 - 2019,0.19
,,2019 - 2020,0.16
,,2020 - 2021,0.42
,,2021 - 2022,0.07
,,2022 - 2023,0.1
,Deoria,2000 - 2001,0.16
,,2001 - 2002,0.25
,,2002 - 2003,0.16
,,2003 - 2004,0.13
,,2004 - 2005,0.16
,,2005 - 2006,0.18
,,2006 - 2007,0.17
,,2007 - 2008,0.16
,,2008 - 2009,0.16
,,2009 - 2010,0.1
,,2010 - 2011,0.2
,,2011 - 2012,0.22
,,2012 - 2013,0.18
,,2013 - 2014,0.15
,,2014 - 2015,0.19
,,2015 - 2016,0.31
,,2016 - 2017,0.21
,,2017 - 2018,0.29
,,2018 - 2019,0.23
,,2019 - 2020,0.19
,,2020 - 2021,0.31
,,2021 - 2022,0.22
,,2022 - 2023,0.23
,Etah,2000 - 2001,0.23
,,2001 - 2002,0.29
,,2002 - 2003,0.16
,,2003 - 2004,0.13
,,2004 - 2005,0.16
,,2005 - 2006,0.18
,,2006 - 2007,0.17
,,2007 - 2008,0.15
,,2008 - 2009,0.17
,,2009 - 2010,0.1
,,2010 - 2011,0.2
,,2011 - 2012,0.22
,,2012 - 2013,0.19
,,2013 - 2014,0.15
,,2014 - 2015,0.19
,,2015 - 2016,0.3
,,2016 - 2017,0.21
,,2017 - 2018,0.3
,,2018 - 2019,0.23
,,2019 - 2020,0.19
,,2020 - 2021,0.31
,,2021 - 2022,0.23
,,2022 - 2023,0.23
,Etawah,2000 - 2001,0.21
,,2001 - 2002,0.16
,,2002 - 2003,0.17
,,2003 - 2004,0.13
,,2004 - 2005,0.16
,,2005 - 2006,0.18
,,2006 - 2007,0.17
,,2007 - 2008,0.15
,,2008 - 2009,0.16
,,2009 - 2010,0.1
,,2010 - 2011,0.2
,,2011 - 2012,0.26
,,2012 - 2013,0.2
,,2013 - 2014,0.04
,,2014 - 2015,0.04
,,2015 - 2016,0.06
,,2016 - 2017,0.19
,,2017 - 2018,0.21
,,2018 - 2019,0.19
,,2019 - 2020,0.16
,,2020 - 2021,0.17
,,2021 - 2022,0.16
,,2022 - 2023,0.17
,Faizabad,2000 - 2001,0.17
,,2001 - 2002,0.26
,,2002 - 2003,0.17
,,2003 - 2004,0.0
,,2004 - 2005,0.0
,,2006 - 2007,0.2
,,2008 - 2009,0.2
,,2010 - 2011,0.22
,,2011 - 2012,0.21
,,2012 - 2013,0.2
,,2013 - 2014,0.15
,,2014 - 2015,0.27
,,2015 - 2016,0.21
,,2016 - 2017,0.22
,,2017 - 2018,0.29
,,2018 - 2019,0.23
,,2019 - 2020,0.19
,,2020 - 2021,0.31
,,2021 - 2022,0.22
,Farrukhabad,2000 - 2001,0.21
,,2001 - 2002,0.16
,,2002 - 2003,0.16
,,2003 - 2004,0.13
,,2004 - 2005,0.16
,,2005 - 2006,0.18
,,2006 - 2007,0.17
,,2007 - 2008,0.15
,,2008 - 2009,0.17
,,2009 - 2010,0.1
,,2010 - 2011,0.2
,,2011 - 2012,0.26
,,2012 - 2013,0.2
,,2013 - 2014,0.03
,,2014 - 2015,0.04
,,2015 - 2016,0.06
,,2016 - 2017,0.14
,,2017 - 2018,0.22
,,2018 - 2019,0.15
,,2019 - 2020,0.11
,,2020 - 2021,0.22
,,2021 - 2022,0.19
,,2022 - 2023,0.11
,Fatehpur,2000 - 2001,0.23
,,2001 - 2002,0.25
,,2002 - 2003,0.33
,,2003 - 2004,0.26
,,2004 - 2005,0.25
,,2005 - 2006,0.25
,,2006 - 2007,0.16
,,2007 - 2008,0.23
,,2008 - 2009,0.11
,,2009 - 2010,0.11
,,2010 - 2011,0.2
,,2011 - 2012,0.26
,,2012 - 2013,0.2
,,2013 - 2014,0.17
,,2014 - 2015,0.18
,,2015 - 2016,0.1
,,2016 - 2017,0.11
,,2017 - 2018,0.31
,,2018 - 2019,0.23
,,2019 - 2020,0.18
,,2020 - 2021,0.32
,,2021 - 2022,0.24
,,2022 - 2023,0.23
,Firozabad,2000 - 2001,0.23
,,2001 - 2002,0.29
,,2002 - 2003,0.16
,,2003 - 2004,0.13
,,2004 - 2005,0.16
,,2005 - 2006,0.18
,,2006 - 2007,0.17
,,2007 - 2008,0.15
,,2008 - 2009,0.17
,,2009 - 2010,0.1
,,2010 - 2011,0.2
,,2011 - 2012,0.22
,,2012 - 2013,0.19
,,2013 - 2014,0.11
,,2014 - 2015,0.1
,,2015 - 2016,0.3
,,2016 - 2017,0.13
,,2017 - 2018,0.11
,,2018 - 2019,0.11
,,2019 - 2020,0.12
,,2020 - 2021,0.26
,,2021 - 2022,0.04
,,2022 - 2023,0.13
,Gautam buddha nagar,2000 - 2001,0.03
,,2001 - 2002,0.25
,,2003 - 2004,0.0
,,2004 - 2005,0.0
,,2006 - 2007,0.0
,,2010 - 2011,0.5
,,2012 - 2013,0.0
,,2015 - 2016,0.3
,Ghaziabad,2001 - 2002,0.1
,,2004 - 2005,0.0
,Ghazipur,2000 - 2001,0.16
,,2001 - 2002,0.24
,,2002 - 2003,0.16
,,2003 - 2004,0.12
,,2004 - 2005,0.15
,,2005 - 2006,0.16
,,2006 - 2007,0.18
,,2007 - 2008,0.16
,,2009 - 2010,0.1
,,2010 - 2011,0.19
,,2011 - 2012,0.21
,,2012 - 2013,0.19
,,2013 - 2014,0.15
,,2014 - 2015,0.21
,,2015 - 2016,0.15
,,2016 - 2017,0.4
,,2017 - 2018,0.3
,,2018 - 2019,0.39
,,2019 - 2020,0.16
,,2020 - 2021,0.11
,,2021 - 2022,0.22
,,2022 - 2023,0.24
,Gonda,2000 - 2001,0.16
,,2001 - 2002,0.25
,,2002 - 2003,0.16
,,2003 - 2004,0.13
,,2004 - 2005,0.16
,,2005 - 2006,0.17
,,2006 - 2007,0.17
,,2007 - 2008,0.16
,,2008 - 2009,0.17
,,2009 - 2010,0.11
,,2010 - 2011,0.2
,,2011 - 2012,0.22
,,2012 - 2013,0.19
,,2013 - 2014,0.15
,,2014 - 2015,0.2
,,2015 - 2016,0.3
,,2016 - 2017,0.21
,,2017 - 2018,0.29
,,2018 - 2019,0.23
,,2019 - 2020,0.18
,,2020 - 2021,0.31
,,2021 - 2022,0.23
,,2022 - 2023,0.23
,Gorakhpur,2000 - 2001,0.16
,,2001 - 2002,0.25
,,2002 - 2003,0.16
,,2003 - 2004,0.13
,,2004 - 2005,0.16
,,2005 - 2006,0.18
,,2006 - 2007,0.17
,,2007 - 2008,0.15
,,2008 - 2009,0.14
,,2009 - 2010,0.1
,,2010 - 2011,0.2
,,2011 - 2012,0.22
,,2012 - 2013,0.18
,,2013 - 2014,0.15
,,2014 - 2015,0.2
,,2015 - 2016,0.3
,,2016 - 2017,0.21
,,2017 - 2018,0.29
,,2018 - 2019,0.23
,,2019 - 2020,0.18
,,2020 - 2021,0.31
,,2021 - 2022,0.22
,,2022 - 2023,0.23
,Hamirpur,2000 - 2001,0.12
,,2001 - 2002,0.21
,,2002 - 2003,0.16
,,2003 - 2004,0.1
,,2004 - 2005,0.1
,,2005 - 2006,0.1
,,2006 - 2007,0.16
,,2007 - 2008,0.1
,,2008 - 2009,0.11
,,2009 - 2010,0.05
,,2010 - 2011,0.09
,,2011 - 2012,0.16
,,2012 - 2013,0.2
,,2013 - 2014,0.19
,,2014 - 2015,0.2
,,2015 - 2016,0.27
,,2016 - 2017,0.17
,,2017 - 2018,0.21
,,2018 - 2019,0.22
,,2019 - 2020,0.16
,,2020 - 2021,0.25
,,2021 - 2022,0.22
,,2022 - 2023,0.29
,Hapur,2015 - 2016,0.5
,Hardoi,2000 - 2001,0.13
,,2001 - 2002,0.36
,,2002 - 2003,0.27
,,2003 - 2004,0.18
,,2004 - 2005,0.23
,,2005 - 2006,0.19
,,2006 - 2007,0.28
,,2007 - 2008,0.27
,,2008 - 2009,0.22
,,2009 - 2010,0.16
,,2010 - 2011,0.21
,,2011 - 2012,0.18
,,2012 - 2013,0.2
,,2013 - 2014,0.21
,,2014 - 2015,0.18
,,2015 - 2016,0.71
,,2016 - 2017,0.76
,,2017 - 2018,0.71
,,2018 - 2019,0.5
,,2019 - 2020,0.6
,,2020 - 2021,0.62
,,2021 - 2022,0.64
,,2022 - 2023,0.59
,Hathras,2000 - 2001,0.23
,,2001 - 2002,0.28
,,2002 - 2003,0.17
,,2003 - 2004,0.17
,,2004 - 2005,0.17
,,2005 - 2006,0.19
,,2006 - 2007,0.17
,,2007 - 2008,0.13
,,2008 - 2009,0.17
,,2009 - 2010,0.11
,,2010 - 2011,0.2
,,2011 - 2012,0.21
,,2012 - 2013,0.18
,,2013 - 2014,0.14
,,2014 - 2015,0.2
,,2015 - 2016,0.3
,,2016 - 2017,0.21
,,2017 - 2018,0.29
,,2018 - 2019,0.22
,,2019 - 2020,0.19
,,2020 - 2021,0.31
,,2021 - 2022,0.23
,,2022 - 2023,0.24
,Jalaun,2000 - 2001,0.21
,,2001 - 2002,0.26
,,2002 - 2003,0.14
,,2003 - 2004,0.05
,,2004 - 2005,0.16
,,2005 - 2006,0.34
,,2006 - 2007,0.15
,,2007 - 2008,0.13
,,2008 - 2009,0.21
,,2009 - 2010,0.13
,,2010 - 2011,0.17
,,2011 - 2012,0.14
,,2012 - 2013,0.14
,,2013 - 2014,0.05
,,2014 - 2015,0.13
,,2015 - 2016,0.23
,,2016 - 2017,0.19
,,2017 - 2018,0.46
,,2018 - 2019,0.27
,,2019 - 2020,0.42
,,2020 - 2021,0.36
,,2021 - 2022,0.21
,,2022 - 2023,0.17
,Jaunpur,2000 - 2001,0.16
,,2001 - 2002,0.25
,,2002 - 2003,0.16
,,2003 - 2004,0.13
,,2004 - 2005,0.16
,,2005 - 2006,0.18
,,2006 - 2007,0.17
,,2007 - 2008,0.15
,,2008 - 2009,0.16
,,2009 - 2010,0.1
,,2010 - 2011,0.2
,,2011 - 2012,0.22
,,2012 - 2013,0.19
,,2013 - 2014,0.15
,,2014 - 2015,0.19
,,2015 - 2016,0.13
,,2016 - 2017,0.41
,,2017 - 2018,0.29
,,2018 - 2019,0.39
,,2019 - 2020,0.16
,,2020 - 2021,0.12
,,2021 - 2022,0.23
,,2022 - 2023,0.23
,Jhansi,2000 - 2001,0.21
,,2001 - 2002,0.13
,,2002 - 2003,0.09
,,2003 - 2004,0.09
,,2004 - 2005,0.1
,,2005 - 2006,0.18
,,2006 - 2007,0.21
,,2007 - 2008,0.15
,,2008 - 2009,0.14
,,2009 - 2010,0.04
,,2010 - 2011,0.32
,,2011 - 2012,0.35
,,2012 - 2013,0.22
,,2013 - 2014,0.17
,,2014 - 2015,0.3
,,2015 - 2016,0.45
,,2016 - 2017,0.18
,,2017 - 2018,0.27
,,2018 - 2019,0.08
,,2019 - 2020,0.03
,,2020 - 2021,0.3
,,2021 - 2022,0.21
,,2022 - 2023,0.15
,Kannauj,2000 - 2001,0.21
,,2001 - 2002,0.16
,,2002 - 2003,0.16
,,2003 - 2004,0.13
,,2004 - 2005,0.16
,,2005 - 2006,0.18
,,2006 - 2007,0.17
,,2007 - 2008,0.15
,,2008 - 2009,0.16
,,2009 - 2010,0.1
,,2010 - 2011,0.2
,,2011 - 2012,0.26
,,2012 - 2013,0.2
,,2013 - 2014,0.04
,,2014 - 2015,0.04
,,2015 - 2016,0.06
,,2016 - 2017,0.17
,,2017 - 2018,0.18
,,2018 - 2019,0.52
,,2019 - 2020,0.35
,,2020 - 2021,0.28
,,2021 - 2022,0.41
,,2022 - 2023,0.11
,Kanpur dehat,2003 - 2004,0.13
,,2004 - 2005,0.16
,,2005 - 2006,0.18
,,2006 - 2007,0.17
,,2007 - 2008,0.15
,,2008 - 2009,0.17
,,2009 - 2010,0.1
,,2010 - 2011,0.2
,,2011 - 2012,0.26
,,2012 - 2013,0.2
,,2013 - 2014,0.03
,,2014 - 2015,0.04
,,2015 - 2016,0.06
,,2016 - 2017,0.19
,,2017 - 2018,0.21
,,2018 - 2019,0.19
,,2019 - 2020,0.13
,,2020 - 2021,0.16
,,2021 - 2022,0.16
,,2022 - 2023,0.18
,Kanpur nagar,2000 - 2001,0.21
,,2001 - 2002,0.16
,,2002 - 2003,0.16
,,2003 - 2004,0.13
,,2004 - 2005,0.16
,,2005 - 2006,0.18
,,2006 - 2007,0.17
,,2007 - 2008,0.15
,,2008 - 2009,0.16
,,2009 - 2010,0.1
,,2010 - 2011,0.2
,,2011 - 2012,0.26
,,2012 - 2013,0.2
,,2013 - 2014,0.04
,,2014 - 2015,0.04
,,2015 - 2016,0.06
,,2016 - 2017,0.28
,,2017 - 2018,0.22
,,2018 - 2019,0.19
,,2019 - 2020,0.08
,,2020 - 2021,0.04
,,2021 - 2022,0.14
,,2022 - 2023,0.25
,Kasganj,2009 - 2010,0.1
,,2010 - 2011,0.2
,,2011 - 2012,0.22
,,2012 - 2013,0.19
,,2013 - 2014,0.15
,,2014 - 2015,0.2
,,2015 - 2016,0.3
,,2016 - 2017,0.21
,,2017 - 2018,0.29
,,2018 - 2019,0.23
,,2019 - 2020,0.18
,,2020 - 2021,0.31
,,2021 - 2022,0.23
,,2022 - 2023,0.23
,Kaushambi,2000 - 2001,0.28
,,2001 - 2002,0.26
,,2002 - 2003,0.33
,,2003 - 2004,0.26
,,2004 - 2005,0.25
,,2005 - 2006,0.25
,,2006 - 2007,0.16
,,2007 - 2008,0.23
,,2008 - 2009,0.11
,,2009 - 2010,0.29
,,2010 - 2011,0.2
,,2011 - 2012,0.25
,,2012 - 2013,0.2
,,2013 - 2014,0.17
,,2014 - 2015,0.15
,,2015 - 2016,0.16
,,2016 - 2017,0.18
,,2017 - 2018,0.15
,,2018 - 2019,0.12
,,2019 - 2020,0.12
,,2020 - 2021,0.29
,,2021 - 2022,0.27
,,2022 - 2023,0.13
,Kheri,2000 - 2001,0.19
,,2001 - 2002,0.25
,,2002 - 2003,0.14
,,2003 - 2004,0.06
,,2004 - 2005,0.12
,,2005 - 2006,0.13
,,2006 - 2007,0.09
,,2007 - 2008,0.12
,,2008 - 2009,0.07
,,2009 - 2010,0.1
,,2010 - 2011,0.25
,,2011 - 2012,0.25
,,2012 - 2013,0.23
,,2013 - 2014,0.25
,,2014 - 2015,0.22
,,2015 - 2016,0.84
,,2016 - 2017,0.02
,,2017 - 2018,0.19
,,2018 - 2019,0.14
,,2019 - 2020,0.11
,,2020 - 2021,0.32
,,2021 - 2022,0.18
,,2022 - 2023,0.39
,Kushi nagar,2000 - 2001,0.17
,,2001 - 2002,0.27
,,2002 - 2003,0.16
,,2003 - 2004,0.16
,,2004 - 2005,0.16
,,2005 - 2006,0.18
,,2006 - 2007,0.17
,,2007 - 2008,0.15
,,2008 - 2009,0.17
,,2009 - 2010,0.11
,,2010 - 2011,0.19
,,2011 - 2012,0.22
,,2012 - 2013,0.19
,,2013 - 2014,0.14
,,2014 - 2015,0.21
,,2015 - 2016,0.31
,,2016 - 2017,0.21
,,2017 - 2018,0.29
,,2018 - 2019,0.23
,,2019 - 2020,0.19
,,2020 - 2021,0.31
,,2021 - 2022,0.23
,,2022 - 2023,0.23
,Lalitpur,2000 - 2001,0.21
,,2001 - 2002,0.13
,,2002 - 2003,0.04
,,2003 - 2004,0.17
,,2004 - 2005,0.15
,,2005 - 2006,0.12
,,2006 - 2007,0.16
,,2007 - 2008,0.15
,,2008 - 2009,0.17
,,2009 - 2010,0.3
,,2010 - 2011,0.27
,,2011 - 2012,0.22
,,2012 - 2013,0.18
,,2013 - 2014,0.08
,,2014 - 2015,0.17
,,2015 - 2016,0.13
,,2016 - 2017,0.15
,,2017 - 2018,0.11
,,2018 - 2019,0.12
,,2019 - 2020,0.03
,,2020 - 2021,0.1
,,2021 - 2022,0.11
,,2022 - 2023,0.1
,Lucknow,2000 - 2001,0.13
,,2001 - 2002,0.21
,,2002 - 2003,0.19
,,2003 - 2004,0.13
,,2004 - 2005,0.16
,,2005 - 2006,0.16
,,2006 - 2007,0.21
,,2007 - 2008,0.21
,,2008 - 2009,0.23
,,2009 - 2010,0.21
,,2010 - 2011,0.17
,,2011 - 2012,0.17
,,2012 - 2013,0.18
,,2013 - 2014,0.2
,,2014 - 2015,0.2
,,2015 - 2016,0.58
,,2016 - 2017,0.63
,,2017 - 2018,0.43
,,2018 - 2019,0.27
,,2019 - 2020,0.35
,,2020 - 2021,0.41
,,2021 - 2022,0.37
,,2022 - 2023,0.39
,Maharajganj,2000 - 2001,0.15
,,2001 - 2002,0.25
,,2002 - 2003,0.16
,,2003 - 2004,0.13
,,2004 - 2005,0.17
,,2005 - 2006,0.0
,,2006 - 2007,0.17
,,2007 - 2008,0.15
,,2008 - 2009,0.33
,,2009 - 2010,0.1
,,2010 - 2011,0.2
,,2011 - 2012,0.21
,,2012 - 2013,0.19
,,2013 - 2014,0.14
,,2014 - 2015,0.2
,,2015 - 2016,0.3
,,2016 - 2017,0.22
,,2017 - 2018,0.29
,,2018 - 2019,0.22
,,2019 - 2020,0.18
,,2020 - 2021,0.3
,,2021 - 2022,0.23
,,2022 - 2023,0.23
,Mahoba,2000 - 2001,0.12
,,2001 - 2002,0.09
,,2002 - 2003,0.11
,,2003 - 2004,0.07
,,2004 - 2005,0.1
,,2005 - 2006,0.09
,,2006 - 2007,0.16
,,2007 - 2008,0.08
,,2008 - 2009,0.11
,,2009 - 2010,0.05
,,2010 - 2011,0.13
,,2011 - 2012,0.12
,,2012 - 2013,0.13
,,2013 - 2014,0.11
,,2014 - 2015,0.09
,,2015 - 2016,0.11
,,2016 - 2017,0.07
,,2017 - 2018,0.26
,,2018 - 2019,0.59
,,2019 - 2020,0.09
,,2020 - 2021,0.34
,,2021 - 2022,0.13
,,2022 - 2023,0.19
,Mainpuri,2000 - 2001,0.23
,,2001 - 2002,0.29
,,2002 - 2003,0.14
,,2003 - 2004,0.13
,,2004 - 2005,0.17
,,2005 - 2006,0.18
,,2006 - 2007,0.17
,,2007 - 2008,0.15
,,2008 - 2009,0.16
,,2009 - 2010,0.1
,,2010 - 2011,0.19
,,2011 - 2012,0.22
,,2012 - 2013,0.19
,,2013 - 2014,0.11
,,2014 - 2015,0.09
,,2015 - 2016,0.3
,,2016 - 2017,0.13
,,2017 - 2018,0.11
,,2018 - 2019,0.11
,,2019 - 2020,0.12
,,2020 - 2021,0.26
,,2021 - 2022,0.04
,,2022 - 2023,0.13
,Mathura,2000 - 2001,0.23
,,2001 - 2002,0.29
,,2002 - 2003,0.16
,,2003 - 2004,0.13
,,2004 - 2005,0.16
,,2005 - 2006,0.18
,,2006 - 2007,0.17
,,2007 - 2008,0.15
,,2008 - 2009,0.16
,,2009 - 2010,0.1
,,2010 - 2011,0.2
,,2011 - 2012,0.22
,,2012 - 2013,0.19
,,2013 - 2014,0.11
,,2014 - 2015,0.1
,,2015 - 2016,0.3
,,2016 - 2017,0.13
,,2017 - 2018,0.11
,,2018 - 2019,0.11
,,2019 - 2020,0.12
,,2020 - 2021,0.26
,,2021 - 2022,0.04
,,2022 - 2023,0.13
,Mau,2000 - 2001,0.18
,,2001 - 2002,0.22
,,2002 - 2003,0.18
,,2003 - 2004,0.15
,,2004 - 2005,0.17
,,2005 - 2006,0.19
,,2006 - 2007,0.18
,,2008 - 2009,0.15
,,2009 - 2010,0.1
,,2010 - 2011,0.18
,,2011 - 2012,0.22
,,2012 - 2013,0.17
,,2013 - 2014,0.16
,,2014 - 2015,0.19
,,2015 - 2016,0.29
,,2016 - 2017,0.21
,,2017 - 2018,0.29
,,2018 - 2019,0.23
,,2019 - 2020,0.2
,,2020 - 2021,0.29
,,2021 - 2022,0.23
,,2022 - 2023,0.25
,Meerut,2000 - 2001,0.25
,,2001 - 2002,0.1
,,2011 - 2012,0.5
,,2014 - 2015,0.0
,,2015 - 2016,0.25
,,2017 - 2018,0.0
,,2018 - 2019,0.25
,,2019 - 2020,0.0
,,2022 - 2023,0.0
,Mirzapur,2000 - 2001,0.14
,,2001 - 2002,0.13
,,2002 - 2003,0.09
,,2003 - 2004,0.21
,,2004 - 2005,0.14
,,2005 - 2006,0.13
,,2006 - 2007,0.1
,,2007 - 2008,0.13
,,2008 - 2009,0.19
,,2009 - 2010,0.13
,,2010 - 2011,0.09
,,2011 - 2012,0.08
,,2012 - 2013,0.09
,,2013 - 2014,0.11
,,2014 - 2015,0.23
,,2015 - 2016,0.15
,,2016 - 2017,0.05
,,2017 - 2018,0.11
,,2018 - 2019,0.13
,,2019 - 2020,0.15
,,2020 - 2021,0.12
,,2021 - 2022,0.17
,,2022 - 2023,0.15
,Moradabad,2000 - 2001,0.16
,,2001 - 2002,0.25
,,2002 - 2003,0.16
,,2003 - 2004,0.13
,,2004 - 2005,0.16
,,2005 - 2006,0.18
,,2006 - 2007,0.17
,,2007 - 2008,0.15
,,2008 - 2009,0.16
,,2009 - 2010,0.1
,,2010 - 2011,0.2
,,2011 - 2012,0.22
,,2012 - 2013,0.18
,,2013 - 2014,0.15
,,2014 - 2015,0.19
,,2015 - 2016,0.31
,,2016 - 2017,0.25
,,2017 - 2018,0.32
,,2018 - 2019,0.21
,,2019 - 2020,0.19
,,2020 - 2021,0.31
,,2021 - 2022,0.23
,Muzaffarnagar,2000 - 2001,0.03
,,2001 - 2002,0.5
,,2003 - 2004,0.17
,,2004 - 2005,0.18
,,2006 - 2007,0.33
,,2007 - 2008,0.25
,,2008 - 2009,0.16
,,2010 - 2011,0.17
,,2011 - 2012,0.25
,,2015 - 2016,0.0
,,2017 - 2018,0.0
,,2018 - 2019,0.0
,,2019 - 2020,0.0
,Pilibhit,2000 - 2001,0.1
,,2001 - 2002,0.25
,,2002 - 2003,0.07
,,2003 - 2004,0.1
,,2004 - 2005,0.21
,,2005 - 2006,0.14
,,2006 - 2007,0.12
,,2007 - 2008,0.11
,,2008 - 2009,0.09
,,2009 - 2010,0.1
,,2010 - 2011,0.14
,,2011 - 2012,0.13
,,2012 - 2013,0.13
,,2013 - 2014,0.11
,,2014 - 2015,0.16
,,2015 - 2016,0.19
,,2016 - 2017,0.17
,,2017 - 2018,0.1
,,2018 - 2019,0.07
,,2019 - 2020,0.09
,,2020 - 2021,0.17
,,2021 - 2022,0.17
,,2022 - 2023,0.16
,Pratapgarh,2000 - 2001,0.28
,,2001 - 2002,0.26
,,2002 - 2003,0.33
,,2003 - 2004,0.26
,,2004 - 2005,0.25
,,2005 - 2006,0.25
,,2006 - 2007,0.16
,,2007 - 2008,0.23
,,2008 - 2009,0.11
,,2009 - 2010,0.15
,,2010 - 2011,0.2
,,2011 - 2012,0.25
,,2012 - 2013,0.2
,,2013 - 2014,0.17
,,2014 - 2015,0.15
,,2015 - 2016,0.1
,,2016 - 2017,0.12
,,2017 - 2018,0.29
,,2018 - 2019,0.21
,,2019 - 2020,0.17
,,2020 - 2021,0.31
,,2021 - 2022,0.05
,,2022 - 2023,0.22
,Rae bareli,2000 - 2001,0.13
,,2001 - 2002,0.21
,,2002 - 2003,0.19
,,2003 - 2004,0.13
,,2004 - 2005,0.16
,,2005 - 2006,0.16
,,2006 - 2007,0.21
,,2007 - 2008,0.21
,,2008 - 2009,0.23
,,2009 - 2010,0.21
,,2010 - 2011,0.17
,,2011 - 2012,0.17
,,2012 - 2013,0.18
,,2013 - 2014,0.2
,,2014 - 2015,0.2
,,2015 - 2016,0.58
,,2016 - 2017,0.63
,,2017 - 2018,0.42
,,2018 - 2019,0.27
,,2019 - 2020,0.34
,,2020 - 2021,0.41
,,2021 - 2022,0.37
,,2022 - 2023,0.39
,Rampur,2000 - 2001,0.16
,,2001 - 2002,0.24
,,2002 - 2003,0.16
,,2003 - 2004,0.14
,,2004 - 2005,0.25
,,2005 - 2006,0.17
,,2006 - 2007,0.25
,,2007 - 2008,0.16
,,2008 - 2009,0.17
,,2009 - 2010,0.09
,,2010 - 2011,0.33
,,2011 - 2012,0.2
,,2012 - 2013,0.18
,,2013 - 2014,0.15
,,2014 - 2015,0.21
,,2015 - 2016,0.29
,,2016 - 2017,0.21
,,2017 - 2018,0.29
,,2018 - 2019,0.23
,,2019 - 2020,0.18
,,2020 - 2021,0.3
,,2021 - 2022,0.22
,,2022 - 2023,0.23
,Saharanpur,2000 - 2001,0.16
,,2001 - 2002,0.24
,,2002 - 2003,0.16
,,2003 - 2004,0.13
,,2004 - 2005,0.16
,,2005 - 2006,0.18
,,2006 - 2007,0.17
,,2007 - 2008,0.15
,,2008 - 2009,0.16
,,2009 - 2010,0.1
,,2010 - 2011,0.19
,,2011 - 2012,0.21
,,2012 - 2013,0.19
,,2013 - 2014,0.15
,,2014 - 2015,0.2
,,2015 - 2016,0.3
,,2016 - 2017,0.21
,,2017 - 2018,0.29
,,2018 - 2019,0.23
,,2019 - 2020,0.18
,,2020 - 2021,0.31
,,2021 - 2022,0.23
,,2022 - 2023,0.24
,Sambhal,2012 - 2013,0.19
,,2013 - 2014,0.15
,,2014 - 2015,0.2
,,2015 - 2016,0.3
,,2016 - 2017,0.21
,,2017 - 2018,0.29
,,2018 - 2019,0.23
,,2019 - 2020,0.18
,,2020 - 2021,0.31
,,2021 - 2022,0.23
,,2022 - 2023,0.23
,Sant kabeer nagar,2000 - 2001,0.16
,,2002 - 2003,0.16
,,2003 - 2004,0.13
,,2004 - 2005,0.16
,,2005 - 2006,0.17
,,2006 - 2007,0.17
,,2007 - 2008,0.15
,,2008 - 2009,0.17
,,2009 - 2010,0.11
,,2010 - 2011,0.2
,,2011 - 2012,0.22
,,2012 - 2013,0.19
,,2013 - 2014,0.15
,,2014 - 2015,0.2
,,2015 - 2016,0.3
,,2016 - 2017,0.21
,,2017 - 2018,0.3
,,2018 - 2019,0.23
,,2019 - 2020,0.18
,,2020 - 2021,0.31
,,2021 - 2022,0.22
,,2022 - 2023,0.23
,Sant ravidas nagar,2000 - 2001,0.14
,,2001 - 2002,0.14
