State,District,Year,Ragi,,,,,,,,,,,,,,,,,
,,,Kharif,,,Rabi,,,Autumn,,,Summer,,,Whole Year,,,Winter,,
,,,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2017 - 2018,2,7,3.5,1,4,4,,,,,,,,,,,,
,,2018 - 2019,1,3,3,1,2,2,,,,,,,,,,,,
,,2019 - 2020,,,,3,12,4,,,,,,,,,,,,
,,2020 - 2021,5,15,3,5,19,3.8,,,,,,,,,,,,
,,2021 - 2022,,,,4,17,4.25,,,,,,,,,,,,
,,2022 - 2023,44,116,2.64,62,256,4.13,,,,,,,,,,,,
,23. The nilgiris,2000 - 2001,59,68,1.15,,,,,,,,,,,,,,,
,,2001 - 2002,39,60,1.54,,,,,,,,,,,,,,,
,,2002 - 2003,31,35,1.13,,,,,,,,,,,,,,,
,,2003 - 2004,1,1,1,,,,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,,10,14,1.4,,,
,,2007 - 2008,,,,,,,,,,,,,1,2,2,,,
,,2008 - 2009,,,,,,,,,,,,,1,2,2,,,
,,2009 - 2010,,,,,,,,,,,,,4,7,1.75,,,
,,2012 - 2013,1,2,2,,,,,,,,,,,,,,,
,,2019 - 2020,1,2,2,,,,,,,,,,,,,,,
,,2020 - 2021,44,145,3.3,1,5,5,,,,,,,,,,,,
,,2021 - 2022,2,4,2,,,,,,,,,,,,,,,
,,2022 - 2023,3,7,2.33,1,4,4,,,,,,,,,,,,
,24. Theni,2000 - 2001,336,573,1.71,,,,,,,,,,,,,,,
,,2001 - 2002,174,430,2.47,,,,,,,,,,,,,,,
,,2002 - 2003,175,304,1.74,,,,,,,,,,,,,,,
,,2003 - 2004,104,183,1.76,,,,,,,,,,,,,,,
,,2004 - 2005,74,123,1.66,,,,,,,,,,,,,,,
,,2005 - 2006,70,108,1.54,,,,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,,93,148,1.59,,,
,,2007 - 2008,,,,,,,,,,,,,34,73,2.15,,,
,,2008 - 2009,,,,,,,,,,,,,33,72,2.18,,,
,,2009 - 2010,,,,,,,,,,,,,115,259,2.25,,,
,,2010 - 2011,44,96,2.18,,,,,,,,,,,,,,,
,,2011 - 2012,32,84,2.63,2,6,3,,,,,,,,,,,,
,,2012 - 2013,69,173,2.51,,,,,,,,,,,,,,,
,,2013 - 2014,22,60,2.73,80,317,3.96,,,,,,,,,,,,
,,2014 - 2015,12,36,3,11,46,4.18,,,,,,,,,,,,
,,2015 - 2016,22,66,3,4,14,3.5,,,,,,,,,,,,
,,2016 - 2017,7,12,1.71,36,112,3.11,,,,,,,,,,,,
,,2017 - 2018,14,48,3.43,7,31,4.43,,,,,,,,,,,,
,,2018 - 2019,15,49,3.27,5,19,3.8,,,,,,,,,,,,
,,2019 - 2020,,,,13,50,3.85,,,,,,,,,,,,
,,2020 - 2021,8,26,3.25,8,32,4,,,,,,,,,,,,
,,2021 - 2022,12,33,2.75,3,14,4.67,,,,,,,,,,,,
,,2022 - 2023,1,3,3,7,29,4.14,,,,,,,,,,,,
,25. Thenkasi,2020 - 2021,13,42,3.23,3,10,3.33,,,,,,,,,,,,
,,2021 - 2022,2,6,3,2,2,1,,,,,,,,,,,,
,,2022 - 2023,1,3,3,,,,,,,,,,,,,,,
,26. Thiruvallur,2000 - 2001,"1,310.00","2,558.00",1.95,,,,,,,,,,,,,,,
,,2001 - 2002,552,"1,250.00",2.26,,,,,,,,,,,,,,,
,,2002 - 2003,549,"1,093.00",1.99,,,,,,,,,,,,,,,
,,2003 - 2004,473,918,1.94,,,,,,,,,,,,,,,
,,2004 - 2005,199,339,1.7,,,,,,,,,,,,,,,
,,2005 - 2006,221,379,1.71,,,,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,,295,634,2.15,,,
,,2007 - 2008,,,,,,,,,,,,,183,427,2.33,,,
,,2008 - 2009,,,,,,,,,,,,,200,563,2.82,,,
,,2009 - 2010,,,,,,,,,,,,,169,504,2.98,,,
,,2010 - 2011,112,325,2.9,,,,,,,,,,,,,,,
,,2011 - 2012,52,137,2.63,135,419,3.1,,,,,,,,,,,,
,,2012 - 2013,207,504,2.43,,,,,,,,,,,,,,,
,,2013 - 2014,152,416,2.74,824,"3,268.00",3.97,,,,,,,,,,,,
,,2014 - 2015,177,532,3.01,"1,062.00","4,458.00",4.2,,,,,,,,,,,,
,,2015 - 2016,71,211,2.97,641,"2,349.00",3.66,,,,,,,,,,,,
,,2016 - 2017,68,112,1.65,182,609,3.35,,,,,,,,,,,,
,,2017 - 2018,52,178,3.42,268,"1,203.00",4.49,,,,,,,,,,,,
,,2018 - 2019,100,315,3.15,163,531,3.26,,,,,,,,,,,,
,,2019 - 2020,9,25,2.78,82,329,4.01,,,,,,,,,,,,
,,2020 - 2021,61,196,3.21,169,697,4.12,,,,,,,,,,,,
,,2021 - 2022,35,101,2.89,118,486,4.12,,,,,,,,,,,,
,,2022 - 2023,40,106,2.65,114,474,4.16,,,,,,,,,,,,
,27. Thiruvarur,2001 - 2002,1,1,1,,,,,,,,,,,,,,,
,,2003 - 2004,9,21,2.33,,,,,,,,,,,,,,,
,,2004 - 2005,4,9,2.25,,,,,,,,,,,,,,,
,,2005 - 2006,2,4,2,,,,,,,,,,,,,,,
,,2018 - 2019,,,,2,7,3.5,,,,,,,,,,,,
,,2020 - 2021,,,,1,4,4,,,,,,,,,,,,
,,2022 - 2023,,,,3,12,4,,,,,,,,,,,,
,28. Thoothukudi,2000 - 2001,200,386,1.93,,,,,,,,,,,,,,,
,,2001 - 2002,445,"1,020.00",2.29,,,,,,,,,,,,,,,
,,2002 - 2003,207,399,1.93,,,,,,,,,,,,,,,
,,2003 - 2004,214,435,2.03,,,,,,,,,,,,,,,
,,2004 - 2005,202,313,1.55,,,,,,,,,,,,,,,
,,2005 - 2006,166,256,1.54,,,,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,,101,188,1.86,,,
,,2007 - 2008,,,,,,,,,,,,,249,474,1.9,,,
,,2008 - 2009,,,,,,,,,,,,,247,497,2.01,,,
,,2009 - 2010,,,,,,,,,,,,,122,263,2.16,,,
,,2010 - 2011,109,39,0.36,,,,,,,,,,,,,,,
,,2011 - 2012,,,,14,24,1.71,,,,,,,,,,,,
,,2012 - 2013,18,47,2.61,,,,,,,,,,,,,,,
,,2013 - 2014,,,,181,718,3.97,,,,,,,,,,,,
,,2014 - 2015,,,,34,143,4.21,,,,,,,,,,,,
,,2015 - 2016,,,,166,601,3.62,,,,,,,,,,,,
,,2016 - 2017,,,,32,100,3.13,,,,,,,,,,,,
,,2017 - 2018,,,,25,112,4.48,,,,,,,,,,,,
,,2018 - 2019,,,,32,115,3.59,,,,,,,,,,,,
,,2019 - 2020,,,,35,143,4.09,,,,,,,,,,,,
,,2020 - 2021,,,,12,52,4.33,,,,,,,,,,,,
,,2021 - 2022,,,,18,74,4.11,,,,,,,,,,,,
,,2022 - 2023,,,,4,18,4.5,,,,,,,,,,,,
,29. Tiruchirappalli,2000 - 2001,122,233,1.91,,,,,,,,,,,,,,,
,,2001 - 2002,140,250,1.79,,,,,,,,,,,,,,,
,,2002 - 2003,102,130,1.27,,,,,,,,,,,,,,,
,,2003 - 2004,186,256,1.38,,,,,,,,,,,,,,,
,,2004 - 2005,136,187,1.38,,,,,,,,,,,,,,,
,,2005 - 2006,60,77,1.28,,,,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,,59,92,1.56,,,
,,2007 - 2008,,,,,,,,,,,,,79,147,1.86,,,
,,2008 - 2009,,,,,,,,,,,,,24,48,2,,,
,,2009 - 2010,,,,,,,,,,,,,19,36,1.89,,,
,,2010 - 2011,8,17,2.13,,,,,,,,,,,,,,,
,,2011 - 2012,4,11,2.75,1,3,3,,,,,,,,,,,,
,,2012 - 2013,13,25,1.92,,,,,,,,,,,,,,,
,,2013 - 2014,16,44,2.75,,,,,,,,,,,,,,,
,,2014 - 2015,10,30,3,2,8,4,,,,,,,,,,,,
,,2015 - 2016,1,3,3,,,,,,,,,,,,,,,
,,2016 - 2017,1,2,2,,,,,,,,,,,,,,,
,,2017 - 2018,4,14,3.5,1,4,4,,,,,,,,,,,,
,,2018 - 2019,4,12,3,5,18,3.6,,,,,,,,,,,,
,,2019 - 2020,6,16,2.67,2,8,4,,,,,,,,,,,,
,,2020 - 2021,6,18,3,1,8,8,,,,,,,,,,,,
,,2021 - 2022,2,8,4,6,24,4,,,,,,,,,,,,
,,2022 - 2023,3,8,2.67,,,,,,,,,,,,,,,
,30. Tirunelveli,2000 - 2001,993,"2,296.00",2.31,,,,,,,,,,,,,,,
,,2001 - 2002,626,"1,910.00",3.05,,,,,,,,,,,,,,,
,,2002 - 2003,432,912,2.11,,,,,,,,,,,,,,,
,,2003 - 2004,347,789,2.27,,,,,,,,,,,,,,,
,,2004 - 2005,342,734,2.15,,,,,,,,,,,,,,,
,,2005 - 2006,256,638,2.49,,,,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,,309,"1,062.00",3.44,,,
,,2007 - 2008,,,,,,,,,,,,,247,434,1.76,,,
,,2008 - 2009,,,,,,,,,,,,,82,144,1.76,,,
,,2009 - 2010,,,,,,,,,,,,,103,435,4.22,,,
,,2010 - 2011,58,178,3.07,,,,,,,,,,,,,,,
,,2011 - 2012,5,13,2.6,79,245,3.1,,,,,,,,,,,,
,,2012 - 2013,48,121,2.52,,,,,,,,,,,,,,,
,,2013 - 2014,7,19,2.71,4,16,4,,,,,,,,,,,,
,,2014 - 2015,10,30,3,90,378,4.2,,,,,,,,,,,,
,,2015 - 2016,65,194,2.98,46,167,3.63,,,,,,,,,,,,
,,2016 - 2017,8,13,1.63,2,6,3,,,,,,,,,,,,
,,2017 - 2018,1,3,3,24,107,4.46,,,,,,,,,,,,
,,2018 - 2019,7,24,3.43,6,20,3.33,,,,,,,,,,,,
,,2019 - 2020,10,29,2.9,12,50,4.17,,,,,,,,,,,,
,,2020 - 2021,3,10,3.33,2,8,4,,,,,,,,,,,,
,,2021 - 2022,,,,2,9,4.5,,,,,,,,,,,,
,,2022 - 2023,1,3,3,,,,,,,,,,,,,,,
,31. Tirupathur,2020 - 2021,"1,450.00","2,858.00",1.97,"2,372.00","7,953.00",3.35,,,,,,,,,,,,
,,2021 - 2022,"1,821.00","3,967.00",2.18,"1,653.00","7,501.00",4.54,,,,,,,,,,,,
,,2022 - 2023,"1,099.00","2,411.00",2.19,"2,248.00","9,395.00",4.18,,,,,,,,,,,,
,32. Tiruppur,2008 - 2009,,,,,,,,,,,,,3,,0,,,
,,2009 - 2010,,,,,,,,,,,,,11,35,3.18,,,
,,2018 - 2019,1,5,5,,,,,,,,,,,,,,,
,,2021 - 2022,,,,3,10,3.33,,,,,,,,,,,,
,33. Tiruvannamalai,2000 - 2001,"7,351.00","10,817.00",1.47,,,,,,,,,,,,,,,
,,2001 - 2002,"6,077.00","13,830.00",2.28,,,,,,,,,,,,,,,
,,2002 - 2003,"4,113.00","5,675.00",1.38,,,,,,,,,,,,,,,
,,2003 - 2004,"4,495.00","6,907.00",1.54,,,,,,,,,,,,,,,
,,2004 - 2005,"2,882.00","4,528.00",1.57,,,,,,,,,,,,,,,
,,2005 - 2006,"2,040.00","1,999.00",0.98,,,,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,,"1,675.00","3,008.00",1.8,,,
,,2007 - 2008,,,,,,,,,,,,,"2,373.00","3,924.00",1.65,,,
,,2008 - 2009,,,,,,,,,,,,,"3,437.00","8,481.00",2.47,,,
,,2009 - 2010,,,,,,,,,,,,,"1,638.00","2,699.00",1.65,,,
,,2010 - 2011,"1,229.00","3,409.00",2.77,,,,,,,,,,,,,,,
,,2011 - 2012,782,"2,062.00",2.64,"1,046.00","2,654.00",2.54,,,,,,,,,,,,
,,2012 - 2013,"1,159.00","2,806.00",2.42,,,,,,,,,,,,,,,
,,2013 - 2014,992,"2,714.00",2.74,"2,317.00","6,495.00",2.8,,,,,,,,,,,,
,,2014 - 2015,"1,679.00","5,043.00",3,"4,398.00","15,116.00",3.44,,,,,,,,,,,,
,,2015 - 2016,517,"1,540.00",2.98,"1,484.00","3,001.00",2.02,,,,,,,,,,,,
,,2016 - 2017,243,400,1.65,886,"2,349.00",2.65,,,,,,,,,,,,
,,2017 - 2018,"1,452.00","4,973.00",3.42,"3,387.00","13,599.00",4.02,,,,,,,,,,,,
,,2018 - 2019,429,"1,350.00",3.15,"2,753.00","8,909.00",3.24,,,,,,,,,,,,
,,2019 - 2020,579,"1,732.00",2.99,"3,298.00","10,881.00",3.3,,,,,,,,,,,,
,,2020 - 2021,640,"2,078.00",3.25,"3,767.00","12,976.00",3.44,,,,,,,,,,,,
,,2021 - 2022,637,"1,789.00",2.81,"3,399.00","10,722.00",3.15,,,,,,,,,,,,
,,2022 - 2023,591,"1,564.00",2.65,"1,732.00","5,789.00",3.34,,,,,,,,,,,,
,34. Vellore,2000 - 2001,"11,986.00","22,854.00",1.91,,,,,,,,,,,,,,,
,,2001 - 2002,"10,286.00","29,000.00",2.82,,,,,,,,,,,,,,,
,,2002 - 2003,"5,573.00","15,596.00",2.8,,,,,,,,,,,,,,,
,,2003 - 2004,"9,676.00","25,343.00",2.62,,,,,,,,,,,,,,,
,,2004 - 2005,"4,263.00","8,820.00",2.07,,,,,,,,,,,,,,,
,,2005 - 2006,"6,842.00","12,380.00",1.81,,,,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,,"6,292.00","13,531.00",2.15,,,
,,2007 - 2008,,,,,,,,,,,,,"6,391.00","15,373.00",2.41,,,
,,2008 - 2009,,,,,,,,,,,,,"6,135.00","15,257.00",2.49,,,
,,2009 - 2010,,,,,,,,,,,,,"5,491.00","13,740.00",2.5,,,
,,2010 - 2011,"4,595.00","14,543.00",3.16,,,,,,,,,,,,,,,
,,2011 - 2012,"1,883.00","4,223.00",2.24,"3,048.00","10,452.00",3.43,,,,,,,,,,,,
,,2012 - 2013,"4,459.00","11,650.00",2.61,,,,,,,,,,,,,,,
,,2013 - 2014,"4,129.00","14,203.00",3.44,"4,799.00","22,784.00",4.75,,,,,,,,,,,,
,,2014 - 2015,"3,337.00","10,173.00",3.05,"5,631.00","25,791.00",4.58,,,,,,,,,,,,
,,2015 - 2016,"2,393.00","7,126.00",2.98,"4,124.00","16,471.00",3.99,,,,,,,,,,,,
,,2016 - 2017,"1,771.00","3,542.00",2,"2,748.00","10,083.00",3.67,,,,,,,,,,,,
,,2017 - 2018,"2,230.00","5,479.00",2.46,"4,552.00","18,495.00",4.06,,,,,,,,,,,,
,,2018 - 2019,"1,874.00","2,268.00",1.21,"3,647.00","15,455.00",4.24,,,,,,,,,,,,
,,2019 - 2020,"2,093.00","4,681.00",2.24,"4,540.00","18,934.00",4.17,,,,,,,,,,,,
,,2020 - 2021,,,,"1,059.00","4,721.00",4.46,,,,,,,,,,,,
,,2021 - 2022,2,6,3,"1,041.00","4,565.00",4.39,,,,,,,,,,,,
,,2022 - 2023,3,7,2.33,"1,129.00","5,232.00",4.63,,,,,,,,,,,,
,35. Villupuram,2000 - 2001,"14,484.00","22,883.00",1.58,,,,,,,,,,,,,,,
,,2001 - 2002,"2,008.00","4,160.00",2.07,,,,,,,,,,,,,,,
,,2002 - 2003,"1,730.00","2,646.00",1.53,,,,,,,,,,,,,,,
,,2003 - 2004,"3,055.00","4,921.00",1.61,,,,,,,,,,,,,,,
,,2004 - 2005,"1,827.00","3,999.00",2.19,,,,,,,,,,,,,,,
,,2005 - 2006,959,"1,515.00",1.58,,,,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,,"1,009.00","1,908.00",1.89,,,
,,2007 - 2008,,,,,,,,,,,,,945,"1,948.00",2.06,,,
,,2008 - 2009,,,,,,,,,,,,,802,"1,358.00",1.69,,,
,,2009 - 2010,,,,,,,,,,,,,638,"1,351.00",2.12,,,
,,2010 - 2011,588,"1,259.00",2.14,,,,,,,,,,,,,,,
,,2011 - 2012,373,983,2.64,173,313,1.81,,,,,,,,,,,,
,,2012 - 2013,451,914,2.03,,,,,,,,,,,,,,,
,,2013 - 2014,"1,035.00","2,832.00",2.74,"2,925.00","10,499.00",3.59,,,,,,,,,,,,
,,2014 - 2015,"1,069.00","3,211.00",3,"3,533.00","15,558.00",4.4,,,,,,,,,,,,
,,2015 - 2016,346,"1,030.00",2.98,"2,767.00","8,248.00",2.98,,,,,,,,,,,,
,,2016 - 2017,532,875,1.64,695,"1,309.00",1.88,,,,,,,,,,,,
,,2017 - 2018,"1,131.00","3,874.00",3.43,"1,130.00","3,075.00",2.72,,,,,,,,,,,,
,,2018 - 2019,"1,144.00","3,598.00",3.15,"1,689.00","4,451.00",2.64,,,,,,,,,,,,
,,2019 - 2020,667,"1,997.00",2.99,716,"2,057.00",2.87,,,,,,,,,,,,
,,2020 - 2021,844,"2,739.00",3.25,521,"1,294.00",2.48,,,,,,,,,,,,
,,2021 - 2022,492,"1,384.00",2.81,263,545,2.07,,,,,,,,,,,,
,,2022 - 2023,258,683,2.65,140,391,2.79,,,,,,,,,,,,
,36. Virudhunagar,2000 - 2001,936,"1,554.00",1.66,,,,,,,,,,,,,,,
,,2001 - 2002,666,"1,630.00",2.45,,,,,,,,,,,,,,,
,,2002 - 2003,558,"1,049.00",1.88,,,,,,,,,,,,,,,
,,2003 - 2004,500,983,1.97,,,,,,,,,,,,,,,
,,2004 - 2005,414,781,1.89,,,,,,,,,,,,,,,
,,2005 - 2006,385,677,1.76,,,,,,,,,,,,,,,
,,2006 - 2007,,,,,,,,,,,,,204,527,2.58,,,
,,2007 - 2008,,,,,,,,,,,,,194,309,1.59,,,
,,2008 - 2009,,,,,,,,,,,,,200,437,2.19,,,
,,2009 - 2010,,,,,,,,,,,,,134,319,2.38,,,
,,2010 - 2011,128,358,2.8,,,,,,,,,,,,,,,
,,2011 - 2012,26,69,2.65,27,84,3.11,,,,,,,,,,,,
,,2012 - 2013,170,445,2.62,,,,,,,,,,,,,,,
,,2013 - 2014,14,38,2.71,77,305,3.96,,,,,,,,,,,,
,,2014 - 2015,8,24,3,140,588,4.2,,,,,,,,,,,,
,,2015 - 2016,7,21,3,100,362,3.62,,,,,,,,,,,,
,,2016 - 2017,2,3,1.5,72,225,3.13,,,,,,,,,,,,
,,2017 - 2018,7,24,3.43,47,210,4.47,,,,,,,,,,,,
,,2018 - 2019,7,25,3.57,87,309,3.55,,,,,,,,,,,,
,,2019 - 2020,3,9,3,52,208,4,,,,,,,,,,,,
,,2020 - 2021,21,67,3.19,57,237,4.16,,,,,,,,,,,,
,,2021 - 2022,,,,49,202,4.12,,,,,,,,,,,,
,,2022 - 2023,,,,19,80,4.21,,,,,,,,,,,,
18. Telangana,1. Adilabad,2002 - 2003,158,183,1.16,13,17,1.31,,,,,,,,,,,,
,,2014 - 2015,,,,8,9,1.13,,,,,,,,,,,,
,,2015 - 2016,,,,4,2,0.5,,,,,,,,,,,,
,2. Bhadradri,2021 - 2022,4,6,1.5,6,10,1.67,,,,,,,,,,,,
,3. Jangoan,2019 - 2020,3,5,1.67,,,,,,,,,,,,,,,
,4. Jayashankar,2019 - 2020,7,11,1.57,,,,,,,,,,,,,,,
,,2022 - 2023,4,6,1.5,16,15,0.94,,,,,,,,,,,,
,5. Jogulamba,2019 - 2020,2,3,1.5,,,,,,,,,,,,,,,
,,2021 - 2022,3,5,1.67,,,,,,,,,,,,,,,
,6. Kamareddy,2016 - 2017,2,2,1,,,,,,,,,,,,,,,
,,2019 - 2020,1,2,2,,,,,,,,,,,,,,,
,,2020 - 2021,11,15,1.36,,,,,,,,,,,,,,,
,,2021 - 2022,1,2,2,,,,,,,,,,,,,,,
,7. Khammam,2000 - 2001,15,15,1,4,7,1.75,,,,,,,,,,,,
,,2001 - 2002,6,8,1.33,,,,,,,,,,,,,,,
,,2002 - 2003,17,20,1.18,,,,,,,,,,,,,,,
,,2003 - 2004,12,13,1.08,,,,,,,,,,,,,,,
,,2004 - 2005,9,17,1.89,3,5,1.67,,,,,,,,,,,,
,,2005 - 2006,10,16,1.6,,,,,,,,,,,,,,,
,,2006 - 2007,9,14,1.56,,,,,,,,,,,,,,,
,,2008 - 2009,17,25,1.47,,,,,,,,,,,,,,,
,,2009 - 2010,15,12,0.8,,,,,,,,,,,,,,,
,,2019 - 2020,2,3,1.5,,,,,,,,,,,,,,,
,8. Komaram bheem asifabad,2018 - 2019,17,17,1,,,,,,,,,,,,,,,
,,2019 - 2020,14,22,1.57,,,,,,,,,,,,,,,
,,2021 - 2022,,,,4,7,1.75,,,,,,,,,,,,
,,2022 - 2023,105,162,1.54,,,,,,,,,,,,,,,
,9. Mahabubabad,2021 - 2022,5,8,1.6,,,,,,,,,,,,,,,
,10. Mahbubnagar,2000 - 2001,"13,422.00","14,133.00",1.05,"1,182.00","2,047.00",1.73,,,,,,,,,,,,
,,2001 - 2002,"6,392.00","6,878.00",1.08,684,"1,196.00",1.75,,,,,,,,,,,,
,,2002 - 2003,"6,990.00","7,640.00",1.09,643,829,1.29,,,,,,,,,,,,
,,2003 - 2004,"6,646.00","8,248.00",1.24,501,879,1.75,,,,,,,,,,,,
,,2004 - 2005,"4,604.00","7,366.00",1.6,507,914,1.8,,,,,,,,,,,,
,,2005 - 2006,"6,821.00","10,116.00",1.48,399,725,1.82,,,,,,,,,,,,
,,2006 - 2007,"3,181.00","4,873.00",1.53,421,697,1.66,,,,,,,,,,,,
,,2007 - 2008,"3,000.00","4,000.00",1.33,,,,,,,,,,,,,,,
,,2008 - 2009,"2,280.00","3,694.00",1.62,283,484,1.71,,,,,,,,,,,,
,,2009 - 2010,"1,375.00","1,136.00",0.83,339,630,1.86,,,,,,,,,,,,
,,2010 - 2011,"1,543.00","1,683.00",1.09,274,404,1.47,,,,,,,,,,,,
,,2011 - 2012,"1,219.00","1,269.00",1.04,212,375,1.77,,,,,,,,,,,,
,,2012 - 2013,"2,000.00","2,000.00",1,,,,,,,,,,,,,,,
,,2013 - 2014,933,"1,154.00",1.24,184,286,1.55,,,,,,,,,,,,
,,2014 - 2015,879,639,0.73,206,150,0.73,,,,,,,,,,,,
,,2015 - 2016,587,236,0.4,118,47,0.4,,,,,,,,,,,,
,,2016 - 2017,490,573,1.17,233,272,1.17,,,,,,,,,,,,
,,2017 - 2018,816,887,1.09,244,265,1.09,,,,,,,,,,,,
,,2018 - 2019,593,621,1.05,84,82,0.98,,,,,,,,,,,,
,,2019 - 2020,910,"1,459.00",1.6,176,282,1.6,,,,,,,,,,,,
,,2020 - 2021,411,552,1.34,264,354,1.34,,,,,,,,,,,,
,,2021 - 2022,100,140,1.4,723,"1,146.00",1.59,,,,,,,,,,,,
,,2022 - 2023,65,64,0.98,108,98,0.91,,,,,,,,,,,,
,11. Medak,2000 - 2001,74,76,1.03,,,,,,,,,,,,,,,
,,2001 - 2002,36,46,1.28,,,,,,,,,,,,,,,
,,2002 - 2003,22,25,1.14,,,,,,,,,,,,,,,
,,2003 - 2004,4,4,1,,,,,,,,,,,,,,,
,,2005 - 2006,7,11,1.57,,,,,,,,,,,,,,,
,,2006 - 2007,6,9,1.5,,,,,,,,,,,,,,,
,,2008 - 2009,1,1,1,,,,,,,,,,,,,,,
,,2010 - 2011,2,2,1,,,,,,,,,,,,,,,
,,2011 - 2012,6,7,1.17,,,,,,,,,,,,,,,
,,2013 - 2014,10,14,1.4,,,,,,,,,,,,,,,
,,2014 - 2015,5,6,1.2,,,,,,,,,,,,,,,
,,2015 - 2016,4,2,0.5,,,,,,,,,,,,,,,
,,2016 - 2017,1,1,1,,,,,,,,,,,,,,,
,,2019 - 2020,25,40,1.6,3,5,1.67,,,,,,,,,,,,
,,2020 - 2021,11,15,1.36,2,3,1.5,,,,,,,,,,,,
,,2021 - 2022,1,2,2,7,12,1.71,,,,,,,,,,,,
,12. Medchal,2019 - 2020,1,2,2,,,,,,,,,,,,,,,
,,2020 - 2021,3,4,1.33,,,,,,,,,,,,,,,
,13. Mulugu,2021 - 2022,4,6,1.5,,,,,,,,,,,,,,,
,14. Nagarkurnool,2016 - 2017,152,178,1.17,,,,,,,,,,,,,,,
,,2017 - 2018,207,287,1.39,2,3,1.5,,,,,,,,,,,,
,,2018 - 2019,235,187,0.8,17,17,1,,,,,,,,,,,,
,,2019 - 2020,174,256,1.47,11,16,1.45,,,,,,,,,,,,
,,2020 - 2021,105,137,1.3,22,31,1.41,,,,,,,,,,,,
,,2021 - 2022,16,28,1.75,8,15,1.88,,,,,,,,,,,,
,,2022 - 2023,20,32,1.6,8,7,0.88,,,,,,,,,,,,
,15. Nalgonda,2000 - 2001,,,,8,14,1.75,,,,,,,,,,,,
,,2001 - 2002,,,,1,2,2,,,,,,,,,,,,
,,2019 - 2020,3,5,1.67,,,,,,,,,,,,,,,
,,2020 - 2021,,,,2,4,2,,,,,,,,,,,,
,,2021 - 2022,1,2,2,1,2,2,,,,,,,,,,,,
,,2022 - 2023,1,2,2,,,,,,,,,,,,,,,
,16. Narayanapet,2018 - 2019,17,18,1.06,2,2,1,,,,,,,,,,,,
,,2019 - 2020,33,52,1.58,21,33,1.57,,,,,,,,,,,,
,,2020 - 2021,29,38,1.31,37,51,1.38,,,,,,,,,,,,
,,2021 - 2022,13,21,1.62,140,265,1.89,,,,,,,,,,,,
,,2022 - 2023,3,2,0.67,11,11,1,,,,,,,,,,,,
,17. Nirmal,2016 - 2017,,,,11,13,1.18,,,,,,,,,,,,
,,2018 - 2019,,,,6,6,1,,,,,,,,,,,,
,,2019 - 2020,3,5,1.67,,,,,,,,,,,,,,,
,18. Nizamabad,2000 - 2001,4,4,1,,,,,,,,,,,,,,,
,,2001 - 2002,13,17,1.31,8,14,1.75,,,,,,,,,,,,
,,2002 - 2003,10,12,1.2,2,3,1.5,,,,,,,,,,,,
,,2003 - 2004,11,12,1.09,8,14,1.75,,,,,,,,,,,,
,,2004 - 2005,5,10,2,,,,,,,,,,,,,,,
,,2010 - 2011,1,1,1,,,,,,,,,,,,,,,
,,2014 - 2015,,,,2,2,1,,,,,,,,,,,,
,,2021 - 2022,,,,1,2,2,,,,,,,,,,,,
,19. Peddapalli,2019 - 2020,3,5,1.67,,,,,,,,,,,,,,,
,,2022 - 2023,1,2,2,,,,,,,,,,,,,,,
,20. Rajanna,2019 - 2020,1,2,2,,,,,,,,,,,,,,,
,,2020 - 2021,1,2,2,,,,,,,,,,,,,,,
,,2021 - 2022,,,,2,3,1.5,,,,,,,,,,,,
,21. Rangareddi,2000 - 2001,"5,312.00","5,169.00",0.97,358,620,1.73,,,,,,,,,,,,
,,2001 - 2002,"3,098.00","5,220.00",1.68,147,257,1.75,,,,,,,,,,,,
,,2002 - 2003,"2,728.00","3,606.00",1.32,216,280,1.3,,,,,,,,,,,,
,,2003 - 2004,"5,632.00","5,412.00",0.96,119,209,1.76,,,,,,,,,,,,
,,2004 - 2005,"2,768.00","6,663.00",2.41,74,133,1.8,,,,,,,,,,,,
,,2005 - 2006,"2,554.00","4,720.00",1.85,69,125,1.81,,,,,,,,,,,,
,,2006 - 2007,"1,619.00","2,441.00",1.51,52,86,1.65,,,,,,,,,,,,
,,2007 - 2008,"2,000.00","5,000.00",2.5,,,,,,,,,,,,,,,
,,2008 - 2009,"1,387.00","1,785.00",1.29,65,111,1.71,,,,,,,,,,,,
,,2009 - 2010,317,214,0.68,75,139,1.85,,,,,,,,,,,,
