State,District,Year,Maize,,,,,,,,,,,,,,,,,
,,,Rabi,,,Kharif,,,Summer,,,Autumn,,,Winter,,,Whole Year,,
,,,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2018 - 2019,"32,194.00","2,51,351.00",7.81,738,"7,429.00",10.07,,,,,,,,,,,,
,,2019 - 2020,"23,177.00","1,79,133.00",7.73,"1,052.00","6,649.00",6.32,,,,,,,,,,,,
,,2020 - 2021,"35,030.00","1,83,654.00",5.24,"2,415.00","12,558.00",5.2,,,,,,,,,,,,
,,2021 - 2022,"33,921.00","2,25,590.00",6.65,399,"2,262.00",5.67,,,,,,,,,,,,
,,2022 - 2023,"34,668.00","2,07,107.00",5.97,537,"2,273.00",4.23,,,,,,,,,,,,
28. Telangana,1. Adilabad,2000 - 2001,"4,703.00","21,601.00",4.59,"25,795.00","73,928.00",2.87,,,,,,,,,,,,
,,2001 - 2002,"5,243.00","23,798.00",4.54,"22,470.00","85,498.00",3.8,,,,,,,,,,,,
,,2002 - 2003,"4,679.00","18,884.00",4.04,"23,626.00","49,993.00",2.12,,,,,,,,,,,,
,,2003 - 2004,"5,963.00","26,255.00",4.4,"24,496.00","97,984.00",4,,,,,,,,,,,,
,,2004 - 2005,"5,598.00","12,332.00",2.2,"20,919.00","62,150.00",2.97,,,,,,,,,,,,
,,2005 - 2006,"6,301.00","17,939.00",2.85,"20,852.00","74,233.00",3.56,,,,,,,,,,,,
,,2006 - 2007,"5,771.00","19,575.00",3.39,"19,286.00","58,437.00",3.03,,,,,,,,,,,,
,,2007 - 2008,"6,000.00","15,000.00",2.5,"18,000.00","61,000.00",3.39,,,,,,,,,,,,
,,2008 - 2009,"15,049.00","54,372.00",3.61,"17,574.00","83,107.00",4.73,,,,,,,,,,,,
,,2009 - 2010,"4,133.00","15,937.00",3.86,"13,766.00","52,531.00",3.82,,,,,,,,,,,,
,,2010 - 2011,"6,725.00","22,462.00",3.34,"13,638.00","57,375.00",4.21,,,,,,,,,,,,
,,2011 - 2012,"4,929.00","24,344.00",4.94,"13,118.00","28,059.00",2.14,,,,,,,,,,,,
,,2012 - 2013,"9,000.00","30,000.00",3.33,"13,000.00","39,000.00",3,,,,,,,,,,,,
,,2013 - 2014,"12,874.00","52,050.00",4.04,"9,947.00","34,009.00",3.42,,,,,,,,,,,,
,,2014 - 2015,"13,614.00","43,156.00",3.17,"9,764.00","25,601.00",2.62,,,,,,,,,,,,
,,2015 - 2016,"10,233.00","38,517.00",3.76,"11,181.00","34,885.00",3.12,,,,,,,,,,,,
,,2016 - 2017,"1,239.00","8,431.00",6.8,600,"2,074.00",3.46,,,,,,,,,,,,
,,2017 - 2018,"1,125.00","12,355.00",10.98,328,"1,132.00",3.45,,,,,,,,,,,,
,,2018 - 2019,"1,004.00","5,599.00",5.58,469,"1,456.00",3.1,,,,,,,,,,,,
,,2019 - 2020,"3,121.00","20,465.00",6.56,218,"1,055.00",4.84,,,,,,,,,,,,
,,2020 - 2021,"1,425.00","9,305.00",6.53,27,124,4.59,,,,,,,,,,,,
,,2021 - 2022,"2,552.00","11,303.00",4.43,415,"1,896.00",4.57,,,,,,,,,,,,
,,2022 - 2023,"5,787.00","34,091.00",5.89,"1,002.00","4,563.00",4.55,,,,,,,,,,,,
,2. Bhadradri,2016 - 2017,"4,152.00","36,151.00",8.71,"5,741.00","23,957.00",4.17,,,,,,,,,,,,
,,2017 - 2018,"4,213.00","31,395.00",7.45,"6,148.00","25,361.00",4.13,,,,,,,,,,,,
,,2018 - 2019,"3,877.00","24,545.00",6.33,"6,182.00","15,523.00",2.51,,,,,,,,,,,,
,,2019 - 2020,"6,434.00","37,646.00",5.85,"7,730.00","40,467.00",5.24,,,,,,,,,,,,
,,2020 - 2021,"1,675.00","10,884.00",6.5,"2,943.00","11,159.00",3.79,,,,,,,,,,,,
,,2021 - 2022,"10,698.00","65,493.00",6.12,"27,097.00","1,31,443.00",4.85,,,,,,,,,,,,
,,2022 - 2023,"11,537.00","74,125.00",6.42,"22,252.00","1,07,388.00",4.83,,,,,,,,,,,,
,3. Jagitial,2016 - 2017,"11,270.00","76,850.00",6.82,"24,948.00","1,13,314.00",4.54,,,,,,,,,,,,
,,2017 - 2018,"9,611.00","43,278.00",4.5,"21,863.00","97,531.00",4.46,,,,,,,,,,,,
,,2018 - 2019,"8,933.00","40,538.00",4.54,"23,980.00","1,52,345.00",6.35,,,,,,,,,,,,
,,2019 - 2020,"7,865.00","43,595.00",5.54,"20,921.00","1,22,263.00",5.84,,,,,,,,,,,,
,,2020 - 2021,"2,564.00","16,455.00",6.42,"12,573.00","82,488.00",6.56,,,,,,,,,,,,
,,2021 - 2022,"5,728.00","47,926.00",8.37,"22,271.00","1,33,415.00",5.99,,,,,,,,,,,,
,,2022 - 2023,"9,877.00","69,337.00",7.02,"18,869.00","1,21,120.00",6.42,,,,,,,,,,,,
,4. Jangoan,2016 - 2017,"6,790.00","40,190.00",5.92,"15,165.00","64,451.00",4.25,,,,,,,,,,,,
,,2017 - 2018,"5,215.00","28,218.00",5.41,"9,482.00","46,272.00",4.88,,,,,,,,,,,,
,,2018 - 2019,"2,109.00","10,973.00",5.2,"8,497.00","48,535.00",5.71,,,,,,,,,,,,
,,2019 - 2020,"4,405.00","34,840.00",7.91,"6,627.00","36,434.00",5.5,,,,,,,,,,,,
,,2020 - 2021,"2,389.00","19,660.00",8.23,147,741,5.04,,,,,,,,,,,,
,,2021 - 2022,"3,945.00","27,891.00",7.07,"2,333.00","10,510.00",4.5,,,,,,,,,,,,
,,2022 - 2023,"3,741.00","22,027.00",5.89,"1,637.00","8,182.00",5,,,,,,,,,,,,
,5. Jayashankar,2016 - 2017,"2,792.00","16,710.00",5.98,"2,890.00","12,283.00",4.25,,,,,,,,,,,,
,,2017 - 2018,"5,686.00","55,433.00",9.75,"2,046.00","14,330.00",7,,,,,,,,,,,,
,,2018 - 2019,"1,898.00","13,842.00",7.29,569,"3,869.00",6.8,,,,,,,,,,,,
,,2019 - 2020,"6,924.00","48,333.00",6.98,"1,126.00","5,459.00",4.85,,,,,,,,,,,,
,,2020 - 2021,"7,382.00","64,821.00",8.78,35,165,4.71,,,,,,,,,,,,
,,2021 - 2022,"6,695.00","55,649.00",8.31,137,624,4.55,,,,,,,,,,,,
,,2022 - 2023,"4,464.00","31,494.00",7.06,85,387,4.55,,,,,,,,,,,,
,6. Jogulamba,2016 - 2017,"1,215.00","8,268.00",6.8,"6,869.00","7,494.00",1.09,,,,,,,,,,,,
,,2017 - 2018,"2,043.00","8,152.00",3.99,"6,910.00","38,972.00",5.64,,,,,,,,,,,,
,,2018 - 2019,857,"3,036.00",3.54,"8,151.00","22,048.00",2.7,,,,,,,,,,,,
,,2019 - 2020,"2,193.00","8,277.00",3.77,"7,051.00","34,753.00",4.93,,,,,,,,,,,,
,,2020 - 2021,"2,222.00","13,144.00",5.92,"1,366.00","3,335.00",2.44,,,,,,,,,,,,
,,2021 - 2022,"4,610.00","18,113.00",3.93,"4,110.00","21,561.00",5.25,,,,,,,,,,,,
,,2022 - 2023,"13,175.00","49,683.00",3.77,"4,372.00","18,104.00",4.14,,,,,,,,,,,,
,7. Kamareddy,2016 - 2017,"19,126.00","85,302.00",4.46,"24,962.00","1,31,425.00",5.27,,,,,,,,,,,,
,,2017 - 2018,"17,350.00","90,602.00",5.22,"26,288.00","1,40,693.00",5.35,,,,,,,,,,,,
,,2018 - 2019,"4,874.00","22,766.00",4.67,"23,142.00","1,42,786.00",6.17,,,,,,,,,,,,
,,2019 - 2020,"14,951.00","1,05,188.00",7.04,"35,689.00","2,18,888.00",6.13,,,,,,,,,,,,
,,2020 - 2021,"7,516.00","63,263.00",8.42,"13,499.00","70,529.00",5.22,,,,,,,,,,,,
,,2021 - 2022,"16,257.00","1,10,206.00",6.78,"37,304.00","2,07,559.00",5.56,,,,,,,,,,,,
,,2022 - 2023,"15,398.00","97,177.00",6.31,"30,149.00","1,33,228.00",4.42,,,,,,,,,,,,
,8. Karimnagar,2000 - 2001,"33,249.00","1,67,741.00",5.04,"80,327.00","2,57,689.00",3.21,,,,,,,,,,,,
,,2001 - 2002,"31,797.00","1,50,940.00",4.75,"57,645.00","2,02,910.00",3.52,,,,,,,,,,,,
,,2002 - 2003,"31,572.00","1,39,359.00",4.41,"74,184.00","2,28,264.00",3.08,,,,,,,,,,,,
,,2003 - 2004,"46,262.00","2,18,125.00",4.71,"1,16,523.00","4,50,711.00",3.87,,,,,,,,,,,,
,,2004 - 2005,"30,904.00","1,09,029.00",3.53,"94,970.00","2,16,057.00",2.28,,,,,,,,,,,,
,,2005 - 2006,"40,868.00","2,03,277.00",4.97,"1,34,439.00","5,26,463.00",3.92,,,,,,,,,,,,
,,2006 - 2007,"44,854.00","2,15,568.00",4.81,"95,318.00","3,13,024.00",3.28,,,,,,,,,,,,
,,2007 - 2008,"65,000.00","3,77,000.00",5.8,"90,000.00","5,24,000.00",5.82,,,,,,,,,,,,
,,2008 - 2009,"60,551.00","2,94,944.00",4.87,"75,779.00","3,34,716.00",4.42,,,,,,,,,,,,
,,2009 - 2010,"40,275.00","1,91,226.00",4.75,"60,308.00","1,53,725.00",2.55,,,,,,,,,,,,
,,2010 - 2011,"34,092.00","1,70,051.00",4.99,"57,065.00","2,65,809.00",4.66,,,,,,,,,,,,
,,2011 - 2012,"44,181.00","1,97,047.00",4.46,"53,120.00","1,68,497.00",3.17,,,,,,,,,,,,
,,2012 - 2013,"55,000.00","3,10,000.00",5.64,"54,000.00","2,59,000.00",4.8,,,,,,,,,,,,
,,2013 - 2014,"51,457.00","3,02,104.00",5.87,"62,879.00","3,22,506.00",5.13,,,,,,,,,,,,
,,2014 - 2015,"54,493.00","2,96,987.00",5.45,"53,598.00","2,45,318.00",4.58,,,,,,,,,,,,
,,2015 - 2016,"39,338.00","1,89,452.00",4.82,"45,611.00","1,86,868.00",4.1,,,,,,,,,,,,
,,2016 - 2017,"16,234.00","1,35,619.00",8.35,"18,643.00","84,677.00",4.54,,,,,,,,,,,,
,,2017 - 2018,"8,416.00","62,043.00",7.37,"8,394.00","39,259.00",4.68,,,,,,,,,,,,
,,2018 - 2019,"7,859.00","54,644.00",6.95,"10,831.00","61,379.00",5.67,,,,,,,,,,,,
,,2019 - 2020,"13,396.00","81,991.00",6.12,"11,004.00","68,605.00",6.23,,,,,,,,,,,,
,,2020 - 2021,"9,649.00","73,761.00",7.64,"1,745.00","7,996.00",4.58,,,,,,,,,,,,
,,2021 - 2022,"9,536.00","65,751.00",6.9,"2,446.00","12,455.00",5.09,,,,,,,,,,,,
,,2022 - 2023,"8,070.00","47,831.00",5.93,"1,743.00","8,072.00",4.63,,,,,,,,,,,,
,9. Khammam,2000 - 2001,"2,074.00","9,526.00",4.59,"18,985.00","56,575.00",2.98,,,,,,,,,,,,
,,2001 - 2002,"3,957.00","9,065.00",2.29,"12,246.00","40,779.00",3.33,,,,,,,,,,,,
,,2002 - 2003,"4,033.00","15,761.00",3.91,"17,923.00","17,081.00",0.95,,,,,,,,,,,,
,,2003 - 2004,"5,430.00","25,434.00",4.68,"20,138.00","88,204.00",4.38,,,,,,,,,,,,
,,2004 - 2005,"5,723.00","25,994.00",4.54,"17,588.00","46,045.00",2.62,,,,,,,,,,,,
,,2005 - 2006,"8,808.00","46,039.00",5.23,"24,433.00","68,803.00",2.82,,,,,,,,,,,,
,,2006 - 2007,"8,311.00","56,066.00",6.75,"19,177.00","84,954.00",4.43,,,,,,,,,,,,
,,2007 - 2008,"13,000.00","80,000.00",6.15,"16,000.00","98,000.00",6.13,,,,,,,,,,,,
,,2008 - 2009,"20,573.00","1,59,873.00",7.77,"17,073.00","86,884.00",5.09,,,,,,,,,,,,
,,2009 - 2010,"21,774.00","1,31,972.00",6.06,"15,215.00","49,996.00",3.29,,,,,,,,,,,,
,,2010 - 2011,"21,679.00","1,67,080.00",7.71,"13,378.00","49,057.00",3.67,,,,,,,,,,,,
,,2011 - 2012,"16,043.00","88,269.00",5.5,"11,359.00","48,321.00",4.25,,,,,,,,,,,,
,,2012 - 2013,"19,000.00","1,06,000.00",5.58,"13,000.00","66,000.00",5.08,,,,,,,,,,,,
,,2013 - 2014,"18,883.00","1,15,564.00",6.12,"18,361.00","88,133.00",4.8,,,,,,,,,,,,
,,2014 - 2015,"16,045.00","1,04,694.00",6.53,"16,750.00","56,330.00",3.36,,,,,,,,,,,,
,,2015 - 2016,"9,279.00","60,638.00",6.53,"11,348.00","41,466.00",3.65,,,,,,,,,,,,
,,2016 - 2017,"8,991.00","55,825.00",6.21,"4,012.00","16,742.00",4.17,,,,,,,,,,,,
,,2017 - 2018,"23,875.00","1,60,154.00",6.71,"4,725.00","22,789.00",4.82,,,,,,,,,,,,
,,2018 - 2019,"13,736.00","82,677.00",6.02,"3,281.00","17,593.00",5.36,,,,,,,,,,,,
,,2019 - 2020,"36,149.00","2,71,462.00",7.51,"4,475.00","24,474.00",5.47,,,,,,,,,,,,
,,2020 - 2021,"31,742.00","2,86,684.00",9.03,270,"1,416.00",5.24,,,,,,,,,,,,
,,2021 - 2022,"33,048.00","2,56,948.00",7.77,"1,179.00","5,690.00",4.83,,,,,,,,,,,,
,,2022 - 2023,"36,921.00","2,33,082.00",6.31,"1,202.00","5,964.00",4.96,,,,,,,,,,,,
,10. Komaram bheem asifabad,2016 - 2017,854,"5,811.00",6.8,"1,103.00","3,812.00",3.46,,,,,,,,,,,,
,,2017 - 2018,543,"3,747.00",6.9,"1,148.00","3,961.00",3.45,,,,,,,,,,,,
,,2018 - 2019,288,"1,873.00",6.5,"1,013.00","4,701.00",4.64,,,,,,,,,,,,
,,2019 - 2020,621,"4,306.00",6.93,477,"1,565.00",3.28,,,,,,,,,,,,
,,2020 - 2021,463,"3,650.00",7.88,182,257,1.41,,,,,,,,,,,,
,,2021 - 2022,497,"1,755.00",3.53,263,"1,203.00",4.57,,,,,,,,,,,,
,,2022 - 2023,937,"4,725.00",5.04,365,"1,662.00",4.55,,,,,,,,,,,,
,11. Mahabubabad,2016 - 2017,"4,764.00","33,076.00",6.94,"13,144.00","55,862.00",4.25,,,,,,,,,,,,
,,2017 - 2018,"5,897.00","39,345.00",6.67,"14,631.00","78,012.00",5.33,,,,,,,,,,,,
,,2018 - 2019,"4,118.00","28,027.00",6.81,"12,961.00","44,482.00",3.43,,,,,,,,,,,,
,,2019 - 2020,"20,686.00","1,15,831.00",5.6,"10,003.00","56,849.00",5.68,,,,,,,,,,,,
,,2020 - 2021,"10,111.00","66,646.00",6.59,"3,869.00","14,694.00",3.8,,,,,,,,,,,,
,,2021 - 2022,"12,177.00","72,879.00",5.98,"22,020.00","83,019.00",3.77,,,,,,,,,,,,
,,2022 - 2023,"18,432.00","1,19,753.00",6.5,"22,030.00","90,720.00",4.12,,,,,,,,,,,,
,12. Mahbubnagar,2000 - 2001,644,"2,958.00",4.59,"47,991.00","72,706.00",1.51,,,,,,,,,,,,
,,2001 - 2002,866,"3,931.00",4.54,"39,922.00","75,572.00",1.89,,,,,,,,,,,,
,,2002 - 2003,"3,183.00","12,847.00",4.04,"69,196.00","81,305.00",1.17,,,,,,,,,,,,
,,2003 - 2004,"1,970.00","8,674.00",4.4,"92,766.00","2,00,653.00",2.16,,,,,,,,,,,,
,,2004 - 2005,"2,312.00","7,898.00",3.42,"90,222.00","1,36,235.00",1.51,,,,,,,,,,,,
,,2005 - 2006,"1,832.00","8,684.00",4.74,"1,03,224.00","3,46,833.00",3.36,,,,,,,,,,,,
,,2006 - 2007,"3,473.00","16,820.00",4.84,"1,30,209.00","1,90,366.00",1.46,,,,,,,,,,,,
,,2007 - 2008,"3,000.00","17,000.00",5.67,"1,20,000.00","4,58,000.00",3.82,,,,,,,,,,,,
,,2008 - 2009,"3,242.00","17,345.00",5.35,"1,22,718.00","1,85,672.00",1.51,,,,,,,,,,,,
,,2009 - 2010,"3,298.00","15,639.00",4.74,"1,26,781.00","1,24,119.00",0.98,,,,,,,,,,,,
,,2010 - 2011,"3,535.00","18,718.00",5.3,"84,726.00","2,66,124.00",3.14,,,,,,,,,,,,
,,2011 - 2012,"4,976.00","23,935.00",4.81,"1,41,454.00","1,91,812.00",1.36,,,,,,,,,,,,
,,2012 - 2013,"4,000.00","22,000.00",5.5,"1,32,000.00","3,98,000.00",3.02,,,,,,,,,,,,
,,2013 - 2014,"4,496.00","24,517.00",5.45,"1,61,171.00","7,62,178.00",4.73,,,,,,,,,,,,
,,2014 - 2015,"6,216.00","32,242.00",5.19,"1,76,277.00","3,17,122.00",1.8,,,,,,,,,,,,
,,2015 - 2016,"2,757.00","10,929.00",3.96,"1,59,806.00","2,02,954.00",1.27,,,,,,,,,,,,
,,2016 - 2017,427,"2,906.00",6.81,"46,280.00","50,491.00",1.09,,,,,,,,,,,,
,,2017 - 2018,182,"1,256.00",6.9,"39,125.00","56,692.00",1.45,,,,,,,,,,,,
,,2018 - 2019,27,176,6.52,"34,550.00","41,529.00",1.2,,,,,,,,,,,,
,,2019 - 2020,177,"1,226.00",6.93,"25,131.00","78,058.00",3.11,,,,,,,,,,,,
,,2020 - 2021,412,"3,234.00",7.85,"2,142.00","5,299.00",2.47,,,,,,,,,,,,
,,2021 - 2022,"1,063.00","5,578.00",5.25,"14,455.00","42,801.00",2.96,,,,,,,,,,,,
,,2022 - 2023,"1,962.00","13,591.00",6.93,"11,678.00","38,000.00",3.25,,,,,,,,,,,,
,13. Mancherial,2016 - 2017,"1,109.00","8,330.00",7.51,"1,193.00","4,123.00",3.46,,,,,,,,,,,,
,,2017 - 2018,642,"2,877.00",4.48,644,"2,222.00",3.45,,,,,,,,,,,,
,,2018 - 2019,420,"2,586.00",6.16,493,"1,937.00",3.93,,,,,,,,,,,,
,,2019 - 2020,557,"3,253.00",5.84,228,"1,104.00",4.84,,,,,,,,,,,,
,,2020 - 2021,375,"2,949.00",7.86,113,525,4.65,,,,,,,,,,,,
,,2021 - 2022,667,"2,594.00",3.89,251,"1,144.00",4.56,,,,,,,,,,,,
,,2022 - 2023,867,"5,076.00",5.85,93,424,4.56,,,,,,,,,,,,
,14. Medak,2000 - 2001,"2,223.00","10,210.00",4.59,"1,00,242.00","1,88,756.00",1.88,,,,,,,,,,,,
,,2001 - 2002,"1,887.00","8,565.00",4.54,"89,510.00","2,06,768.00",2.31,,,,,,,,,,,,
,,2002 - 2003,"2,860.00","11,543.00",4.04,"86,171.00","1,97,762.00",2.29,,,,,,,,,,,,
,,2003 - 2004,"2,598.00","11,439.00",4.4,"1,09,775.00","2,04,511.00",1.86,,,,,,,,,,,,
,,2004 - 2005,"2,188.00","4,842.00",2.21,"1,11,670.00","2,23,117.00",2,,,,,,,,,,,,
,,2005 - 2006,"1,940.00","5,907.00",3.04,"1,18,800.00","3,37,511.00",2.84,,,,,,,,,,,,
,,2006 - 2007,"2,321.00","6,745.00",2.91,"1,01,937.00","1,55,250.00",1.52,,,,,,,,,,,,
,,2007 - 2008,"3,000.00","11,000.00",3.67,"98,000.00","4,18,000.00",4.27,,,,,,,,,,,,
,,2008 - 2009,"4,519.00","15,184.00",3.36,"82,485.00","1,93,097.00",2.34,,,,,,,,,,,,
,,2009 - 2010,"5,920.00","19,489.00",3.29,"1,05,157.00","1,00,635.00",0.96,,,,,,,,,,,,
,,2010 - 2011,"6,100.00","21,844.00",3.58,"94,032.00","3,32,403.00",3.53,,,,,,,,,,,,
,,2011 - 2012,"11,819.00","49,793.00",4.21,"1,04,876.00","2,92,289.00",2.79,,,,,,,,,,,,
,,2012 - 2013,"18,000.00","93,000.00",5.17,"1,24,000.00","5,50,000.00",4.44,,,,,,,,,,,,
,,2013 - 2014,"17,990.00","74,479.00",4.14,"1,25,391.00","4,58,931.00",3.66,,,,,,,,,,,,
,,2014 - 2015,"17,149.00","56,043.00",3.27,"1,10,476.00","1,70,464.00",1.54,,,,,,,,,,,,
,,2015 - 2016,"13,556.00","41,048.00",3.03,"1,02,855.00","2,18,053.00",2.12,,,,,,,,,,,,
,,2016 - 2017,"9,931.00","42,425.00",4.27,"31,345.00","78,927.00",2.52,,,,,,,,,,,,
,,2017 - 2018,"5,985.00","27,657.00",4.62,"18,652.00","69,143.00",3.71,,,,,,,,,,,,
,,2018 - 2019,"2,086.00","10,732.00",5.14,"13,678.00","36,479.00",2.67,,,,,,,,,,,,
,,2019 - 2020,"3,494.00","21,298.00",6.1,"13,309.00","57,189.00",4.3,,,,,,,,,,,,
,,2020 - 2021,566,"3,113.00",5.5,"1,456.00","5,474.00",3.76,,,,,,,,,,,,
,,2021 - 2022,"2,580.00","17,348.00",6.72,"4,135.00","11,557.00",2.79,,,,,,,,,,,,
,,2022 - 2023,"1,362.00","7,551.00",5.54,"2,136.00","5,338.00",2.5,,,,,,,,,,,,
,15. Medchal,2016 - 2017,54,367,6.8,"1,264.00","3,973.00",3.14,,,,,,,,,,,,
,,2017 - 2018,127,876,6.9,"1,072.00","3,698.00",3.45,,,,,,,,,,,,
,,2018 - 2019,93,605,6.51,825,"2,044.00",2.48,,,,,,,,,,,,
,,2019 - 2020,48,331,6.9,"1,204.00","4,902.00",4.07,,,,,,,,,,,,
,,2020 - 2021,31,248,8,215,757,3.52,,,,,,,,,,,,
,,2021 - 2022,150,"1,108.00",7.39,163,743,4.56,,,,,,,,,,,,
,,2022 - 2023,119,775,6.51,159,210,1.32,,,,,,,,,,,,
,16. Mulugu,2018 - 2019,"2,394.00","17,459.00",7.29,"1,629.00","11,077.00",6.8,,,,,,,,,,,,
,,2019 - 2020,"2,631.00","28,830.00",10.96,"1,479.00","9,753.00",6.59,,,,,,,,,,,,
,,2020 - 2021,"2,020.00","16,904.00",8.37,69,318,4.61,,,,,,,,,,,,
,,2021 - 2022,"1,628.00","15,017.00",9.22,768,"3,674.00",4.78,,,,,,,,,,,,
,,2022 - 2023,"2,048.00","12,945.00",6.32,394,"1,230.00",3.12,,,,,,,,,,,,
,17. Nagarkurnool,2016 - 2017,497,"3,382.00",6.8,"1,14,884.00","1,25,338.00",1.09,,,,,,,,,,,,
,,2017 - 2018,537,"3,706.00",6.9,"65,344.00","1,31,472.00",2.01,,,,,,,,,,,,
,,2018 - 2019,260,"1,691.00",6.5,"58,462.00","37,474.00",0.64,,,,,,,,,,,,
,,2019 - 2020,"2,798.00","19,388.00",6.93,"33,607.00","86,119.00",2.56,,,,,,,,,,,,
,,2020 - 2021,"3,225.00","25,300.00",7.84,"5,394.00","16,091.00",2.98,,,,,,,,,,,,
,,2021 - 2022,"4,346.00","21,561.00",4.96,"20,537.00","54,893.00",2.67,,,,,,,,,,,,
,,2022 - 2023,"8,478.00","45,120.00",5.32,"14,906.00","66,034.00",4.43,,,,,,,,,,,,
,18. Nalgonda,2000 - 2001,145,666,4.59,"2,639.00","6,777.00",2.57,,,,,,,,,,,,
,,2001 - 2002,245,"1,112.00",4.54,"2,233.00","6,572.00",2.94,,,,,,,,,,,,
,,2002 - 2003,635,"2,567.00",4.04,"2,242.00","5,181.00",2.31,,,,,,,,,,,,
,,2003 - 2004,568,"2,501.00",4.4,"4,193.00","13,061.00",3.11,,,,,,,,,,,,
,,2004 - 2005,455,"1,554.00",3.42,"2,941.00","7,073.00",2.4,,,,,,,,,,,,
,,2005 - 2006,369,"1,749.00",4.74,"4,953.00","17,296.00",3.49,,,,,,,,,,,,
,,2006 - 2007,326,"1,579.00",4.84,"2,350.00","5,501.00",2.34,,,,,,,,,,,,
,,2007 - 2008,"1,000.00","3,000.00",3,"3,000.00","5,000.00",1.67,,,,,,,,,,,,
,,2008 - 2009,185,990,5.35,"3,060.00","4,532.00",1.48,,,,,,,,,,,,
,,2009 - 2010,333,"1,579.00",4.74,"1,531.00","2,376.00",1.55,,,,,,,,,,,,
,,2010 - 2011,217,"1,149.00",5.29,"1,643.00","4,029.00",2.45,,,,,,,,,,,,
,,2011 - 2012,465,"2,237.00",4.81,"2,038.00","3,538.00",1.74,,,,,,,,,,,,
,,2012 - 2013,"2,000.00","7,000.00",3.5,"3,000.00","4,000.00",1.33,,,,,,,,,,,,
,,2013 - 2014,509,"2,776.00",5.45,"4,313.00","5,301.00",1.23,,,,,,,,,,,,
,,2014 - 2015,977,"5,181.00",5.3,"2,869.00","2,163.00",0.75,,,,,,,,,,,,
,,2015 - 2016,289,"1,439.00",4.98,"2,251.00","1,567.00",0.7,,,,,,,,,,,,
,,2016 - 2017,73,497,6.81,411,776,1.89,,,,,,,,,,,,
,,2017 - 2018,40,276,6.9,66,228,3.45,,,,,,,,,,,,
,,2018 - 2019,16,104,6.5,14,43,3.07,,,,,,,,,,,,
,,2019 - 2020,26,180,6.92,31,151,4.87,,,,,,,,,,,,
,,2020 - 2021,31,244,7.87,11,49,4.45,,,,,,,,,,,,
,,2021 - 2022,126,931,7.39,68,310,4.56,,,,,,,,,,,,
,,2022 - 2023,132,859,6.51,25,114,4.56,,,,,,,,,,,,
,19. Narayanapet,2018 - 2019,,,,"1,124.00","1,351.00",1.2,,,,,,,,,,,,
,,2019 - 2020,32,222,6.94,380,"1,841.00",4.84,,,,,,,,,,,,
,,2020 - 2021,27,209,7.74,1,6,6,,,,,,,,,,,,
,,2021 - 2022,108,798,7.39,162,738,4.56,,,,,,,,,,,,
,,2022 - 2023,30,195,6.5,106,483,4.56,,,,,,,,,,,,
,20. Nirmal,2016 - 2017,"14,842.00","1,21,081.00",8.16,"9,693.00","33,499.00",3.46,,,,,,,,,,,,
,,2017 - 2018,"17,768.00","1,53,960.00",8.67,"7,982.00","45,681.00",5.72,,,,,,,,,,,,
,,2018 - 2019,"15,269.00","1,26,336.00",8.27,"7,781.00","47,542.00",6.11,,,,,,,,,,,,
,,2019 - 2020,"33,025.00","2,90,606.00",8.8,"13,355.00","1,09,365.00",8.19,,,,,,,,,,,,
,,2020 - 2021,"19,378.00","1,77,863.00",9.18,"3,565.00","23,868.00",6.7,,,,,,,,,,,,
,,2021 - 2022,"29,437.00","2,71,026.00",9.21,"9,512.00","59,970.00",6.3,,,,,,,,,,,,
,,2022 - 2023,"33,926.00","2,78,329.00",8.2,"11,270.00","52,924.00",4.7,,,,,,,,,,,,
,21. Nizamabad,2000 - 2001,"5,049.00","21,716.00",4.3,"50,521.00","2,03,650.00",4.03,,,,,,,,,,,,
,,2001 - 2002,"4,747.00","27,765.00",5.85,"47,892.00","1,88,407.00",3.93,,,,,,,,,,,,
,,2002 - 2003,"4,259.00","10,158.00",2.39,"44,204.00","1,48,128.00",3.35,,,,,,,,,,,,
,,2003 - 2004,"3,880.00","15,916.00",4.1,"50,875.00","1,90,069.00",3.74,,,,,,,,,,,,
,,2004 - 2005,"3,762.00","7,648.00",2.03,"46,547.00","1,63,845.00",3.52,,,,,,,,,,,,
,,2005 - 2006,"7,616.00","37,334.00",4.9,"54,982.00","2,17,949.00",3.96,,,,,,,,,,,,
,,2006 - 2007,"8,507.00","43,105.00",5.07,"50,864.00","1,30,161.00",2.56,,,,,,,,,,,,
,,2007 - 2008,"12,000.00","69,000.00",5.75,"50,000.00","2,68,000.00",5.36,,,,,,,,,,,,
,,2008 - 2009,"15,633.00","1,06,617.00",6.82,"52,439.00","2,35,346.00",4.49,,,,,,,,,,,,
,,2009 - 2010,"13,240.00","51,504.00",3.89,"61,888.00","2,01,755.00",3.26,,,,,,,,,,,,
,,2010 - 2011,"18,723.00","72,982.00",3.9,"58,533.00","2,96,411.00",5.06,,,,,,,,,,,,
