State,District,Year,Small millets,,,,,,,,,,,,,,
,,,Kharif,,,Rabi,,,Whole Year,,,Summer,,,Autumn,,
,,,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,15. Perambalur,2003 - 2004,"2,100.00","3,251.00",1.55,,,,,,,,,,,,
,,2004 - 2005,"1,207.00","1,568.00",1.3,,,,,,,,,,,,
,,2005 - 2006,"1,206.00","1,733.00",1.44,,,,,,,,,,,,
,,2006 - 2007,"1,808.00","2,322.00",1.28,,,,,,,,,,,,
,,2007 - 2008,823,"1,435.00",1.74,,,,,,,,,,,,
,,2008 - 2009,143,605,4.23,,,,,,,,,,,,
,,2009 - 2010,323,379,1.17,,,,,,,,,,,,
,,2011 - 2012,,,,,,,104,209,2.01,,,,,,
,,2013 - 2014,,,,,,,140,229,1.64,,,,,,
,,2014 - 2015,22,72,3.27,,,,,,,,,,,,
,,2015 - 2016,220,364,1.65,,,,,,,,,,,,
,,2016 - 2017,116,98,0.84,3,2,0.67,,,,,,,,,
,,2017 - 2018,106,240,2.26,1,3,3,,,,,,,,,
,,2018 - 2019,108,217,2.01,6,11,1.83,,,,,,,,,
,,2019 - 2020,285,621,2.18,,,,,,,,,,,,
,,2020 - 2021,227,495,2.18,,,,,,,,,,,,
,,2021 - 2022,82,172,2.1,9,19,2.11,,,,,,,,,
,,2022 - 2023,39,81,2.08,3,6,2,,,,,,,,,
,16. Pudukkottai,2003 - 2004,311,395,1.27,,,,,,,,,,,,
,,2004 - 2005,115,140,1.22,,,,,,,,,,,,
,,2005 - 2006,85,48,0.56,,,,,,,,,,,,
,,2006 - 2007,65,64,0.98,,,,,,,,,,,,
,,2007 - 2008,44,34,0.77,,,,,,,,,,,,
,,2008 - 2009,322,6,0.02,,,,,,,,,,,,
,,2009 - 2010,5,7,1.4,,,,,,,,,,,,
,,2011 - 2012,,,,,,,18,36,2,,,,,,
,,2013 - 2014,,,,,,,8,14,1.75,,,,,,
,,2014 - 2015,66,135,2.05,,,,,,,,,,,,
,,2015 - 2016,13,22,1.69,,,,,,,,,,,,
,,2017 - 2018,41,84,2.05,1,,0,,,,,,,,,
,,2018 - 2019,,,,2,4,2,,,,,,,,,
,,2019 - 2020,24,43,1.79,,,,,,,,,,,,
,,2020 - 2021,15,20,1.33,4,4,1,,,,,,,,,
,,2021 - 2022,16,26,1.63,,,,,,,,,,,,
,,2022 - 2023,3,6,2,3,6,2,,,,,,,,,
,17. Ramanathapuram,2002 - 2003,448,253,0.56,,,,,,,,,,,,
,,2003 - 2004,932,7,0.01,,,,,,,,,,,,
,,2004 - 2005,896,505,0.56,,,,,,,,,,,,
,,2005 - 2006,885,499,0.56,,,,,,,,,,,,
,,2006 - 2007,878,508,0.58,,,,,,,,,,,,
,,2007 - 2008,749,422,0.56,,,,,,,,,,,,
,,2008 - 2009,52,384,7.38,,,,,,,,,,,,
,,2009 - 2010,537,303,0.56,,,,,,,,,,,,
,,2011 - 2012,,,,,,,699,394,0.56,,,,,,
,,2013 - 2014,,,,,,,"1,161.00",654,0.56,,,,,,
,,2014 - 2015,,,,4,8,2,,,,,,,,,
,,2015 - 2016,1,,0,24,39,1.63,,,,,,,,,
,,2016 - 2017,,,,16,13,0.81,,,,,,,,,
,,2017 - 2018,,,,12,23,1.92,,,,,,,,,
,,2018 - 2019,,,,1,1,1,,,,,,,,,
,,2019 - 2020,1,,0,,,,,,,,,,,,
,,2020 - 2021,7,3,0.43,13,16,1.23,,,,,,,,,
,,2021 - 2022,3,1,0.33,11,16,1.45,,,,,,,,,
,,2022 - 2023,,,,9,15,1.67,,,,,,,,,
,18. Salem,2002 - 2003,195,118,0.61,,,,,,,,,,,,
,,2003 - 2004,"2,593.00","2,063.00",0.8,,,,,,,,,,,,
,,2004 - 2005,"1,998.00","2,313.00",1.16,,,,,,,,,,,,
,,2005 - 2006,"1,924.00","1,652.00",0.86,,,,,,,,,,,,
,,2006 - 2007,"1,541.00","1,416.00",0.92,,,,,,,,,,,,
,,2007 - 2008,"2,055.00","1,925.00",0.94,,,,,,,,,,,,
,,2008 - 2009,"1,762.00","1,231.00",0.7,,,,,,,,,,,,
,,2009 - 2010,"1,815.00","1,473.00",0.81,,,,,,,,,,,,
,,2011 - 2012,,,,,,,"1,542.00","1,543.00",1,,,,,,
,,2013 - 2014,,,,,,,"2,220.00","2,524.00",1.14,,,,,,
,,2014 - 2015,"1,969.00","2,694.00",1.37,2,3,1.5,,,,,,,,,
,,2015 - 2016,"1,433.00","2,195.00",1.53,,,,,,,,,,,,
,,2016 - 2017,"1,346.00","1,868.00",1.39,,,,,,,,,,,,
,,2017 - 2018,"1,207.00","1,278.00",1.06,22,26,1.18,,,,,,,,,
,,2018 - 2019,897,"1,007.00",1.12,45,67,1.49,,,,,,,,,
,,2019 - 2020,"1,334.00","1,578.00",1.18,,,,,,,,,,,,
,,2020 - 2021,"1,162.00","1,699.00",1.46,145,225,1.55,,,,,,,,,
,,2021 - 2022,"1,191.00","1,287.00",1.08,51,68,1.33,,,,,,,,,
,,2022 - 2023,969,"1,218.00",1.26,54,71,1.31,,,,,,,,,
,19. Sivaganga,2002 - 2003,34,21,0.62,,,,,,,,,,,,
,,2003 - 2004,56,796,14.21,,,,,,,,,,,,
,,2004 - 2005,14,8,0.57,,,,,,,,,,,,
,,2005 - 2006,9,5,0.56,,,,,,,,,,,,
,,2006 - 2007,15,9,0.6,,,,,,,,,,,,
,,2007 - 2008,33,21,0.64,,,,,,,,,,,,
,,2008 - 2009,"1,007.00",10,0.01,,,,,,,,,,,,
,,2009 - 2010,18,16,0.89,,,,,,,,,,,,
,,2011 - 2012,,,,,,,34,58,1.71,,,,,,
,,2013 - 2014,,,,,,,4,2,0.5,,,,,,
,,2014 - 2015,1,2,2,11,23,2.09,,,,,,,,,
,,2015 - 2016,,,,1,2,2,,,,,,,,,
,,2016 - 2017,,,,1,,0,,,,,,,,,
,,2017 - 2018,1,2,2,2,4,2,,,,,,,,,
,,2018 - 2019,,,,2,4,2,,,,,,,,,
,,2020 - 2021,1,1,1,3,4,1.33,,,,,,,,,
,,2021 - 2022,4,4,1,9,16,1.78,,,,,,,,,
,,2022 - 2023,4,7,1.75,18,34,1.89,,,,,,,,,
,20. Thanjavur,2003 - 2004,111,141,1.27,,,,,,,,,,,,
,,2004 - 2005,18,22,1.22,,,,,,,,,,,,
,,2005 - 2006,2,2,1,,,,,,,,,,,,
,,2006 - 2007,4,11,2.75,,,,,,,,,,,,
,,2007 - 2008,3,4,1.33,,,,,,,,,,,,
,,2008 - 2009,4,1,0.25,,,,,,,,,,,,
,,2011 - 2012,,,,,,,1,2,2,,,,,,
,,2017 - 2018,17,34,2,2,,0,,,,,,,,,
,,2018 - 2019,1,,0,,,,,,,,,,,,
,,2019 - 2020,46,20,0.43,,,,,,,,,,,,
,,2020 - 2021,6,8,1.33,,,,,,,,,,,,
,,2021 - 2022,1,2,2,,,,,,,,,,,,
,,2022 - 2023,1,2,2,,,,,,,,,,,,
,21. The nilgiris,2003 - 2004,12,260,21.67,,,,,,,,,,,,
,,2004 - 2005,4,5,1.25,,,,,,,,,,,,
,,2005 - 2006,2,3,1.5,,,,,,,,,,,,
,,2006 - 2007,2,2,1,,,,,,,,,,,,
,,2007 - 2008,2,2,1,,,,,,,,,,,,
,,2016 - 2017,5,1,0.2,,,,,,,,,,,,
,,2020 - 2021,1,0,0,,,,,,,,,,,,
,,2021 - 2022,1,0,0,1,1,1,,,,,,,,,
,,2022 - 2023,1,2,2,,,,,,,,,,,,
,22. Theni,2002 - 2003,30,17,0.57,,,,,,,,,,,,
,,2003 - 2004,135,"2,126.00",15.75,,,,,,,,,,,,
,,2004 - 2005,170,156,0.92,,,,,,,,,,,,
,,2005 - 2006,116,80,0.69,,,,,,,,,,,,
,,2006 - 2007,"8,188.00",86,0.01,,,,,,,,,,,,
,,2007 - 2008,72,71,0.99,,,,,,,,,,,,
,,2008 - 2009,"2,520.00",23,0.01,,,,,,,,,,,,
,,2009 - 2010,24,19,0.79,,,,,,,,,,,,
,,2011 - 2012,,,,,,,110,52,0.47,,,,,,
,,2013 - 2014,,,,,,,36,57,1.58,,,,,,
,,2014 - 2015,23,30,1.3,3,4,1.33,,,,,,,,,
,,2015 - 2016,32,42,1.31,3,4,1.33,,,,,,,,,
,,2016 - 2017,22,23,1.05,9,8,0.89,,,,,,,,,
,,2017 - 2018,10,13,1.3,57,59,1.04,,,,,,,,,
,,2018 - 2019,23,37,1.61,37,63,1.7,,,,,,,,,
,,2019 - 2020,7,9,1.29,,,,,,,,,,,,
,,2020 - 2021,11,12,1.09,15,23,1.53,,,,,,,,,
,,2021 - 2022,31,30,0.97,36,50,1.39,,,,,,,,,
,,2022 - 2023,,,,94,115,1.22,,,,,,,,,
,23. Thiruvallur,2003 - 2004,4,4,1,,,,,,,,,,,,
,,2004 - 2005,4,2,0.5,,,,,,,,,,,,
,,2015 - 2016,4,3,0.75,,,,,,,,,,,,
,,2019 - 2020,18,35,1.94,,,,,,,,,,,,
,,2020 - 2021,20,25,1.25,,,,,,,,,,,,
,,2021 - 2022,,,,20,32,1.6,,,,,,,,,
,24. Thiruvarur,2003 - 2004,"3,846.00",,0,,,,,,,,,,,,
,,2005 - 2006,2,2,1,,,,,,,,,,,,
,,2008 - 2009,1,,0,,,,,,,,,,,,
,,2022 - 2023,,,,1,2,2,,,,,,,,,
,25. Thoothukudi,2002 - 2003,469,267,0.57,,,,,,,,,,,,
,,2003 - 2004,483,239,0.49,,,,,,,,,,,,
,,2004 - 2005,355,230,0.65,,,,,,,,,,,,
,,2005 - 2006,380,222,0.58,,,,,,,,,,,,
,,2006 - 2007,673,379,0.56,,,,,,,,,,,,
,,2007 - 2008,626,359,0.57,,,,,,,,,,,,
,,2008 - 2009,22,374,17,,,,,,,,,,,,
,,2009 - 2010,641,369,0.58,,,,,,,,,,,,
,,2011 - 2012,,,,,,,614,346,0.56,,,,,,
,,2013 - 2014,,,,,,,597,339,0.57,,,,,,
,,2014 - 2015,48,37,0.77,2,3,1.5,,,,,,,,,
,,2015 - 2016,44,34,0.77,4,7,1.75,,,,,,,,,
,,2016 - 2017,,,,21,18,0.86,,,,,,,,,
,,2017 - 2018,,,,16,27,1.69,,,,,,,,,
,,2018 - 2019,4,2,0.5,2,3,1.5,,,,,,,,,
,,2019 - 2020,2,1,0.5,,,,,,,,,,,,
,,2020 - 2021,2,1,0.5,5,7,1.4,,,,,,,,,
,,2021 - 2022,3,1,0.33,1,1,1,,,,,,,,,
,,2022 - 2023,,,,2,1,0.5,,,,,,,,,
,26. Tiruchirappalli,2003 - 2004,612,548,0.9,,,,,,,,,,,,
,,2004 - 2005,533,273,0.51,,,,,,,,,,,,
,,2005 - 2006,213,176,0.83,,,,,,,,,,,,
,,2006 - 2007,225,295,1.31,,,,,,,,,,,,
,,2007 - 2008,229,244,1.07,,,,,,,,,,,,
,,2008 - 2009,120,96,0.8,,,,,,,,,,,,
,,2009 - 2010,111,99,0.89,,,,,,,,,,,,
,,2011 - 2012,,,,,,,63,79,1.25,,,,,,
,,2013 - 2014,,,,,,,36,41,1.14,,,,,,
,,2014 - 2015,5,7,1.4,,,,,,,,,,,,
,,2015 - 2016,1,1,1,,,,,,,,,,,,
,,2017 - 2018,4,8,2,,,,,,,,,,,,
,,2018 - 2019,8,14,1.75,,,,,,,,,,,,
,,2019 - 2020,18,33,1.83,,,,,,,,,,,,
,,2020 - 2021,10,11,1.1,5,6,1.2,,,,,,,,,
,,2021 - 2022,6,8,1.33,2,3,1.5,,,,,,,,,
,,2022 - 2023,1,2,2,1,2,2,,,,,,,,,
,27. Tirunelveli,2002 - 2003,393,233,0.59,,,,,,,,,,,,
,,2003 - 2004,365,8,0.02,,,,,,,,,,,,
,,2004 - 2005,214,141,0.66,,,,,,,,,,,,
,,2005 - 2006,204,114,0.56,,,,,,,,,,,,
,,2006 - 2007,59,37,0.63,,,,,,,,,,,,
,,2007 - 2008,124,73,0.59,,,,,,,,,,,,
,,2008 - 2009,15,12,0.8,,,,,,,,,,,,
,,2009 - 2010,31,18,0.58,,,,,,,,,,,,
,,2011 - 2012,,,,,,,138,85,0.62,,,,,,
,,2013 - 2014,,,,,,,61,35,0.57,,,,,,
,,2014 - 2015,5,1,0.2,8,16,2,,,,,,,,,
,,2015 - 2016,148,127,0.86,33,49,1.48,,,,,,,,,
,,2017 - 2018,2,,0,1,1,1,,,,,,,,,
,,2019 - 2020,1,,0,,,,,,,,,,,,
,28. Tirupathur,2019 - 2020,"1,917.00","1,439.00",0.75,,,,,,,,,,,,
,,2020 - 2021,"1,547.00","1,434.00",0.93,,,,,,,,,,,,
,,2021 - 2022,"1,409.00","1,508.00",1.07,,,,,,,,,,,,
,,2022 - 2023,"1,478.00","1,325.00",0.9,,,,,,,,,,,,
,29. Tiruppur,2016 - 2017,,,,3,3,1,,,,,,,,,
,,2017 - 2018,,,,2,2,1,,,,,,,,,
,30. Tiruvannamalai,2003 - 2004,"6,420.00","4,351.00",0.68,,,,,,,,,,,,
,,2004 - 2005,"4,766.00","4,925.00",1.03,,,,,,,,,,,,
,,2005 - 2006,"5,109.00","3,779.00",0.74,,,,,,,,,,,,
,,2006 - 2007,"4,901.00","4,669.00",0.95,,,,,,,,,,,,
,,2007 - 2008,"4,782.00","4,005.00",0.84,,,,,,,,,,,,
,,2008 - 2009,"4,525.00","3,626.00",0.8,,,,,,,,,,,,
,,2009 - 2010,"4,606.00","3,912.00",0.85,,,,,,,,,,,,
,,2011 - 2012,,,,,,,"4,472.00","5,558.00",1.24,,,,,,
,,2013 - 2014,,,,,,,"4,267.00","6,258.00",1.47,,,,,,
,,2014 - 2015,"5,082.00","10,884.00",2.14,24,51,2.13,,,,,,,,,
,,2015 - 2016,"5,656.00","10,712.00",1.89,10,19,1.9,,,,,,,,,
,,2016 - 2017,"5,523.00","6,958.00",1.26,,,,,,,,,,,,
,,2017 - 2018,"6,092.00","7,243.00",1.19,13,9,0.69,,,,,,,,,
,,2018 - 2019,"7,250.00","14,392.00",1.99,,,,,,,,,,,,
,,2019 - 2020,"5,567.00","11,834.00",2.13,,,,,,,,,,,,
,,2020 - 2021,"5,442.00","8,442.00",1.55,3,4,1.33,,,,,,,,,
,,2021 - 2022,"5,286.00","7,436.00",1.41,,,,,,,,,,,,
,,2022 - 2023,"5,088.00","6,822.00",1.34,1,2,2,,,,,,,,,
,31. Vellore,2003 - 2004,"6,020.00","3,490.00",0.58,,,,,,,,,,,,
,,2004 - 2005,"4,757.00","2,577.00",0.54,,,,,,,,,,,,
,,2005 - 2006,"3,616.00","2,029.00",0.56,,,,,,,,,,,,
,,2006 - 2007,"3,478.00","2,213.00",0.64,,,,,,,,,,,,
,,2007 - 2008,"3,468.00","2,394.00",0.69,,,,,,,,,,,,
,,2008 - 2009,"3,386.00","2,455.00",0.73,,,,,,,,,,,,
,,2009 - 2010,"3,368.00","3,277.00",0.97,,,,,,,,,,,,
,,2011 - 2012,,,,,,,"2,408.00","2,907.00",1.21,,,,,,
,,2013 - 2014,,,,,,,"2,196.00","1,975.00",0.9,,,,,,
,,2014 - 2015,"2,190.00","2,069.00",0.94,,,,,,,,,,,,
,,2015 - 2016,"2,249.00","2,746.00",1.22,2,2,1,,,,,,,,,
,,2016 - 2017,"2,211.00","1,777.00",0.8,,,,,,,,,,,,
,,2017 - 2018,"1,712.00","1,797.00",1.05,,,,,,,,,,,,
,,2018 - 2019,"1,722.00","1,578.00",0.92,75,68,0.91,,,,,,,,,
,,2019 - 2020,751,713,0.95,,,,,,,,,,,,
,,2020 - 2021,774,610,0.79,,,,,,,,,,,,
,,2021 - 2022,888,698,0.79,,,,,,,,,,,,
,,2022 - 2023,"1,091.00","1,048.00",0.96,,,,,,,,,,,,
,32. Villupuram,2003 - 2004,"2,216.00","1,742.00",0.79,,,,,,,,,,,,
,,2004 - 2005,"2,127.00","2,507.00",1.18,,,,,,,,,,,,
,,2005 - 2006,"2,208.00","1,856.00",0.84,,,,,,,,,,,,
,,2006 - 2007,"2,346.00","3,521.00",1.5,,,,,,,,,,,,
,,2007 - 2008,"2,123.00","2,533.00",1.19,,,,,,,,,,,,
,,2008 - 2009,"1,951.00","2,010.00",1.03,,,,,,,,,,,,
,,2009 - 2010,"2,009.00","1,883.00",0.94,,,,,,,,,,,,
,,2011 - 2012,,,,,,,"1,912.00","2,224.00",1.16,,,,,,
,,2013 - 2014,,,,,,,"2,032.00","2,124.00",1.05,,,,,,
,,2014 - 2015,945,968,1.02,104,120,1.15,,,,,,,,,
,,2015 - 2016,"1,072.00","1,166.00",1.09,24,32,1.33,,,,,,,,,
,,2016 - 2017,795,475,0.6,78,46,0.59,,,,,,,,,
,,2017 - 2018,"1,125.00",601,0.53,17,10,0.59,,,,,,,,,
,,2018 - 2019,837,845,1.01,8,10,1.25,,,,,,,,,
,,2019 - 2020,"1,801.00",939,0.52,,,,,,,,,,,,
,,2020 - 2021,"1,812.00",852,0.47,28,36,1.29,,,,,,,,,
,,2021 - 2022,787,416,0.53,28,44,1.57,,,,,,,,,
,,2022 - 2023,392,194,0.49,20,15,0.75,,,,,,,,,
,33. Virudhunagar,2002 - 2003,"1,314.00",681,0.52,,,,,,,,,,,,
,,2003 - 2004,"1,357.00",656,0.48,,,,,,,,,,,,
,,2004 - 2005,"1,475.00",771,0.52,,,,,,,,,,,,
,,2005 - 2006,884,482,0.55,,,,,,,,,,,,
,,2006 - 2007,"1,993.00","1,090.00",0.55,,,,,,,,,,,,
,,2007 - 2008,"1,841.00",963,0.52,,,,,,,,,,,,
,,2008 - 2009,680,533,0.78,,,,,,,,,,,,
,,2009 - 2010,792,413,0.52,,,,,,,,,,,,
,,2011 - 2012,,,,,,,"1,367.00",790,0.58,,,,,,
,,2013 - 2014,,,,,,,"1,187.00",676,0.57,,,,,,
,,2014 - 2015,14,12,0.86,8,15,1.88,,,,,,,,,
,,2015 - 2016,100,57,0.57,14,23,1.64,,,,,,,,,
,,2016 - 2017,3,2,0.67,49,12,0.24,,,,,,,,,
,,2017 - 2018,17,32,1.88,37,60,1.62,,,,,,,,,
,,2018 - 2019,27,15,0.56,19,35,1.84,,,,,,,,,
,,2019 - 2020,52,51,0.98,,,,,,,,,,,,
,,2020 - 2021,122,115,0.94,105,131,1.25,,,,,,,,,
,,2021 - 2022,39,19,0.49,241,379,1.57,,,,,,,,,
,,2022 - 2023,61,114,1.87,139,226,1.63,,,,,,,,,
23. Telangana,1. Adilabad,2000 - 2001,23,15,0.65,,,,,,,,,,,,
,,2001 - 2002,4,1,0.25,,,,,,,,,,,,
,,2002 - 2003,160,78,0.49,,,,,,,,,,,,
,,2003 - 2004,2,,0,,,,,,,,,,,,
,,2016 - 2017,,,,1,1,1,,,,,,,,,
,,2019 - 2020,43,74,1.72,,,,,,,,,,,,
,2. Bhadradri,2019 - 2020,2,3,1.5,,,,,,,,,,,,
,,2021 - 2022,1,1,1,,,,,,,,,,,,
,,2022 - 2023,,,,1,1,1,,,,,,,,,
,3. Jangoan,2019 - 2020,7,12,1.71,,,,,,,,,,,,
,,2020 - 2021,3,2,0.67,,,,,,,,,,,,
,,2021 - 2022,,,,1,1,1,,,,,,,,,
,4. Jayashankar,2019 - 2020,10,17,1.7,,,,,,,,,,,,
,,2022 - 2023,,,,4,4,1,,,,,,,,,
,5. Jogulamba,2016 - 2017,327,307,0.94,,,,,,,,,,,,
,,2017 - 2018,70,93,1.33,,,,,,,,,,,,
,,2018 - 2019,30,26,0.87,,,,,,,,,,,,
,,2019 - 2020,190,285,1.5,62,93,1.5,,,,,,,,,
,,2020 - 2021,53,21,0.4,194,76,0.39,,,,,,,,,
,,2021 - 2022,36,26,0.72,219,158,0.72,,,,,,,,,
,,2022 - 2023,26,27,1.04,67,70,1.04,,,,,,,,,
,6. Kamareddy,2019 - 2020,3,5,1.67,,,,,,,,,,,,
,,2020 - 2021,1,1,1,,,,,,,,,,,,
,,2022 - 2023,1,1,1,,,,,,,,,,,,
,7. Karimnagar,2019 - 2020,10,17,1.7,,,,,,,,,,,,
,,2020 - 2021,2,1,0.5,,,,,,,,,,,,
,8. Khammam,2000 - 2001,36,18,0.5,,,,,,,,,,,,
,,2003 - 2004,3,1,0.33,77,53,0.69,,,,,,,,,
,,2004 - 2005,,,,10,3,0.3,,,,,,,,,
,,2006 - 2007,,,,29,15,0.52,,,,,,,,,
,,2019 - 2020,9,15,1.67,1,2,2,,,,,,,,,
,,2020 - 2021,4,2,0.5,1,1,1,,,,,,,,,
,,2021 - 2022,,,,1,1,1,,,,,,,,,
,9. Komaram bheem asifabad,2019 - 2020,15,26,1.73,,,,,,,,,,,,
,,2021 - 2022,1,1,1,1,1,1,,,,,,,,,
,,2022 - 2023,568,597,1.05,3,3,1,,,,,,,,,
,10. Mahabubabad,2021 - 2022,,,,2,1,0.5,,,,,,,,,
,11. Mahbubnagar,2000 - 2001,"2,720.00","2,515.00",0.92,74,38,0.51,,,,,,,,,
,,2001 - 2002,"2,181.00",523,0.24,,,,,,,,,,,,
,,2002 - 2003,"1,866.00",828,0.44,,,,,,,,,,,,
,,2003 - 2004,"1,909.00","1,020.00",0.53,,,,,,,,,,,,
,,2004 - 2005,"1,441.00",798,0.55,,,,,,,,,,,,
,,2005 - 2006,"1,277.00",945,0.74,,,,,,,,,,,,
,,2006 - 2007,455,212,0.47,,,,,,,,,,,,
,,2007 - 2008,"1,000.00","1,000.00",1,,,,,,,,,,,,
,,2008 - 2009,388,259,0.67,,,,,,,,,,,,
,,2009 - 2010,303,201,0.66,,,,,,,,,,,,
,,2010 - 2011,448,187,0.42,,,,,,,,,,,,
,,2011 - 2012,186,123,0.66,,,,,,,,,,,,
,,2012 - 2013,"1,000.00","1,000.00",1,,,,,,,,,,,,
,,2013 - 2014,882,665,0.75,,,,,,,,,,,,
,,2014 - 2015,134,85,0.63,,,,,,,,,,,,
,,2015 - 2016,"1,241.00",989,0.8,64,51,0.8,,,,,,,,,
,,2018 - 2019,8,8,1,,,,,,,,,,,,
,,2019 - 2020,98,168,1.71,,,,,,,,,,,,
,,2020 - 2021,23,13,0.57,,,,,,,,,,,,
,,2021 - 2022,5,4,0.8,1,1,1,,,,,,,,,
,12. Mancherial,2019 - 2020,3,5,1.67,,,,,,,,,,,,
,13. Medak,2000 - 2001,16,15,0.94,,,,,,,,,,,,
,,2001 - 2002,23,5,0.22,,,,,,,,,,,,
,,2002 - 2003,7,3,0.43,3,,0,,,,,,,,,
,,2003 - 2004,4,2,0.5,,,,,,,,,,,,
,,2005 - 2006,1,,0,,,,,,,,,,,,
,,2006 - 2007,4,2,0.5,,,,,,,,,,,,
,,2015 - 2016,5,4,0.8,,,,,,,,,,,,
,,2018 - 2019,,,,16,16,1,,,,,,,,,
,,2019 - 2020,66,113,1.71,,,,,,,,,,,,
,,2020 - 2021,6,3,0.5,,,,,,,,,,,,
,,2021 - 2022,1,1,1,,,,,,,,,,,,
,,2022 - 2023,1,1,1,,,,,,,,,,,,
,14. Medchal,2020 - 2021,8,5,0.63,,,,,,,,,,,,
,,2021 - 2022,,,,2,1,0.5,,,,,,,,,
,15. Nagarkurnool,2016 - 2017,502,471,0.94,,,,,,,,,,,,
,,2017 - 2018,218,289,1.33,,,,,,,,,,,,
,,2018 - 2019,58,63,1.09,,,,,,,,,,,,
,,2019 - 2020,116,238,2.05,1,2,2,,,,,,,,,
,,2020 - 2021,78,53,0.68,2,2,1,,,,,,,,,
,,2021 - 2022,4,3,0.75,2,1,0.5,,,,,,,,,
,,2022 - 2023,6,6,1,,,,,,,,,,,,
,16. Nalgonda,2003 - 2004,3,2,0.67,,,,,,,,,,,,
,,2019 - 2020,16,27,1.69,,,,,,,,,,,,
,,2020 - 2021,10,6,0.6,,,,,,,,,,,,
,,2021 - 2022,6,4,0.67,,,,,,,,,,,,
,17. Narayanapet,2019 - 2020,34,58,1.71,,,,,,,,,,,,
,,2020 - 2021,17,10,0.59,,,,,,,,,,,,
,,2021 - 2022,3,2,0.67,,,,,,,,,,,,
,18. Nirmal,2019 - 2020,6,10,1.67,,,,,,,,,,,,
,,2020 - 2021,1,1,1,1,1,1,,,,,,,,,
,19. Nizamabad,2000 - 2001,3,3,1,,,,,,,,,,,,
,,2003 - 2004,,,,"2,255.00","1,283.00",0.57,,,,,,,,,
,,2019 - 2020,2,3,1.5,,,,,,,,,,,,
,,2020 - 2021,2,1,0.5,,,,,,,,,,,,
,20. Peddapalli,2019 - 2020,10,17,1.7,,,,,,,,,,,,
,21. Rajanna,2020 - 2021,,,,1,1,1,,,,,,,,,
,22. Rangareddi,2000 - 2001,328,197,0.6,,,,,,,,,,,,
,,2001 - 2002,248,64,0.26,,,,,,,,,,,,
,,2002 - 2003,153,56,0.37,,,,,,,,,,,,
,,2003 - 2004,39,12,0.31,,,,,,,,,,,,
,,2004 - 2005,35,13,0.37,,,,,,,,,,,,
,,2005 - 2006,42,22,0.52,,,,,,,,,,,,
,,2006 - 2007,21,10,0.48,,,,,,,,,,,,
,,2008 - 2009,23,13,0.57,,,,,,,,,,,,
,,2009 - 2010,8,4,0.5,,,,,,,,,,,,
,,2010 - 2011,22,22,1,,,,,,,,,,,,
,,2011 - 2012,13,8,0.62,,,,,,,,,,,,
,,2019 - 2020,37,63,1.7,,,,,,,,,,,,
,,2020 - 2021,30,16,0.53,,,,,,,,,,,,
,,2021 - 2022,4,3,0.75,,,,,,,,,,,,
,23. Sangareddy,2018 - 2019,,,,1,1,1,,,,,,,,,
,,2019 - 2020,14,24,1.71,,,,,,,,,,,,
,,2020 - 2021,10,5,0.5,,,,,,,,,,,,
,,2021 - 2022,31,23,0.74,,,,,,,,,,,,
,,2022 - 2023,7,7,1,,,,,,,,,,,,
,24. Siddipet,2020 - 2021,4,2,0.5,,,,,,,,,,,,
,25. Suryapet,2018 - 2019,,,,1,1,1,,,,,,,,,
,,2019 - 2020,10,17,1.7,,,,,,,,,,,,
,,2022 - 2023,,,,4,4,1,,,,,,,,,
,26. Vikarabad,2020 - 2021,63,34,0.54,,,,,,,,,,,,
,,2021 - 2022,13,10,0.77,4,3,0.75,,,,,,,,,
,,2022 - 2023,1,1,1,,,,,,,,,,,,
,27. Wanaparthy,2016 - 2017,22,21,0.95,,,,,,,,,,,,
,,2019 - 2020,52,89,1.71,,,,,,,,,,,,
,,2020 - 2021,19,10,0.53,1,1,1,,,,,,,,,
,,2021 - 2022,1,1,1,1,1,1,,,,,,,,,
,,2022 - 2023,11,12,1.09,3,3,1,,,,,,,,,
,28. Warangal,2019 - 2020,11,19,1.73,,,,,,,,,,,,
,,2020 - 2021,1,1,1,,,,,,,,,,,,
,29. Warangal urban,2019 - 2020,11,19,1.73,,,,,,,,,,,,
,,2021 - 2022,3,2,0.67,,,,,,,,,,,,
,30. Yadadri,2018 - 2019,,,,6,6,1,,,,,,,,,
,,2019 - 2020,149,255,1.71,5,9,1.8,,,,,,,,,
,,2020 - 2021,14,8,0.57,,,,,,,,,,,,
24. Tripura,1. Dhalai,2016 - 2017,104,83,0.8,,,,,,,,,,,,
,,2017 - 2018,187,153,0.82,,,,,,,,,,,,
,,2018 - 2019,189,158,0.84,,,,,,,,,,,,
,,2019 - 2020,142,118.69,0.84,,,,,,,,,,,,
,,2020 - 2021,223,177,0.79,74,63,0.85,,,,,,,,,
,,2021 - 2022,361,295,0.82,91,78,0.86,,,,,,,,,
,,2022 - 2023,396,392,0.99,,,,,,,,,,,,
,2. Gomati,2016 - 2017,49,39,0.8,,,,,,,,,,,,
