State,District,Year,Linseed,,,,,,,,
,,,Rabi,,,Kharif,,,Whole Year,,
,,,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2001 - 2002,393,165,0.42,,,,,,
,,2002 - 2003,161,70,0.43,,,,,,
,,2003 - 2004,123,61,0.5,,,,,,
,,2004 - 2005,158,73,0.46,,,,,,
,,2005 - 2006,104,43,0.41,,,,,,
,,2006 - 2007,384,135,0.35,,,,,,
,,2007 - 2008,172,44,0.26,,,,,,
,,2008 - 2009,95,43,0.45,,,,,,
,,2009 - 2010,157,69,0.44,,,,,,
,,2013 - 2014,130,53,0.41,,,,,,
,,2014 - 2015,2,1,0.5,,,,,,
,,2015 - 2016,2,,0,,,,,,
,,2016 - 2017,111,60,0.54,,,,,,
,,2017 - 2018,437,263,0.6,,,,,,
,,2018 - 2019,130,82,0.63,,,,,,
,,2019 - 2020,150,103,0.69,,,,,,
,,2020 - 2021,110,62,0.56,,,,,,
,,2021 - 2022,160,101,0.63,,,,,,
,,2022 - 2023,235,168,0.71,,,,,,
,41. Kasganj,2019 - 2020,201,138,0.69,,,,,,
,42. Kaushambi,2000 - 2001,25,8,0.32,,,,,,
,,2001 - 2002,5,2,0.4,,,,,,
,,2002 - 2003,3,1,0.33,,,,,,
,,2004 - 2005,8,4,0.5,,,,,,
,,2006 - 2007,11,4,0.36,,,,,,
,,2007 - 2008,7,3,0.43,,,,,,
,,2008 - 2009,4,1,0.25,,,,,,
,,2009 - 2010,1,,0,,,,,,
,,2010 - 2011,4,2,0.5,,,,,,
,,2011 - 2012,2,1,0.5,,,,,,
,,2012 - 2013,5,3,0.6,,,,,,
,,2013 - 2014,19,7,0.37,,,,,,
,,2014 - 2015,1,1,1,,,,,,
,,2015 - 2016,7,2,0.29,,,,,,
,,2020 - 2021,4,2,0.5,,,,,,
,43. Kheri,2000 - 2001,41,15,0.37,,,,,,
,,2001 - 2002,6,3,0.5,,,,,,
,,2002 - 2003,29,13,0.45,,,,,,
,,2003 - 2004,20,10,0.5,,,,,,
,,2004 - 2005,5,2,0.4,,,,,,
,,2005 - 2006,10,4,0.4,,,,,,
,,2006 - 2007,3,1,0.33,,,,,,
,,2007 - 2008,10,2,0.2,,,,,,
,,2008 - 2009,9,4,0.44,,,,,,
,,2009 - 2010,8,3,0.38,,,,,,
,,2010 - 2011,20,9,0.45,,,,,,
,,2014 - 2015,79,46,0.58,,,,,,
,,2017 - 2018,1,1,1,,,,,,
,,2018 - 2019,13,8,0.62,,,,,,
,44. Kushi nagar,2000 - 2001,15,5,0.33,,,,,,
,,2001 - 2002,4,2,0.5,,,,,,
,,2002 - 2003,11,5,0.45,,,,,,
,,2003 - 2004,4,2,0.5,,,,,,
,,2004 - 2005,5,2,0.4,,,,,,
,,2005 - 2006,3,1,0.33,,,,,,
,,2006 - 2007,5,2,0.4,,,,,,
,,2008 - 2009,2,1,0.5,,,,,,
,,2011 - 2012,3,1,0.33,,,,,,
,,2012 - 2013,3,1,0.33,,,,,,
,,2013 - 2014,19,8,0.42,,,,,,
,,2019 - 2020,3,2,0.67,,,,,,
,,2020 - 2021,3,2,0.67,,,,,,
,,2021 - 2022,3,2,0.67,,,,,,
,,2022 - 2023,6,4,0.67,,,,,,
,45. Lalitpur,2000 - 2001,"1,234.00",269,0.22,,,,,,
,,2001 - 2002,601,274,0.46,,,,,,
,,2002 - 2003,122,71,0.58,,,,,,
,,2003 - 2004,108,55,0.51,,,,,,
,,2004 - 2005,232,119,0.51,,,,,,
,,2005 - 2006,203,86,0.42,,,,,,
,,2006 - 2007,232,79,0.34,,,,,,
,,2007 - 2008,181,51,0.28,,,,,,
,,2008 - 2009,28,16,0.57,,,,,,
,,2009 - 2010,26,14,0.54,,,,,,
,,2010 - 2011,18,10,0.56,,,,,,
,,2011 - 2012,11,5,0.45,,,,,,
,,2013 - 2014,120,87,0.73,,,,,,
,,2015 - 2016,1,,0,,,,,,
,,2017 - 2018,4,2,0.5,,,,,,
,,2019 - 2020,4,3,0.75,,,,,,
,,2020 - 2021,95,53,0.56,,,,,,
,,2021 - 2022,4,3,0.75,,,,,,
,46. Lucknow,2000 - 2001,50,18,0.36,,,,,,
,,2001 - 2002,82,34,0.41,,,,,,
,,2002 - 2003,39,17,0.44,,,,,,
,,2003 - 2004,62,31,0.5,,,,,,
,,2004 - 2005,76,35,0.46,,,,,,
,,2005 - 2006,11,4,0.36,,,,,,
,,2006 - 2007,76,27,0.36,,,,,,
,,2007 - 2008,10,3,0.3,,,,,,
,,2008 - 2009,31,14,0.45,,,,,,
,,2009 - 2010,24,11,0.46,,,,,,
,,2010 - 2011,29,13,0.45,,,,,,
,,2011 - 2012,6,3,0.5,,,,,,
,,2012 - 2013,3,1,0.33,,,,,,
,,2018 - 2019,1,1,1,,,,,,
,,2019 - 2020,1,1,1,,,,,,
,,2020 - 2021,7,4,0.57,,,,,,
,,2021 - 2022,1,1,1,,,,,,
,,2022 - 2023,6,4,0.67,,,,,,
,47. Maharajganj,2000 - 2001,499,180,0.36,,,,,,
,,2001 - 2002,394,166,0.42,,,,,,
,,2002 - 2003,442,191,0.43,,,,,,
,,2003 - 2004,313,154,0.49,,,,,,
,,2004 - 2005,391,180,0.46,,,,,,
,,2005 - 2006,416,172,0.41,,,,,,
,,2006 - 2007,315,110,0.35,,,,,,
,,2007 - 2008,320,80,0.25,,,,,,
,,2008 - 2009,266,120,0.45,,,,,,
,,2009 - 2010,185,82,0.44,,,,,,
,,2010 - 2011,166,76,0.46,,,,,,
,,2011 - 2012,219,100,0.46,,,,,,
,,2012 - 2013,136,61,0.45,,,,,,
,,2013 - 2014,76,31,0.41,,,,,,
,,2014 - 2015,171,99,0.58,,,,,,
,,2015 - 2016,169,32,0.19,,,,,,
,,2016 - 2017,139,75,0.54,,,,,,
,,2017 - 2018,220,132,0.6,,,,,,
,,2018 - 2019,1,1,1,,,,,,
,,2019 - 2020,2,1,0.5,,,,,,
,,2020 - 2021,1,1,1,,,,,,
,,2021 - 2022,6,4,0.67,,,,,,
,,2022 - 2023,11,8,0.73,,,,,,
,48. Mahoba,2000 - 2001,"7,899.00","2,433.00",0.31,,,,,,
,,2001 - 2002,"7,441.00","3,750.00",0.5,,,,,,
,,2002 - 2003,"7,668.00","2,599.00",0.34,,,,,,
,,2003 - 2004,"6,609.00","3,490.00",0.53,,,,,,
,,2004 - 2005,"7,578.00","4,456.00",0.59,,,,,,
,,2005 - 2006,"5,600.00","2,492.00",0.45,,,,,,
,,2006 - 2007,"7,182.00","2,406.00",0.34,,,,,,
,,2007 - 2008,"5,894.00",910,0.15,,,,,,
,,2008 - 2009,"6,158.00","3,436.00",0.56,,,,,,
,,2009 - 2010,"7,503.00","3,954.00",0.53,,,,,,
,,2010 - 2011,"6,564.00","3,006.00",0.46,,,,,,
,,2011 - 2012,"8,049.00","3,445.00",0.43,,,,,,
,,2012 - 2013,"8,363.00","3,245.00",0.39,,,,,,
,,2013 - 2014,"6,887.00","2,107.00",0.31,,,,,,
,,2014 - 2015,"6,222.00","3,603.00",0.58,,,,,,
,,2015 - 2016,"2,593.00",322,0.12,,,,,,
,,2016 - 2017,"8,358.00","5,792.00",0.69,,,,,,
,,2017 - 2018,"6,676.00","3,558.00",0.53,,,,,,
,,2018 - 2019,"6,695.00","5,637.00",0.84,,,,,,
,,2019 - 2020,"8,998.00","6,272.00",0.7,,,,,,
,,2020 - 2021,"7,048.00","3,651.00",0.52,,,,,,
,,2021 - 2022,"9,788.00","5,902.00",0.6,,,,,,
,,2022 - 2023,"14,341.00","8,275.00",0.58,,,,,,
,49. Mainpuri,2000 - 2001,3,1,0.33,,,,,,
,,2003 - 2004,1,0,0,,,,,,
,,2005 - 2006,1,1,1,,,,,,
,50. Mathura,2000 - 2001,1,0.1,0.1,,,,,,
,51. Mau,2000 - 2001,1,0.1,0.1,,,,,,
,,2001 - 2002,2,1,0.5,,,,,,
,,2002 - 2003,3,1,0.33,,,,,,
,,2003 - 2004,7,3,0.43,,,,,,
,,2005 - 2006,8,4,0.5,,,,,,
,,2020 - 2021,2,1,0.5,,,,,,
,52. Meerut,2014 - 2015,29,17,0.59,,,,,,
,53. Mirzapur,2000 - 2001,"6,125.00","2,297.00",0.38,,,,,,
,,2001 - 2002,"5,163.00","2,267.00",0.44,,,,,,
,,2002 - 2003,"5,309.00","3,217.00",0.61,,,,,,
,,2003 - 2004,"5,024.00","2,612.00",0.52,,,,,,
,,2004 - 2005,"4,043.00","1,367.00",0.34,,,,,,
,,2005 - 2006,"4,422.00","1,932.00",0.44,,,,,,
,,2006 - 2007,"3,792.00","1,874.00",0.49,,,,,,
,,2007 - 2008,"4,029.00","1,112.00",0.28,,,,,,
,,2008 - 2009,"2,620.00",883,0.34,,,,,,
,,2009 - 2010,"3,421.00","1,482.00",0.43,,,,,,
,,2010 - 2011,"4,047.00","1,562.00",0.39,,,,,,
,,2011 - 2012,"3,568.00","1,577.00",0.44,,,,,,
,,2012 - 2013,"3,498.00","1,406.00",0.4,,,,,,
,,2013 - 2014,"3,629.00","1,604.00",0.44,,,,,,
,,2014 - 2015,"3,278.00","1,898.00",0.58,,,,,,
,,2015 - 2016,"3,073.00",716,0.23,,,,,,
,,2016 - 2017,"4,057.00","1,943.00",0.48,,,,,,
,,2017 - 2018,"3,398.00","2,066.00",0.61,,,,,,
,,2018 - 2019,"4,587.00","2,390.00",0.52,,,,,,
,,2019 - 2020,"3,077.00","2,117.00",0.69,,,,,,
,,2020 - 2021,"3,267.00","1,830.00",0.56,,,,,,
,,2021 - 2022,"4,387.00","2,759.00",0.63,,,,,,
,,2022 - 2023,"6,435.00","4,755.00",0.74,,,,,,
,54. Moradabad,2000 - 2001,1,0.1,0.1,,,,,,
,,2003 - 2004,1,1,1,,,,,,
,,2004 - 2005,1,1,1,,,,,,
,,2005 - 2006,1,,0,,,,,,
,,2006 - 2007,1,,0,,,,,,
,,2007 - 2008,7,2,0.29,,,,,,
,,2018 - 2019,19,12,0.63,,,,,,
,55. Muzaffarnagar,2000 - 2001,1,0.1,0.1,,,,,,
,,2001 - 2002,1,0.1,0.1,,,,,,
,,2002 - 2003,3,1,0.33,,,,,,
,,2008 - 2009,9,4,0.44,,,,,,
,,2009 - 2010,5,2,0.4,,,,,,
,,2011 - 2012,2,1,0.5,,,,,,
,,2012 - 2013,5,2,0.4,,,,,,
,56. Pilibhit,2000 - 2001,8,3,0.38,,,,,,
,,2001 - 2002,6,3,0.5,,,,,,
,,2002 - 2003,6,3,0.5,,,,,,
,,2004 - 2005,2,1,0.5,,,,,,
,,2006 - 2007,2,,0,,,,,,
,,2016 - 2017,2,1,0.5,,,,,,
,,2017 - 2018,2,1,0.5,,,,,,
,,2019 - 2020,2,1,0.5,,,,,,
,,2020 - 2021,2,1,0.5,,,,,,
,,2021 - 2022,2,1,0.5,,,,,,
,,2022 - 2023,4,3,0.75,,,,,,
,57. Pratapgarh,2000 - 2001,204,70,0.34,,,,,,
,,2001 - 2002,114,41,0.36,,,,,,
,,2002 - 2003,53,24,0.45,,,,,,
,,2003 - 2004,48,24,0.5,,,,,,
,,2004 - 2005,16,8,0.5,,,,,,
,,2005 - 2006,35,16,0.46,,,,,,
,,2006 - 2007,22,8,0.36,,,,,,
,,2007 - 2008,17,6,0.35,,,,,,
,,2008 - 2009,4,1,0.25,,,,,,
,,2009 - 2010,3,1,0.33,,,,,,
,,2010 - 2011,5,3,0.6,,,,,,
,,2011 - 2012,7,3,0.43,,,,,,
,,2012 - 2013,6,3,0.5,,,,,,
,,2013 - 2014,51,18,0.35,,,,,,
,,2016 - 2017,1,,0,,,,,,
,,2017 - 2018,9,8,0.89,,,,,,
,,2018 - 2019,22,16,0.73,,,,,,
,,2019 - 2020,1,1,1,,,,,,
,,2020 - 2021,3,1,0.33,,,,,,
,,2022 - 2023,2,1,0.5,,,,,,
,58. Rae bareli,2000 - 2001,300,108,0.36,,,,,,
,,2001 - 2002,241,101,0.42,,,,,,
,,2002 - 2003,260,112,0.43,,,,,,
,,2003 - 2004,211,104,0.49,,,,,,
,,2004 - 2005,247,114,0.46,,,,,,
,,2005 - 2006,206,85,0.41,,,,,,
,,2006 - 2007,212,74,0.35,,,,,,
,,2007 - 2008,227,57,0.25,,,,,,
,,2008 - 2009,87,39,0.45,,,,,,
,,2009 - 2010,107,47,0.44,,,,,,
,,2010 - 2011,99,46,0.46,,,,,,
,,2011 - 2012,73,33,0.45,,,,,,
,,2012 - 2013,43,19,0.44,,,,,,
,,2013 - 2014,37,15,0.41,,,,,,
,,2014 - 2015,28,16,0.57,,,,,,
,,2015 - 2016,5,1,0.2,,,,,,
,,2016 - 2017,27,15,0.56,,,,,,
,,2017 - 2018,35,21,0.6,,,,,,
,,2018 - 2019,46,29,0.63,,,,,,
,,2019 - 2020,46,32,0.7,,,,,,
,,2020 - 2021,54,30,0.56,,,,,,
,,2021 - 2022,52,33,0.63,,,,,,
,,2022 - 2023,81,58,0.72,,,,,,
,59. Rampur,2000 - 2001,92,33,0.36,,,,,,
,,2002 - 2003,2,1,0.5,,,,,,
,,2003 - 2004,3,1,0.33,,,,,,
,,2004 - 2005,5,2,0.4,,,,,,
,,2007 - 2008,2,,0,,,,,,
,,2011 - 2012,17,8,0.47,,,,,,
,60. Saharanpur,2000 - 2001,2,1,0.5,,,,,,
,,2018 - 2019,36,23,0.64,,,,,,
,61. Sambhal,2017 - 2018,1,1,1,,,,,,
,,2019 - 2020,1,1,1,,,,,,
,,2020 - 2021,1,1,1,,,,,,
,,2021 - 2022,1,1,1,,,,,,
,,2022 - 2023,2,1,0.5,,,,,,
,62. Sant kabeer nagar,2000 - 2001,16,7,0.44,,,,,,
,,2001 - 2002,24,10,0.42,,,,,,
,,2002 - 2003,7,2,0.29,,,,,,
,,2003 - 2004,25,12,0.48,,,,,,
,,2004 - 2005,13,6,0.46,,,,,,
,,2005 - 2006,25,10,0.4,,,,,,
,,2006 - 2007,13,4,0.31,,,,,,
,,2007 - 2008,3,1,0.33,,,,,,
,,2008 - 2009,7,3,0.43,,,,,,
,,2009 - 2010,5,2,0.4,,,,,,
,,2011 - 2012,4,2,0.5,,,,,,
,,2012 - 2013,4,2,0.5,,,,,,
,,2013 - 2014,7,3,0.43,,,,,,
,,2014 - 2015,5,3,0.6,,,,,,
,,2017 - 2018,7,4,0.57,,,,,,
,,2018 - 2019,8,5,0.63,,,,,,
,,2019 - 2020,7,5,0.71,,,,,,
,,2020 - 2021,7,4,0.57,,,,,,
,,2021 - 2022,7,4,0.57,,,,,,
,,2022 - 2023,12,9,0.75,,,,,,
,63. Sant ravidas nagar,2000 - 2001,13,5,0.38,,,,,,
,,2001 - 2002,6,2,0.33,,,,,,
,,2002 - 2003,3,1,0.33,,,,,,
,,2003 - 2004,1,0,0,,,,,,
,,2004 - 2005,4,1,0.25,,,,,,
,,2005 - 2006,10,4,0.4,,,,,,
,,2006 - 2007,32,16,0.5,,,,,,
,,2007 - 2008,3,1,0.33,,,,,,
,,2008 - 2009,2,1,0.5,,,,,,
,,2009 - 2010,1,,0,,,,,,
,,2010 - 2011,2,1,0.5,,,,,,
,,2013 - 2014,2,1,0.5,,,,,,
,,2017 - 2018,1,1,1,,,,,,
,,2020 - 2021,13,7,0.54,,,,,,
,64. Shahjahanpur,2000 - 2001,71,26,0.37,,,,,,
,,2001 - 2002,24,10,0.42,,,,,,
,,2002 - 2003,41,18,0.44,,,,,,
,,2003 - 2004,289,142,0.49,,,,,,
,,2004 - 2005,253,116,0.46,,,,,,
,,2005 - 2006,289,119,0.41,,,,,,
,,2006 - 2007,253,89,0.35,,,,,,
,,2007 - 2008,253,64,0.25,,,,,,
,,2008 - 2009,172,77,0.45,,,,,,
,,2010 - 2011,5,2,0.4,,,,,,
,,2012 - 2013,4,2,0.5,,,,,,
,,2013 - 2014,1,,0,,,,,,
,,2017 - 2018,8,5,0.63,,,,,,
,65. Shravasti,2000 - 2001,163,69,0.42,,,,,,
,,2001 - 2002,328,138,0.42,,,,,,
,,2002 - 2003,157,68,0.43,,,,,,
,,2003 - 2004,131,65,0.5,,,,,,
,,2004 - 2005,122,56,0.46,,,,,,
,,2005 - 2006,136,56,0.41,,,,,,
,,2006 - 2007,100,35,0.35,,,,,,
,,2007 - 2008,14,3,0.21,,,,,,
,,2008 - 2009,338,152,0.45,,,,,,
,,2009 - 2010,118,52,0.44,,,,,,
,,2010 - 2011,25,11,0.44,,,,,,
,,2011 - 2012,3,1,0.33,,,,,,
,,2012 - 2013,18,8,0.44,,,,,,
,,2013 - 2014,63,25,0.4,,,,,,
,,2017 - 2018,63,38,0.6,,,,,,
,,2018 - 2019,63,40,0.63,,,,,,
,,2019 - 2020,63,43,0.68,,,,,,
,,2020 - 2021,63,35,0.56,,,,,,
,,2021 - 2022,76,48,0.63,,,,,,
,,2022 - 2023,113,81,0.72,,,,,,
,66. Siddharth nagar,2000 - 2001,965,412,0.43,,,,,,
,,2001 - 2002,877,368,0.42,,,,,,
,,2002 - 2003,430,87,0.2,,,,,,
,,2003 - 2004,557,275,0.49,,,,,,
,,2004 - 2005,688,316,0.46,,,,,,
,,2005 - 2006,511,211,0.41,,,,,,
,,2006 - 2007,900,316,0.35,,,,,,
,,2007 - 2008,19,5,0.26,,,,,,
,,2008 - 2009,"1,553.00",699,0.45,,,,,,
,,2009 - 2010,"1,533.00",676,0.44,,,,,,
,,2010 - 2011,"1,361.00",623,0.46,,,,,,
,,2011 - 2012,"1,559.00",707,0.45,,,,,,
,,2012 - 2013,"1,492.00",671,0.45,,,,,,
,,2013 - 2014,"1,278.00",518,0.41,,,,,,
,,2014 - 2015,"1,496.00",866,0.58,,,,,,
,,2015 - 2016,"1,675.00",320,0.19,,,,,,
,,2016 - 2017,"1,441.00",775,0.54,,,,,,
,,2017 - 2018,"1,357.00",817,0.6,,,,,,
,,2018 - 2019,"1,515.00",956,0.63,,,,,,
,,2019 - 2020,"1,517.00","1,043.00",0.69,,,,,,
,,2020 - 2021,"1,473.00",825,0.56,,,,,,
,,2021 - 2022,"1,738.00","1,093.00",0.63,,,,,,
,,2022 - 2023,"2,590.00","1,854.00",0.72,,,,,,
,67. Sitapur,2000 - 2001,201,72,0.36,,,,,,
,,2001 - 2002,58,24,0.41,,,,,,
,,2002 - 2003,55,24,0.44,,,,,,
,,2003 - 2004,54,27,0.5,,,,,,
,,2004 - 2005,64,29,0.45,,,,,,
,,2005 - 2006,102,42,0.41,,,,,,
,,2006 - 2007,60,21,0.35,,,,,,
,,2007 - 2008,44,11,0.25,,,,,,
,,2011 - 2012,2,1,0.5,,,,,,
,,2012 - 2013,9,4,0.44,,,,,,
,,2013 - 2014,1,1,1,,,,,,
,,2016 - 2017,14,8,0.57,,,,,,
,,2017 - 2018,18,11,0.61,,,,,,
,,2018 - 2019,13,8,0.62,,,,,,
,,2019 - 2020,1,1,1,,,,,,
,,2020 - 2021,39,22,0.56,,,,,,
,,2021 - 2022,1,1,1,,,,,,
,,2022 - 2023,2,1,0.5,,,,,,
,68. Sonbhadra,2000 - 2001,"8,421.00","3,107.00",0.37,,,,,,
,,2001 - 2002,"8,250.00","3,003.00",0.36,,,,,,
,,2002 - 2003,"7,844.00","3,271.00",0.42,,,,,,
,,2003 - 2004,"7,802.00","3,394.00",0.44,,,,,,
,,2004 - 2005,"5,952.00","1,917.00",0.32,,,,,,
,,2005 - 2006,"7,158.00","2,391.00",0.33,,,,,,
,,2006 - 2007,"4,590.00","1,427.00",0.31,,,,,,
,,2007 - 2008,"1,644.00",626,0.38,,,,,,
,,2008 - 2009,"4,784.00","1,612.00",0.34,,,,,,
,,2009 - 2010,"5,701.00","1,693.00",0.3,,,,,,
,,2010 - 2011,"5,209.00","1,943.00",0.37,,,,,,
,,2011 - 2012,"5,606.00","3,038.00",0.54,,,,,,
,,2012 - 2013,"5,381.00","2,997.00",0.56,,,,,,
,,2013 - 2014,"5,166.00","3,105.00",0.6,,,,,,
,,2014 - 2015,"4,781.00","2,768.00",0.58,,,,,,
,,2015 - 2016,"4,405.00","1,119.00",0.25,,,,,,
,,2016 - 2017,"5,451.00","2,398.00",0.44,,,,,,
,,2017 - 2018,"4,989.00","2,430.00",0.49,,,,,,
,,2018 - 2019,"5,404.00","2,578.00",0.48,,,,,,
,,2019 - 2020,"5,335.00","3,670.00",0.69,,,,,,
,,2020 - 2021,"5,186.00","2,904.00",0.56,,,,,,
,,2021 - 2022,"6,576.00","4,136.00",0.63,,,,,,
,,2022 - 2023,"9,135.00","7,728.00",0.85,,,,,,
,69. Sultanpur,2000 - 2001,418,151,0.36,,,,,,
,,2001 - 2002,196,83,0.42,,,,,,
,,2002 - 2003,182,79,0.43,,,,,,
,,2003 - 2004,156,77,0.49,,,,,,
,,2004 - 2005,145,67,0.46,,,,,,
,,2005 - 2006,165,68,0.41,,,,,,
,,2006 - 2007,120,42,0.35,,,,,,
,,2007 - 2008,127,32,0.25,,,,,,
,,2008 - 2009,181,81,0.45,,,,,,
,,2009 - 2010,118,52,0.44,,,,,,
,,2010 - 2011,53,24,0.45,,,,,,
,,2011 - 2012,12,5,0.42,,,,,,
,,2012 - 2013,15,7,0.47,,,,,,
,,2013 - 2014,54,22,0.41,,,,,,
,,2014 - 2015,22,12,0.55,,,,,,
,,2015 - 2016,21,4,0.19,,,,,,
,,2016 - 2017,22,12,0.55,,,,,,
,,2017 - 2018,40,24,0.6,,,,,,
,,2018 - 2019,21,13,0.62,,,,,,
,,2019 - 2020,18,12,0.67,,,,,,
,,2020 - 2021,23,13,0.57,,,,,,
,,2021 - 2022,25,16,0.64,,,,,,
,,2022 - 2023,37,26,0.7,,,,,,
,70. Unnao,2000 - 2001,297,107,0.36,,,,,,
,,2001 - 2002,278,117,0.42,,,,,,
,,2002 - 2003,183,79,0.43,,,,,,
,,2003 - 2004,212,104,0.49,,,,,,
,,2004 - 2005,173,80,0.46,,,,,,
,,2005 - 2006,193,80,0.41,,,,,,
,,2006 - 2007,145,51,0.35,,,,,,
,,2007 - 2008,130,33,0.25,,,,,,
,,2008 - 2009,78,35,0.45,,,,,,
,,2009 - 2010,143,63,0.44,,,,,,
,,2010 - 2011,81,37,0.46,,,,,,
,,2011 - 2012,61,27,0.44,,,,,,
,,2012 - 2013,26,12,0.46,,,,,,
,,2013 - 2014,94,38,0.4,,,,,,
,,2014 - 2015,15,9,0.6,,,,,,
,,2015 - 2016,13,2,0.15,,,,,,
,,2016 - 2017,22,12,0.55,,,,,,
,,2017 - 2018,22,13,0.59,,,,,,
,,2018 - 2019,102,64,0.63,,,,,,
,,2019 - 2020,18,12,0.67,,,,,,
,,2020 - 2021,22,12,0.55,,,,,,
,,2021 - 2022,25,16,0.64,,,,,,
,,2022 - 2023,39,28,0.72,,,,,,
,71. Varanasi,2000 - 2001,"2,039.00",871,0.43,,,,,,
,,2001 - 2002,6,2,0.33,,,,,,
,,2002 - 2003,19,4,0.21,,,,,,
,,2003 - 2004,12,6,0.5,,,,,,
,,2004 - 2005,3,2,0.67,,,,,,
,,2005 - 2006,7,3,0.43,,,,,,
,,2008 - 2009,1,1,1,,,,,,
,,2009 - 2010,6,2,0.33,,,,,,
,,2010 - 2011,1,1,1,,,,,,
,,2011 - 2012,18,8,0.44,,,,,,
,,2012 - 2013,2,1,0.5,,,,,,
,,2013 - 2014,1,,0,,,,,,
,,2014 - 2015,1,1,1,,,,,,
,,2015 - 2016,6,1,0.17,,,,,,
,,2016 - 2017,2,1,0.5,,,,,,
,,2017 - 2018,2,2,1,,,,,,
,,2018 - 2019,22,9,0.41,,,,,,
,,2019 - 2020,23,16,0.7,,,,,,
,,2020 - 2021,2,1,0.5,,,,,,
,,2021 - 2022,2,1,0.5,,,,,,
,,2022 - 2023,5,4,0.8,,,,,,
20. Uttarakhand,1. Champawat,2000 - 2001,5,1,0.2,,,,,,
,2. Dehradun,2000 - 2001,1,,0,,,,,,
,,2001 - 2002,2,1,0.5,,,,,,
,,2002 - 2003,135,38,0.28,,,,,,
,,2016 - 2017,21,9,0.43,,,,,,
,,2018 - 2019,13,13,1,,,,,,
,3. Haridwar,2001 - 2002,1,,0,,,,,,
,,2002 - 2003,20,6,0.3,,,,,,
,,2004 - 2005,8,2,0.25,,,,,,
,,2014 - 2015,2,1,0.5,,,,,,
,,2016 - 2017,1,,0,,,,,,
,4. Nainital,2006 - 2007,40,15,0.38,,,,,,
,,2016 - 2017,3,1,0.33,,,,,,
,5. Udam singh nagar,2000 - 2001,11,4,0.36,,,,,,
,,2001 - 2002,12,5,0.42,,,,,,
,,2002 - 2003,"37,345.00","16,151.00",0.43,,,,,,
,,2003 - 2004,11,4,0.36,,,,,,
,,2004 - 2005,13,5,0.38,,,,,,
,,2005 - 2006,14,5,0.36,,,,,,
,,2013 - 2014,2,1,0.5,,,,,,
21. West Bengal,1. 24 paraganas north,2001 - 2002,176,71,0.4,,,,,,
,,2004 - 2005,139,32,0.23,,,,,,
,,2005 - 2006,15,6,0.4,,,,,,
,,2006 - 2007,28,8,0.29,,,,,,
,,2007 - 2008,10,3,0.3,,,,,,
,,2008 - 2009,61,14,0.23,,,,,,
,,2009 - 2010,6,3,0.5,,,,,,
,,2011 - 2012,35,12,0.34,,,,,,
,,2014 - 2015,11,5,0.45,,,,,,
,,2016 - 2017,2,1,0.5,,,,,,
,,2017 - 2018,168,37,0.22,,,,,,
,,2018 - 2019,27,13,0.48,,,,,,
,,2019 - 2020,25,16,0.64,,,,,,
,,2020 - 2021,27,7,0.26,,,,,,
,,2021 - 2022,37,13,0.35,,,,,,
,,2022 - 2023,55,22,0.4,,,,,,
,2. 24 paraganas south,2001 - 2002,3,1,0.33,,,,,,
,,2003 - 2004,4,2,0.5,,,,,,
,,2005 - 2006,2,1,0.5,,,,,,
,,2007 - 2008,3,1,0.33,,,,,,
,,2008 - 2009,158,37,0.23,,,,,,
,,2009 - 2010,77,35,0.45,,,,,,
,,2010 - 2011,160,75,0.47,,,,,,
,,2011 - 2012,160,56,0.35,,,,,,
,,2012 - 2013,162,64,0.4,,,,,,
,,2013 - 2014,144,59,0.41,,,,,,
,,2014 - 2015,208,100,0.48,,,,,,
,,2015 - 2016,192,71,0.37,,,,,,
,,2016 - 2017,338,204,0.6,,,,,,
,,2017 - 2018,45,10,0.22,,,,,,
,,2018 - 2019,105,49,0.47,,,,,,
,,2019 - 2020,203,133,0.66,,,,,,
,,2020 - 2021,185,50,0.27,,,,,,
,,2021 - 2022,198,71,0.36,,,,,,
,,2022 - 2023,128,52,0.41,,,,,,
,3. Alipurduar,2016 - 2017,493,197,0.4,,,,,,
,,2017 - 2018,337,73,0.22,,,,,,
,,2018 - 2019,488,227,0.47,,,,,,
,,2019 - 2020,412,270,0.66,,,,,,
,,2020 - 2021,422,114,0.27,,,,,,
,,2021 - 2022,435,156,0.36,,,,,,
,,2022 - 2023,436,177,0.41,,,,,,
,4. Bankura,2000 - 2001,74,20,0.27,,,,,,
,,2001 - 2002,49,12,0.24,,,,,,
,,2002 - 2003,28,8,0.29,,,,,,
,,2003 - 2004,73,14,0.19,,,,,,
,,2004 - 2005,5,1,0.2,,,,,,
,,2005 - 2006,78,16,0.21,,,,,,
,,2006 - 2007,8,1,0.13,,,,,,
,,2007 - 2008,115,17,0.15,,,,,,
,,2008 - 2009,4,,0,,,,,,
,,2009 - 2010,16,1,0.06,,,,,,
,,2010 - 2011,10,3,0.3,,,,,,
,,2011 - 2012,3,1,0.33,,,,,,
,,2012 - 2013,1,,0,,,,,,
,,2013 - 2014,146,43,0.29,,,,,,
,,2014 - 2015,163,40,0.25,,,,,,
,,2015 - 2016,129,26,0.2,,,,,,
