State,District,Year,Moong(Green Gram),,,,,,,,,,,,,,,,,
,,,Rabi,,,Kharif,,,Summer,,,Whole Year,,,Autumn,,,Winter,,
,,2007 - 2008,,,,,,,"2,134.00",667.9,0.31,,,,,,,185,57.5,0.31
,,2008 - 2009,,,,,,,725,201.6,0.28,,,,,,,213,57.5,0.27
,,2009 - 2010,,,,,,,"1,294.00",509.8,0.39,,,,7,1.2,0.17,116,43.2,0.37
,,2010 - 2011,,,,,,,"1,742.00",653.3,0.38,,,,3,0.3,0.1,251,66.8,0.27
,,2011 - 2012,,,,,,,"1,521.00",724,0.48,,,,8,2,0.25,110,43.8,0.4
,,2012 - 2013,,,,,,,877,394.7,0.45,,,,8,2,0.25,74,36.2,0.49
,,2013 - 2014,,,,,,,863,446.2,0.52,,,,,,,28,6.6,0.24
,,2014 - 2015,,,,,,,718,349.7,0.49,,,,,,,98,53,0.54
,,2015 - 2016,,,,,,,758,382,0.5,,,,,,,55,17.3,0.31
,,2016 - 2017,,,,,,,"1,816.00","1,200.40",0.66,,,,94,75.6,0.8,128,70.3,0.55
,,2017 - 2018,,,,,,,821,541.9,0.66,,,,39,15.9,0.41,136,67.3,0.49
,,2018 - 2019,,,,,,,409,264.6,0.65,,,,,,,32,12.8,0.4
,,2019 - 2020,,,,,,,549,269,0.49,,,,1,0.9,0.9,7,4.6,0.66
,,2020 - 2021,,,,,,,487,278.1,0.57,,,,,,,5,3.1,0.62
,,2021 - 2022,,,,,,,"1,098.00",510.6,0.47,,,,10,6.8,0.68,106,41.1,0.39
,,2022 - 2023,,,,,,,490,215.6,0.44,,,,16,5.8,0.36,20,10.9,0.55
,23. Nabarangpur,2000 - 2001,,,,174,39.7,0.23,,,,,,,,,,,,
,,2001 - 2002,,,,249,59.9,0.24,,,,,,,,,,,,
,,2002 - 2003,,,,119,11.2,0.09,,,,,,,,,,,,
,,2003 - 2004,,,,513,144.1,0.28,,,,,,,,,,,,
,,2004 - 2005,,,,,,,645,238.7,0.37,,,,,,,,,
,,2005 - 2006,,,,,,,608,194.6,0.32,,,,,,,,,
,,2006 - 2007,,,,,,,154,47.6,0.31,,,,,,,,,
,,2007 - 2008,,,,,,,223,71.4,0.32,,,,,,,140,50.1,0.36
,,2008 - 2009,,,,,,,"1,065.00",449.4,0.42,,,,,,,4,2.1,0.53
,,2009 - 2010,,,,,,,490,223,0.46,,,,,,,,,
,,2010 - 2011,,,,,,,420,73.1,0.17,,,,,,,,,
,,2011 - 2012,,,,,,,169,30.9,0.18,,,,,,,,,
,,2012 - 2013,,,,,,,128,46.5,0.36,,,,,,,,,
,,2013 - 2014,,,,,,,730,264.3,0.36,,,,,,,,,
,,2014 - 2015,,,,,,,335,143.7,0.43,,,,,,,,,
,,2015 - 2016,,,,,,,210,104.2,0.5,,,,,,,,,
,,2016 - 2017,,,,,,,522,302.2,0.58,,,,,,,,,
,,2017 - 2018,,,,,,,69,24.7,0.36,,,,,,,42,25.5,0.61
,,2018 - 2019,,,,,,,113,71.4,0.63,,,,,,,,,
,,2019 - 2020,,,,,,,241,180,0.75,,,,,,,,,
,,2020 - 2021,,,,,,,90,66.2,0.74,,,,,,,,,
,,2021 - 2022,,,,,,,421,319.1,0.76,,,,,,,,,
,,2022 - 2023,,,,,,,190,133.4,0.7,,,,,,,,,
,24. Nayagarh,2000 - 2001,,,,"17,449.00","2,722.30",0.16,,,,,,,,,,,,
,,2001 - 2002,,,,"27,281.00","6,192.80",0.23,,,,,,,,,,,,
,,2002 - 2003,,,,"14,667.00","2,390.80",0.16,,,,,,,,,,,,
,,2003 - 2004,,,,"28,806.00","6,711.80",0.23,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,,,,"19,254.00","3,966.30",0.21
,,2005 - 2006,,,,,,,,,,,,,,,,"30,460.00","5,665.60",0.19
,,2006 - 2007,,,,,,,1,,0,,,,,,,"23,585.00","5,117.90",0.22
,,2007 - 2008,,,,,,,,,,,,,,,,"22,342.00","4,915.20",0.22
,,2008 - 2009,,,,,,,,,,,,,,,,"18,564.00","4,362.50",0.23
,,2009 - 2010,,,,,,,,,,,,,1,0.3,0.3,"32,102.00","7,511.90",0.23
,,2010 - 2011,,,,,,,"13,915.00","2,629.90",0.19,,,,,,,"11,320.00","2,603.60",0.23
,,2011 - 2012,,,,,,,"2,650.00",230.6,0.09,,,,,,,"5,295.00",963.7,0.18
,,2012 - 2013,,,,,,,8,2.5,0.31,,,,,,,"26,575.00","8,291.40",0.31
,,2013 - 2014,,,,,,,,,,,,,,,,"31,814.00","9,162.40",0.29
,,2014 - 2015,,,,,,,,,,,,,,,,"33,033.00","12,552.50",0.38
,,2015 - 2016,,,,,,,"2,397.00",273.3,0.11,,,,,,,"17,485.00","3,584.40",0.2
,,2016 - 2017,,,,,,,,,,,,,,,,"24,018.00","7,757.80",0.32
,,2017 - 2018,,,,,,,"3,346.00",722.7,0.22,,,,,,,"19,891.00","8,095.60",0.41
,,2018 - 2019,,,,,,,,,,,,,,,,"15,182.00","4,524.20",0.3
,,2019 - 2020,,,,,,,,,,,,,,,,"11,608.00","4,039.60",0.35
,,2020 - 2021,,,,,,,421,152.4,0.36,,,,,,,"12,680.00","4,678.90",0.37
,,2021 - 2022,,,,,,,"22,217.00","7,220.50",0.32,,,,,,,526,125.7,0.24
,,2022 - 2023,,,,,,,"4,886.00","2,066.80",0.42,,,,,,,"20,968.00","7,171.10",0.34
,25. Nuapada,2000 - 2001,,,,"1,558.00",150.7,0.1,,,,,,,,,,,,
,,2001 - 2002,,,,"1,068.00",127.8,0.12,,,,,,,,,,,,
,,2002 - 2003,,,,843,55.7,0.07,,,,,,,,,,,,
,,2003 - 2004,,,,"1,622.00",413.5,0.25,,,,,,,,,,,,
,,2004 - 2005,,,,,,,605,95,0.16,,,,156,16.4,0.11,68,5.6,0.08
,,2005 - 2006,,,,,,,"1,457.00",154.4,0.11,,,,366,30.4,0.08,12,1.9,0.16
,,2006 - 2007,,,,,,,939,99.5,0.11,,,,356,29.2,0.08,160,16,0.1
,,2007 - 2008,,,,,,,"2,761.00",648.8,0.23,,,,335,36.5,0.11,336,90,0.27
,,2008 - 2009,,,,,,,"1,948.00",469.5,0.24,,,,466,49.9,0.11,633,195.6,0.31
,,2009 - 2010,,,,,,,"3,253.00",640.8,0.2,,,,763,87,0.11,619,107.7,0.17
,,2010 - 2011,,,,,,,"2,566.00",613.3,0.24,,,,746,133.5,0.18,443,123.2,0.28
,,2011 - 2012,,,,,,,"2,500.00",502.5,0.2,,,,788,82.7,0.1,649,147.3,0.23
,,2012 - 2013,,,,,,,"2,642.00",702.8,0.27,,,,868,122.4,0.14,415,113.3,0.27
,,2013 - 2014,,,,,,,"1,759.00",541.8,0.31,,,,792,113.3,0.14,348,153.1,0.44
,,2014 - 2015,,,,,,,"2,120.00",648.7,0.31,,,,681,91.9,0.13,772,262.5,0.34
,,2015 - 2016,,,,,,,"1,228.00",367.2,0.3,,,,446,71.8,0.16,443,114.3,0.26
,,2016 - 2017,,,,,,,"1,164.00",384.1,0.33,,,,"3,040.00","1,282.90",0.42,"1,581.00",621.3,0.39
,,2017 - 2018,,,,,,,"1,045.00",373.1,0.36,,,,"2,610.00",597.7,0.23,"1,033.00",360.5,0.35
,,2018 - 2019,,,,,,,"2,348.00",704.4,0.3,,,,"1,178.00",179.1,0.15,937,304.5,0.32
,,2019 - 2020,,,,,,,"2,123.00",566.8,0.27,,,,"1,917.00",348.9,0.18,6,1.1,0.18
,,2020 - 2021,,,,,,,"1,578.00",462.4,0.29,,,,"1,749.00",241.4,0.14,,,
,,2021 - 2022,,,,,,,"2,028.00",478.6,0.24,,,,"3,259.00",410.6,0.13,"1,185.00",318.8,0.27
,,2022 - 2023,,,,,,,"3,912.00","1,197.10",0.31,,,,"3,027.00",457.1,0.15,258,63.7,0.25
,26. Puri,2000 - 2001,,,,"2,721.00",525.8,0.19,,,,,,,,,,,,
,,2001 - 2002,,,,"3,747.00",551.1,0.15,,,,,,,,,,,,
,,2002 - 2003,,,,"3,713.00",778.7,0.21,,,,,,,,,,,,
,,2003 - 2004,,,,"5,885.00","1,247.60",0.21,,,,,,,,,,,,
,,2004 - 2005,,,,,,,"3,691.00",723.4,0.2,,,,,,,6,1.1,0.18
,,2005 - 2006,,,,,,,"4,612.00","1,185.30",0.26,,,,,,,109,35.1,0.32
,,2006 - 2007,,,,,,,"6,371.00","1,229.60",0.19,,,,,,,74,20.1,0.27
,,2007 - 2008,,,,,,,"5,469.00","1,088.30",0.2,,,,,,,100,17.7,0.18
,,2008 - 2009,,,,,,,"5,396.00","1,046.80",0.19,,,,,,,97,32.1,0.33
,,2009 - 2010,,,,,,,"6,961.00","2,032.60",0.29,,,,,,,11,3.4,0.31
,,2010 - 2011,,,,,,,"17,811.00","6,857.20",0.38,,,,,,,1,0.6,0.6
,,2011 - 2012,,,,,,,"13,195.00","3,839.70",0.29,,,,,,,16,8.7,0.54
,,2012 - 2013,,,,,,,"21,490.00","7,134.70",0.33,,,,,,,,,
,,2013 - 2014,,,,,,,"18,498.00","6,881.30",0.37,,,,,,,22,8.3,0.38
,,2014 - 2015,,,,,,,"33,971.00","14,064.00",0.41,,,,,,,,,
,,2015 - 2016,,,,,,,"38,371.00","13,084.50",0.34,,,,,,,11,1.6,0.15
,,2016 - 2017,,,,,,,"21,673.00","9,341.10",0.43,,,,,,,,,
,,2017 - 2018,,,,,,,"19,327.00","9,334.90",0.48,,,,,,,,,
,,2018 - 2019,,,,,,,"23,257.00","7,209.70",0.31,,,,,,,,,
,,2019 - 2020,,,,,,,"28,742.00","14,457.20",0.5,,,,,,,,,
,,2020 - 2021,,,,,,,"25,074.00","9,101.90",0.36,,,,,,,,,
,,2021 - 2022,,,,,,,"17,739.00","8,514.70",0.48,,,,,,,,,
,,2022 - 2023,,,,,,,"18,075.00","8,513.30",0.47,,,,,,,,,
,27. Rayagada,2000 - 2001,,,,506,132.9,0.26,,,,,,,,,,,,
,,2001 - 2002,,,,631,137.1,0.22,,,,,,,,,,,,
,,2002 - 2003,,,,418,56.5,0.14,,,,,,,,,,,,
,,2003 - 2004,,,,466,123.9,0.27,,,,,,,,,,,,
,,2004 - 2005,,,,,,,26,4,0.15,,,,13,1.8,0.14,109,17.2,0.16
,,2005 - 2006,,,,,,,12,4.4,0.37,,,,6,0.6,0.1,163,32.9,0.2
,,2006 - 2007,,,,,,,13,4.6,0.35,,,,,,,80,16.2,0.2
,,2007 - 2008,,,,,,,11,2,0.18,,,,82,26.1,0.32,260,47.6,0.18
,,2008 - 2009,,,,,,,37,7.3,0.2,,,,3,0.9,0.3,135,19.6,0.15
,,2009 - 2010,,,,,,,22,7.5,0.34,,,,2,1.2,0.6,203,51.8,0.26
,,2010 - 2011,,,,,,,90,26.6,0.3,,,,1,0.2,0.2,269,61.1,0.23
,,2011 - 2012,,,,,,,14,2.1,0.15,,,,,,,31,6.6,0.21
,,2012 - 2013,,,,,,,,,,,,,,,,73,19.4,0.27
,,2013 - 2014,,,,,,,,,,,,,,,,70,19.6,0.28
,,2014 - 2015,,,,,,,19,11.6,0.61,,,,,,,109,38.6,0.35
,,2015 - 2016,,,,,,,53,12,0.23,,,,,,,137,23,0.17
,,2016 - 2017,,,,,,,,,,,,,,,,544,208.4,0.38
,,2017 - 2018,,,,,,,16,10.2,0.64,,,,,,,269,152,0.57
,,2018 - 2019,,,,,,,5,1.6,0.32,,,,,,,330,133.7,0.41
,,2019 - 2020,,,,,,,12,3.3,0.28,,,,,,,96,41.7,0.43
,,2020 - 2021,,,,,,,,,,,,,,,,269,109.5,0.41
,,2021 - 2022,,,,,,,16,4.6,0.29,,,,,,,356,160.6,0.45
,,2022 - 2023,,,,,,,21,10.3,0.49,,,,,,,433,156.3,0.36
,28. Sambalpur,2000 - 2001,,,,861,276,0.32,,,,,,,,,,,,
,,2001 - 2002,,,,719,210.9,0.29,,,,,,,,,,,,
,,2002 - 2003,,,,929,303.1,0.33,,,,,,,,,,,,
,,2003 - 2004,,,,745,200.2,0.27,,,,,,,,,,,,
,,2004 - 2005,,,,,,,389,133.4,0.34,,,,239,56.2,0.24,93,21.3,0.23
,,2005 - 2006,,,,,,,360,166.7,0.46,,,,95,20.3,0.21,152,49.1,0.32
,,2006 - 2007,,,,,,,236,116.1,0.49,,,,127,32.3,0.25,83,22.4,0.27
,,2007 - 2008,,,,,,,383,144.4,0.38,,,,195,44.5,0.23,123,30.8,0.25
,,2008 - 2009,,,,,,,292,140.7,0.48,,,,137,37.3,0.27,87,30.7,0.35
,,2009 - 2010,,,,,,,257,93.5,0.36,,,,82,23.9,0.29,63,24.3,0.39
,,2010 - 2011,,,,,,,135,53.7,0.4,,,,106,29.8,0.28,171,37.6,0.22
,,2011 - 2012,,,,,,,160,61.4,0.38,,,,109,30.6,0.28,65,21.2,0.33
,,2012 - 2013,,,,,,,257,155.5,0.61,,,,31,11.5,0.37,56,22.2,0.4
,,2013 - 2014,,,,,,,203,98,0.48,,,,52,23.5,0.45,49,19.8,0.4
,,2014 - 2015,,,,,,,45,18.5,0.41,,,,71,26.7,0.38,12,4.5,0.38
,,2015 - 2016,,,,,,,234,105.8,0.45,,,,60,16.3,0.27,16,3.4,0.21
,,2016 - 2017,,,,,,,128,77.6,0.61,,,,310,151.3,0.49,330,181.8,0.55
,,2017 - 2018,,,,,,,115,66.7,0.58,,,,,,,81,43.7,0.54
,,2018 - 2019,,,,,,,320,206.1,0.64,,,,,,,90,61.7,0.69
,,2019 - 2020,,,,,,,692,474,0.68,,,,97,48.2,0.5,523,281.9,0.54
,,2020 - 2021,,,,,,,521,344.9,0.66,,,,25,13,0.52,73,46,0.63
,,2021 - 2022,,,,,,,"1,125.00",884.3,0.79,,,,265,228.4,0.86,360,261.4,0.73
,,2022 - 2023,,,,,,,736,471.8,0.64,,,,156,102.5,0.66,473,323.5,0.68
,29. Sonepur,2000 - 2001,,,,"1,463.00",215.1,0.15,,,,,,,,,,,,
,,2001 - 2002,,,,"1,296.00",240.5,0.19,,,,,,,,,,,,
,,2002 - 2003,,,,"1,328.00",215.6,0.16,,,,,,,,,,,,
,,2003 - 2004,,,,"1,858.00",288.9,0.16,,,,,,,,,,,,
,,2004 - 2005,,,,,,,"1,002.00",218.4,0.22,,,,201,47.8,0.24,"1,377.00",307.1,0.22
,,2005 - 2006,,,,,,,913,252.9,0.28,,,,76,20.7,0.27,"1,734.00",435.2,0.25
,,2006 - 2007,,,,,,,"1,057.00",375.2,0.35,,,,77,30.5,0.4,"1,284.00",434,0.34
,,2007 - 2008,,,,,,,778,364.1,0.47,,,,218,71.9,0.33,"1,599.00",473.3,0.3
,,2008 - 2009,,,,,,,"1,440.00",560.2,0.39,,,,152,32.1,0.21,883,278.1,0.31
,,2009 - 2010,,,,,,,490,189.6,0.39,,,,73,24.3,0.33,"1,205.00",379.6,0.32
,,2010 - 2011,,,,,,,"1,195.00",419.4,0.35,,,,120,58.6,0.49,"1,345.00",373.9,0.28
,,2011 - 2012,,,,,,,406,124.6,0.31,,,,123,36.3,0.3,"1,367.00",386.9,0.28
,,2012 - 2013,,,,,,,700,289.1,0.41,,,,106,51.7,0.49,"2,171.00",677.4,0.31
,,2013 - 2014,,,,,,,907,409.1,0.45,,,,168,68.4,0.41,"1,419.00",492.4,0.35
,,2014 - 2015,,,,,,,400,168.8,0.42,,,,217,108.1,0.5,"1,687.00",595.5,0.35
,,2015 - 2016,,,,,,,976,358.2,0.37,,,,1,0.1,0.1,"1,478.00",452.3,0.31
,,2016 - 2017,,,,,,,"1,119.00",482.3,0.43,,,,5,1.7,0.34,564,269.6,0.48
,,2017 - 2018,,,,,,,160,71,0.44,,,,,,,224,83.1,0.37
,,2018 - 2019,,,,,,,458,299.1,0.65,,,,,,,266,142.8,0.54
,,2019 - 2020,,,,,,,558,209.3,0.38,,,,,,,480,177.1,0.37
,,2020 - 2021,,,,,,,315,135.8,0.43,,,,,,,187,44.3,0.24
,,2021 - 2022,,,,,,,567,241.5,0.43,,,,233,68.7,0.29,616,173.7,0.28
,,2022 - 2023,,,,,,,280,93.2,0.33,,,,360,109.8,0.31,265,81.4,0.31
,30. Sundargarh,2000 - 2001,,,,325,68.9,0.21,,,,,,,,,,,,
,,2001 - 2002,,,,326,76.5,0.23,,,,,,,,,,,,
,,2002 - 2003,,,,484,79,0.16,,,,,,,,,,,,
,,2003 - 2004,,,,639,109.4,0.17,,,,,,,,,,,,
,,2004 - 2005,,,,,,,162,42.3,0.26,,,,65,8.6,0.13,75,17.7,0.24
,,2005 - 2006,,,,,,,32,9.6,0.3,,,,169,29.1,0.17,62,19.1,0.31
,,2006 - 2007,,,,,,,85,23.5,0.28,,,,109,20.1,0.18,50,13,0.26
,,2007 - 2008,,,,,,,259,72,0.28,,,,146,29.5,0.2,48,11.6,0.24
,,2008 - 2009,,,,,,,63,24.1,0.38,,,,89,15,0.17,24,7.2,0.3
,,2009 - 2010,,,,,,,172,44.2,0.26,,,,91,22.2,0.24,28,9.2,0.33
,,2010 - 2011,,,,,,,19,5.7,0.3,,,,98,21.4,0.22,79,17.6,0.22
,,2011 - 2012,,,,,,,92,34.3,0.37,,,,88,12.1,0.14,17,3.8,0.22
,,2012 - 2013,,,,,,,9,3.1,0.34,,,,38,9.5,0.25,36,12.9,0.36
,,2013 - 2014,,,,,,,126,41.6,0.33,,,,50,12.3,0.25,37,15.8,0.43
,,2014 - 2015,,,,,,,34,16.5,0.49,,,,24,6.4,0.27,13,4.5,0.35
,,2015 - 2016,,,,,,,249,90.4,0.36,,,,17,5.1,0.3,7,2,0.29
,,2016 - 2017,,,,,,,75,14.6,0.19,,,,644,237,0.37,60,25.1,0.42
,,2017 - 2018,,,,,,,233,137,0.59,,,,101,41.1,0.41,89,73.8,0.83
,,2018 - 2019,,,,,,,109,68.5,0.63,,,,75,18.7,0.25,,,
,,2019 - 2020,,,,,,,470,236.9,0.5,,,,151,43,0.28,1,0.6,0.6
,,2020 - 2021,,,,,,,416,262.5,0.63,,,,82,43,0.52,6,2,0.33
,,2021 - 2022,,,,,,,"2,258.00","1,110.90",0.49,,,,608,203.7,0.34,242,114,0.47
,,2022 - 2023,,,,,,,"1,009.00",551.9,0.55,,,,755,304.3,0.4,25,10.7,0.43
21. Puducherry,1. Karaikal,2000 - 2001,"2,246.00","1,258.00",0.56,85,49,0.58,,,,,,,,,,,,
,,2001 - 2002,205,0,0,,,,,,,,,,,,,,,
,,2002 - 2003,717,37,0.05,,,,,,,,,,,,,,,
,,2003 - 2004,894,143,0.16,,,,,,,,,,,,,,,
,,2004 - 2005,"1,474.00",354,0.24,,,,,,,,,,,,,,,
,,2005 - 2006,"1,599.00",429,0.27,,,,,,,,,,,,,,,
,,2007 - 2008,,,,,,,"1,784.00",34,0.02,,,,,,,,,
,,2008 - 2009,,,,,,,"1,077.00",152,0.14,,,,,,,,,
,,2009 - 2010,,,,,,,"1,018.00",70,0.07,,,,,,,,,
,,2010 - 2011,,,,,,,"1,368.00",620,0.45,,,,,,,,,
,,2011 - 2012,,,,,,,"1,258.00",448,0.36,,,,,,,,,
,,2012 - 2013,,,,,,,835,227,0.27,,,,,,,,,
,,2013 - 2014,,,,,,,504,171,0.34,,,,,,,,,
,,2014 - 2015,,,,,,,860,287,0.33,,,,,,,,,
,,2015 - 2016,,,,,,,918,239,0.26,,,,,,,,,
,,2016 - 2017,,,,,,,721,71,0.1,,,,,,,,,
,,2017 - 2018,,,,,,,618,137,0.22,,,,,,,,,
,,2018 - 2019,,,,,,,647,263,0.41,,,,,,,,,
,,2019 - 2020,,,,,,,561,101,0.18,,,,,,,,,
,,2020 - 2021,,,,,,,571,116,0.2,,,,,,,,,
,,2021 - 2022,,,,,,,556,127,0.23,,,,,,,,,
,,2022 - 2023,,,,,,,558,337,0.6,,,,,,,,,
,2. Mahe,2000 - 2001,,,,"2,246.00","1,258.00",0.56,,,,,,,,,,,,
,3. Pondicherry,2000 - 2001,85,49,0.58,,,,,,,,,,,,,,,
,,2001 - 2002,117,59,0.5,,,,,,,,,,,,,,,
,,2002 - 2003,128,104,0.81,,,,,,,,,,,,,,,
,,2003 - 2004,164,137,0.84,,,,,,,,,,,,,,,
,,2004 - 2005,209,107,0.51,,,,,,,,,,,,,,,
,,2005 - 2006,157,80,0.51,,,,,,,,,,,,,,,
,,2007 - 2008,,,,,,,231,138,0.6,,,,,,,,,
,,2008 - 2009,,,,,,,5,2,0.4,,,,,,,,,
,,2009 - 2010,2,1,0.5,,,,7,3,0.43,,,,,,,,,
,,2010 - 2011,2,2,1,1,1,1,29,23,0.79,,,,,,,,,
,,2011 - 2012,1,,0,1,1,1,,,,,,,,,,,,
,,2012 - 2013,1,1,1,,,,1,1,1,,,,,,,,,
,,2013 - 2014,,,,,,,86,65,0.76,,,,,,,,,
,,2014 - 2015,,,,,,,107,66,0.62,,,,,,,,,
,,2015 - 2016,9,10,1.11,,,,80,60,0.75,,,,,,,,,
,,2016 - 2017,2,2,1,,,,27,19,0.7,,,,,,,,,
,,2017 - 2018,3,3,1,,,,13,12,0.92,,,,,,,,,
,,2018 - 2019,2,2,1,,,,10,9,0.9,,,,,,,,,
,,2019 - 2020,4,3,0.75,,,,62,50,0.81,,,,,,,,,
,,2020 - 2021,2,2,1,,,,31,25,0.81,,,,,,,,,
,,2022 - 2023,3,2,0.67,,,,,,,,,,,,,,,
,4. Yanam,2000 - 2001,149,93,0.62,149,93,0.62,,,,,,,,,,,,
,,2001 - 2002,222,46,0.21,,,,,,,,,,,,,,,
,,2002 - 2003,172,60,0.35,,,,,,,,,,,,,,,
,,2003 - 2004,241,108,0.45,,,,,,,,,,,,,,,
,,2004 - 2005,179,107,0.6,,,,,,,,,,,,,,,
,,2005 - 2006,215,108,0.5,,,,,,,,,,,,,,,
,,2007 - 2008,,,,,,,168,100,0.6,,,,,,,,,
,,2008 - 2009,5,3,0.6,,,,138,79,0.57,,,,,,,,,
,,2009 - 2010,2,1,0.5,,,,35,19,0.54,,,,,,,,,
,,2010 - 2011,13,7,0.54,,,,80,48,0.6,,,,,,,,,
,,2011 - 2012,2,1,0.5,,,,52,33,0.63,,,,,,,,,
,,2012 - 2013,36,21,0.58,,,,29,19,0.66,,,,,,,,,
,,2013 - 2014,37,19,0.51,,,,,,,,,,,,,,,
,,2014 - 2015,56,42,0.75,,,,56,42,0.75,,,,,,,,,
,,2015 - 2016,,,,,,,41,31,0.76,,,,,,,,,
,,2016 - 2017,6,3,0.5,,,,2,1,0.5,,,,,,,,,
,,2017 - 2018,,,,,,,5,2,0.4,,,,,,,,,
,,2018 - 2019,3,2,0.67,,,,3,2,0.67,,,,,,,,,
,,2019 - 2020,8,6,0.75,,,,6,5,0.83,,,,,,,,,
,,2020 - 2021,1,1,1,,,,,,,,,,,,,,,
22. Punjab,1. Amritsar,2000 - 2001,,,,"3,500.00","1,900.00",0.54,,,,,,,,,,,,
,,2001 - 2002,,,,"2,700.00","1,600.00",0.59,,,,,,,,,,,,
,,2002 - 2003,,,,"1,800.00","1,300.00",0.72,,,,,,,,,,,,
,,2003 - 2004,,,,"2,800.00","1,900.00",0.68,,,,,,,,,,,,
,,2004 - 2005,,,,"2,200.00","1,600.00",0.73,,,,,,,,,,,,
,,2005 - 2006,,,,"1,500.00","1,100.00",0.73,,,,,,,,,,,,
,,2008 - 2009,,,,100,100,1,,,,,,,,,,,,
,,2010 - 2011,,,,100,100,1,,,,,,,,,,,,
,,2013 - 2014,,,,100,100,1,,,,,,,,,,,,
,,2014 - 2015,,,,300,300,1,,,,,,,,,,,,
,,2015 - 2016,,,,300,200,0.67,,,,,,,,,,,,
,,2016 - 2017,,,,400,300,0.75,,,,,,,,,,,,
,,2017 - 2018,"2,500.00","1,900.00",0.76,800,700,0.88,,,,,,,,,,,,
,,2018 - 2019,"2,400.00","2,000.00",0.83,600,500,0.83,,,,,,,,,,,,
,,2019 - 2020,"2,500.00","2,300.00",0.92,700,600,0.86,,,,,,,,,,,,
,,2020 - 2021,,,,500,500,1,,,,,,,,,,,,
,,2022 - 2023,,,,300,200,0.67,,,,,,,,,,,,
,2. Barnala,2007 - 2008,,,,800,900,1.13,,,,,,,,,,,,
,,2008 - 2009,,,,500,500,1,,,,,,,,,,,,
,,2009 - 2010,,,,500,500,1,,,,,,,,,,,,
,,2010 - 2011,,,,500,600,1.2,,,,,,,,,,,,
,,2011 - 2012,,,,400,500,1.25,,,,,,,,,,,,
,,2012 - 2013,,,,300,300,1,,,,,,,,,,,,
,,2013 - 2014,,,,300,300,1,,,,,,,,,,,,
,,2014 - 2015,,,,300,300,1,,,,,,,,,,,,
,,2015 - 2016,,,,300,220,0.73,,,,,,,,,,,,
,,2016 - 2017,,,,200,100,0.5,,,,,,,,,,,,
,,2017 - 2018,"1,000.00",700,0.7,200,200,1,,,,,,,,,,,,
,,2018 - 2019,"1,300.00",900,0.69,100,100,1,,,,,,,,,,,,
,,2019 - 2020,"1,000.00",700,0.7,100,100,1,,,,,,,,,,,,
,,2020 - 2021,,,,100,100,1,,,,,,,,,,,,
,,2022 - 2023,,,,400,400,1,,,,,,,,,,,,
,3. Bathinda,2000 - 2001,,,,"1,700.00",400,0.24,,,,,,,,,,,,
,,2001 - 2002,,,,"1,600.00",600,0.38,,,,,,,,,,,,
,,2002 - 2003,,,,"1,200.00",600,0.5,,,,,,,,,,,,
,,2003 - 2004,,,,"1,800.00","1,100.00",0.61,,,,,,,,,,,,
,,2004 - 2005,,,,"1,200.00",800,0.67,,,,,,,,,,,,
,,2005 - 2006,,,,"1,200.00",900,0.75,,,,,,,,,,,,
,,2006 - 2007,,,,"1,000.00",800,0.8,,,,,,,,,,,,
,,2007 - 2008,,,,800,600,0.75,,,,,,,,,,,,
,,2008 - 2009,,,,600,500,0.83,,,,,,,,,,,,
,,2009 - 2010,,,,500,400,0.8,,,,,,,,,,,,
,,2010 - 2011,,,,600,400,0.67,,,,,,,,,,,,
,,2011 - 2012,,,,500,300,0.6,,,,,,,,,,,,
,,2012 - 2013,,,,300,200,0.67,,,,,,,,,,,,
,,2013 - 2014,,,,400,300,0.75,,,,,,,,,,,,
,,2014 - 2015,,,,300,300,1,,,,,,,,,,,,
,,2015 - 2016,,,,900,580,0.64,,,,,,,,,,,,
,,2016 - 2017,,,,500,500,1,,,,,,,,,,,,
,,2017 - 2018,"1,000.00",800,0.8,300,200,0.67,,,,,,,,,,,,
,,2018 - 2019,500,300,0.6,300,200,0.67,,,,,,,,,,,,
,,2019 - 2020,500,400,0.8,400,400,1,,,,,,,,,,,,
,,2020 - 2021,,,,300,300,1,,,,,,,,,,,,
,,2022 - 2023,,,,800,500,0.63,,,,,,,,,,,,
,4. Faridkot,2000 - 2001,,,,"3,200.00","1,600.00",0.5,,,,,,,,,,,,
,,2001 - 2002,,,,"1,200.00",500,0.42,,,,,,,,,,,,
,,2002 - 2003,,,,800,500,0.63,,,,,,,,,,,,
,,2003 - 2004,,,,"1,000.00",700,0.7,,,,,,,,,,,,
,,2004 - 2005,,,,900,700,0.78,,,,,,,,,,,,
,,2005 - 2006,,,,700,400,0.57,,,,,,,,,,,,
,,2006 - 2007,,,,800,700,0.88,,,,,,,,,,,,
,,2007 - 2008,,,,800,600,0.75,,,,,,,,,,,,
,,2008 - 2009,,,,700,700,1,,,,,,,,,,,,
,,2009 - 2010,,,,500,500,1,,,,,,,,,,,,
,,2010 - 2011,,,,600,500,0.83,,,,,,,,,,,,
,,2011 - 2012,,,,500,500,1,,,,,,,,,,,,
,,2012 - 2013,,,,400,300,0.75,,,,,,,,,,,,
,,2013 - 2014,,,,200,200,1,,,,,,,,,,,,
,,2014 - 2015,,,,100,100,1,,,,,,,,,,,,
,,2015 - 2016,,,,200,140,0.7,,,,,,,,,,,,
