state,district,year,urad_kharif_yield_tonne_per_hectare
,,2019 - 2020,0.85
,,2020 - 2021,0.62
,,2021 - 2022,0.75
,,2022 - 2023,0.22
,Kanpur nagar,2000 - 2001,0.64
,,2001 - 2002,0.47
,,2002 - 2003,0.68
,,2003 - 2004,0.59
,,2007 - 2008,0.39
,,2008 - 2009,0.44
,,2009 - 2010,0.39
,,2010 - 2011,0.66
,,2011 - 2012,0.55
,,2012 - 2013,0.51
,,2013 - 2014,0.36
,,2014 - 2015,0.33
,,2015 - 2016,0.45
,,2016 - 2017,0.61
,,2017 - 2018,0.69
,,2018 - 2019,1.02
,,2019 - 2020,0.54
,,2020 - 2021,0.69
,,2021 - 2022,0.67
,,2022 - 2023,0.32
,Kasganj,2009 - 2010,0.38
,,2010 - 2011,0.68
,,2011 - 2012,0.67
,,2012 - 2013,0.66
,,2013 - 2014,0.45
,,2014 - 2015,0.54
,,2015 - 2016,0.29
,,2016 - 2017,0.54
,,2017 - 2018,0.5
,,2018 - 2019,0.55
,,2019 - 2020,0.41
,,2020 - 2021,0.56
,,2021 - 2022,0.5
,,2022 - 2023,0.5
,Kaushambi,2000 - 2001,0.46
,,2001 - 2002,0.44
,,2002 - 2003,0.48
,,2003 - 2004,0.45
,,2007 - 2008,0.53
,,2008 - 2009,0.52
,,2009 - 2010,0.46
,,2010 - 2011,0.63
,,2011 - 2012,0.63
,,2012 - 2013,0.7
,,2013 - 2014,0.62
,,2014 - 2015,0.47
,,2015 - 2016,0.43
,,2016 - 2017,0.45
,,2017 - 2018,0.75
,,2018 - 2019,0.42
,,2019 - 2020,0.78
,,2020 - 2021,0.55
,,2021 - 2022,0.57
,,2022 - 2023,0.39
,Kheri,2000 - 2001,0.38
,,2001 - 2002,0.39
,,2002 - 2003,0.41
,,2003 - 2004,0.3
,,2007 - 2008,0.52
,,2008 - 2009,0.34
,,2009 - 2010,0.46
,,2010 - 2011,0.67
,,2011 - 2012,0.65
,,2012 - 2013,0.65
,,2013 - 2014,0.61
,,2014 - 2015,0.71
,,2015 - 2016,0.8
,,2016 - 2017,0.71
,,2017 - 2018,0.53
,,2018 - 2019,1.07
,,2019 - 2020,0.84
,,2020 - 2021,0.7
,,2021 - 2022,0.82
,,2022 - 2023,0.61
,Kushi nagar,2000 - 2001,0.42
,,2001 - 2002,0.43
,,2002 - 2003,0.39
,,2003 - 2004,0.23
,,2007 - 2008,0.44
,,2008 - 2009,0.56
,,2009 - 2010,0.38
,,2010 - 2011,0.67
,,2011 - 2012,0.64
,,2012 - 2013,0.64
,,2013 - 2014,0.47
,,2014 - 2015,0.54
,,2015 - 2016,0.29
,,2016 - 2017,0.52
,,2017 - 2018,0.53
,,2018 - 2019,0.56
,,2019 - 2020,0.42
,,2020 - 2021,0.56
,,2021 - 2022,0.49
,,2022 - 2023,0.51
,Lalitpur,2000 - 2001,0.38
,,2001 - 2002,0.47
,,2002 - 2003,0.15
,,2003 - 2004,0.15
,,2007 - 2008,0.54
,,2008 - 2009,0.65
,,2009 - 2010,0.39
,,2010 - 2011,0.88
,,2011 - 2012,0.8
,,2012 - 2013,0.77
,,2013 - 2014,0.25
,,2014 - 2015,0.73
,,2015 - 2016,0.11
,,2016 - 2017,0.55
,,2017 - 2018,0.46
,,2018 - 2019,0.39
,,2019 - 2020,0.1
,,2020 - 2021,0.39
,,2021 - 2022,0.22
,,2022 - 2023,0.5
,Lucknow,2000 - 2001,0.19
,,2001 - 2002,0.23
,,2002 - 2003,0.44
,,2003 - 2004,0.26
,,2007 - 2008,0.47
,,2008 - 2009,0.4
,,2009 - 2010,0.45
,,2010 - 2011,0.53
,,2011 - 2012,0.36
,,2012 - 2013,0.31
,,2013 - 2014,0.28
,,2014 - 2015,0.51
,,2015 - 2016,0.43
,,2016 - 2017,0.55
,,2017 - 2018,0.49
,,2018 - 2019,0.47
,,2019 - 2020,0.57
,,2020 - 2021,0.88
,,2021 - 2022,0.58
,,2022 - 2023,0.49
,Maharajganj,2000 - 2001,0.41
,,2001 - 2002,0.38
,,2002 - 2003,0.42
,,2003 - 2004,0.23
,,2007 - 2008,0.44
,,2008 - 2009,0.5
,,2009 - 2010,0.33
,,2010 - 2011,0.69
,,2011 - 2012,0.68
,,2012 - 2013,0.67
,,2013 - 2014,0.44
,,2014 - 2015,0.56
,,2015 - 2016,0.31
,,2016 - 2017,0.6
,,2017 - 2018,0.57
,,2018 - 2019,0.67
,,2019 - 2020,0.41
,,2020 - 2021,0.57
,,2021 - 2022,1.0
,,2022 - 2023,1.0
,Mahoba,2000 - 2001,0.33
,,2001 - 2002,0.33
,,2002 - 2003,0.37
,,2003 - 2004,0.11
,,2007 - 2008,0.19
,,2008 - 2009,0.47
,,2009 - 2010,0.1
,,2010 - 2011,0.46
,,2011 - 2012,0.42
,,2012 - 2013,0.55
,,2013 - 2014,0.38
,,2014 - 2015,0.31
,,2015 - 2016,0.23
,,2016 - 2017,0.48
,,2017 - 2018,0.28
,,2018 - 2019,0.38
,,2019 - 2020,0.03
,,2020 - 2021,0.23
,,2021 - 2022,0.17
,,2022 - 2023,0.22
,Mainpuri,2000 - 2001,0.42
,,2001 - 2002,0.41
,,2002 - 2003,0.4
,,2003 - 2004,0.23
,,2007 - 2008,0.44
,,2008 - 2009,0.54
,,2009 - 2010,0.38
,,2010 - 2011,0.68
,,2011 - 2012,0.67
,,2012 - 2013,0.66
,,2013 - 2014,0.45
,,2014 - 2015,0.44
,,2015 - 2016,0.29
,,2016 - 2017,0.54
,,2017 - 2018,0.5
,,2018 - 2019,0.55
,,2019 - 2020,0.41
,,2020 - 2021,0.56
,,2021 - 2022,0.5
,,2022 - 2023,0.5
,Mathura,2000 - 2001,0.57
,,2001 - 2002,0.41
,,2002 - 2003,0.4
,,2003 - 2004,0.24
,,2007 - 2008,0.44
,,2008 - 2009,0.53
,,2009 - 2010,0.38
,,2010 - 2011,0.68
,,2011 - 2012,0.67
,,2012 - 2013,0.66
,,2013 - 2014,0.45
,,2014 - 2015,0.44
,,2015 - 2016,0.29
,,2016 - 2017,0.54
,,2017 - 2018,0.5
,,2018 - 2019,0.55
,,2019 - 2020,0.41
,,2020 - 2021,0.56
,,2021 - 2022,0.5
,,2022 - 2023,0.5
,Mau,2000 - 2001,0.42
,,2001 - 2002,0.43
,,2002 - 2003,0.44
,,2003 - 2004,0.26
,,2007 - 2008,0.45
,,2008 - 2009,0.5
,,2009 - 2010,0.38
,,2010 - 2011,0.6
,,2011 - 2012,0.7
,,2012 - 2013,0.67
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,0.33
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,0.56
,,2019 - 2020,
,,2021 - 2022,
,,2022 - 2023,0.5
,Meerut,2000 - 2001,0.42
,,2001 - 2002,0.41
,,2002 - 2003,0.4
,,2003 - 2004,0.24
,,2007 - 2008,0.44
,,2008 - 2009,0.54
,,2009 - 2010,0.38
,,2010 - 2011,0.67
,,2011 - 2012,0.67
,,2012 - 2013,0.66
,,2013 - 2014,0.45
,,2014 - 2015,0.54
,,2015 - 2016,0.29
,,2016 - 2017,0.59
,,2017 - 2018,0.89
,,2018 - 2019,0.9
,,2019 - 2020,1.34
,,2020 - 2021,1.44
,,2021 - 2022,1.23
,,2022 - 2023,1.53
,Mirzapur,2000 - 2001,0.51
,,2001 - 2002,0.39
,,2002 - 2003,0.35
,,2003 - 2004,0.63
,,2007 - 2008,0.47
,,2008 - 2009,0.52
,,2009 - 2010,0.46
,,2010 - 2011,0.58
,,2011 - 2012,0.53
,,2012 - 2013,0.85
,,2013 - 2014,0.89
,,2014 - 2015,0.7
,,2015 - 2016,0.47
,,2016 - 2017,0.55
,,2017 - 2018,0.68
,,2018 - 2019,0.77
,,2019 - 2020,1.0
,,2020 - 2021,0.54
,,2021 - 2022,0.73
,,2022 - 2023,0.41
,Moradabad,2000 - 2001,0.82
,,2001 - 2002,0.41
,,2002 - 2003,0.85
,,2003 - 2004,0.73
,,2007 - 2008,0.86
,,2008 - 2009,0.89
,,2009 - 2010,0.88
,,2010 - 2011,0.93
,,2011 - 2012,0.97
,,2012 - 2013,0.82
,,2013 - 2014,0.84
,,2014 - 2015,1.01
,,2015 - 2016,0.61
,,2016 - 2017,0.62
,,2017 - 2018,0.87
,,2018 - 2019,0.9
,,2019 - 2020,0.71
,,2020 - 2021,1.17
,,2021 - 2022,1.19
,,2022 - 2023,0.69
,Muzaffarnagar,2000 - 2001,0.42
,,2001 - 2002,0.41
,,2002 - 2003,0.4
,,2003 - 2004,0.24
,,2007 - 2008,0.44
,,2008 - 2009,0.54
,,2009 - 2010,0.38
,,2010 - 2011,0.67
,,2011 - 2012,0.67
,,2012 - 2013,0.66
,,2013 - 2014,0.45
,,2014 - 2015,0.85
,,2015 - 2016,0.29
,,2016 - 2017,0.54
,,2017 - 2018,0.5
,,2018 - 2019,0.56
,,2019 - 2020,0.41
,,2020 - 2021,0.56
,,2021 - 2022,0.5
,,2022 - 2023,0.5
,Pilibhit,2000 - 2001,0.7
,,2001 - 2002,0.5
,,2002 - 2003,0.58
,,2003 - 2004,0.55
,,2007 - 2008,0.81
,,2008 - 2009,0.62
,,2009 - 2010,0.74
,,2010 - 2011,0.65
,,2011 - 2012,1.0
,,2012 - 2013,
,,2013 - 2014,0.76
,,2014 - 2015,0.82
,,2015 - 2016,0.5
,,2016 - 2017,0.66
,,2017 - 2018,0.63
,,2018 - 2019,1.03
,,2019 - 2020,1.2
,,2020 - 2021,1.17
,,2021 - 2022,
,Pratapgarh,2000 - 2001,0.45
,,2001 - 2002,0.35
,,2002 - 2003,0.28
,,2003 - 2004,0.4
,,2007 - 2008,0.5
,,2008 - 2009,0.57
,,2009 - 2010,0.55
,,2010 - 2011,0.63
,,2011 - 2012,0.6
,,2012 - 2013,0.74
,,2013 - 2014,0.67
,,2014 - 2015,0.66
,,2015 - 2016,0.53
,,2016 - 2017,0.62
,,2017 - 2018,0.62
,,2018 - 2019,0.58
,,2019 - 2020,0.64
,,2020 - 2021,0.67
,,2021 - 2022,0.75
,,2022 - 2023,0.57
,Rae bareli,2000 - 2001,0.39
,,2001 - 2002,0.32
,,2002 - 2003,0.45
,,2003 - 2004,0.28
,,2007 - 2008,0.51
,,2008 - 2009,0.36
,,2009 - 2010,0.49
,,2010 - 2011,0.48
,,2011 - 2012,0.45
,,2012 - 2013,0.44
,,2013 - 2014,0.37
,,2014 - 2015,0.19
,,2015 - 2016,0.16
,,2016 - 2017,0.32
,,2017 - 2018,0.3
,,2018 - 2019,0.16
,,2019 - 2020,0.25
,,2020 - 2021,0.34
,,2021 - 2022,0.28
,,2022 - 2023,0.31
,Rampur,2000 - 2001,0.82
,,2001 - 2002,0.41
,,2002 - 2003,0.82
,,2003 - 2004,0.67
,,2007 - 2008,0.61
,,2008 - 2009,1.14
,,2009 - 2010,1.18
,,2010 - 2011,0.89
,,2011 - 2012,1.26
,,2012 - 2013,0.64
,,2013 - 2014,0.68
,,2014 - 2015,0.98
,,2015 - 2016,0.69
,,2016 - 2017,0.76
,,2017 - 2018,0.86
,,2018 - 2019,0.89
,,2019 - 2020,0.84
,,2020 - 2021,0.97
,,2021 - 2022,0.94
,,2022 - 2023,0.64
,Saharanpur,2000 - 2001,0.42
,,2001 - 2002,0.41
,,2002 - 2003,0.4
,,2003 - 2004,0.24
,,2007 - 2008,0.44
,,2008 - 2009,0.54
,,2009 - 2010,0.38
,,2010 - 2011,0.68
,,2011 - 2012,0.67
,,2012 - 2013,0.66
,,2013 - 2014,0.45
,,2014 - 2015,0.85
,,2015 - 2016,0.29
,,2016 - 2017,0.54
,,2017 - 2018,0.5
,,2018 - 2019,0.55
,,2019 - 2020,0.41
,,2020 - 2021,0.56
,,2021 - 2022,0.5
,,2022 - 2023,0.5
,Sambhal,2012 - 2013,0.9
,,2013 - 2014,0.83
,,2014 - 2015,0.84
,,2015 - 2016,0.73
,,2016 - 2017,0.96
,,2017 - 2018,0.86
,,2018 - 2019,0.9
,,2019 - 2020,0.84
,,2020 - 2021,1.23
,,2021 - 2022,1.06
,,2022 - 2023,0.75
,Sant kabeer nagar,2000 - 2001,0.42
,,2001 - 2002,0.38
,,2002 - 2003,0.41
,,2003 - 2004,0.22
,,2007 - 2008,0.42
,,2008 - 2009,0.52
,,2009 - 2010,0.38
,,2010 - 2011,0.6
,,2011 - 2012,0.7
,,2012 - 2013,0.67
,,2013 - 2014,0.46
,,2014 - 2015,0.67
,,2015 - 2016,0.32
,,2016 - 2017,0.5
,,2017 - 2018,0.5
,,2018 - 2019,0.58
,,2019 - 2020,0.4
,,2020 - 2021,0.57
,,2021 - 2022,0.43
,,2022 - 2023,0.51
,Sant ravidas nagar,2000 - 2001,0.51
,,2001 - 2002,0.39
,,2002 - 2003,0.35
,,2003 - 2004,0.63
,,2007 - 2008,0.47
,,2008 - 2009,0.52
,,2009 - 2010,0.46
,,2010 - 2011,0.58
,,2011 - 2012,0.52
,,2012 - 2013,0.85
,,2013 - 2014,0.89
,,2014 - 2015,0.7
,,2015 - 2016,0.47
,,2016 - 2017,0.55
,,2017 - 2018,0.68
,,2018 - 2019,0.63
,,2019 - 2020,0.73
,,2020 - 2021,0.54
,,2021 - 2022,0.73
,,2022 - 2023,0.41
,Shahjahanpur,2000 - 2001,0.34
,,2001 - 2002,0.42
,,2002 - 2003,0.42
,,2003 - 2004,0.27
,,2007 - 2008,0.73
,,2008 - 2009,0.38
,,2009 - 2010,0.39
,,2010 - 2011,0.11
,,2011 - 2012,0.66
,,2012 - 2013,0.54
,,2013 - 2014,0.57
,,2014 - 2015,0.58
,,2015 - 2016,0.65
,,2016 - 2017,0.97
,,2017 - 2018,0.68
,,2018 - 2019,0.69
,,2019 - 2020,0.67
,,2020 - 2021,0.88
,,2021 - 2022,0.65
,,2022 - 2023,0.8
,Shamli,2012 - 2013,0.66
,,2013 - 2014,0.45
,,2014 - 2015,0.85
,,2015 - 2016,0.29
,,2016 - 2017,0.54
,,2017 - 2018,0.5
,,2018 - 2019,0.56
,,2019 - 2020,0.41
,,2020 - 2021,0.56
,,2021 - 2022,0.5
,,2022 - 2023,0.5
,Shravasti,2000 - 2001,0.24
,,2001 - 2002,0.36
,,2002 - 2003,0.21
,,2003 - 2004,0.29
,,2007 - 2008,0.44
,,2008 - 2009,0.54
,,2009 - 2010,0.38
,,2010 - 2011,0.67
,,2011 - 2012,0.67
,,2012 - 2013,0.66
,,2013 - 2014,0.45
,,2014 - 2015,0.54
,,2015 - 2016,0.29
,,2016 - 2017,0.54
,,2017 - 2018,0.5
,,2018 - 2019,0.56
,,2019 - 2020,0.41
,,2020 - 2021,0.56
,,2021 - 2022,0.5
,,2022 - 2023,0.5
,Siddharth nagar,2000 - 2001,0.42
,,2001 - 2002,0.41
,,2002 - 2003,0.4
,,2003 - 2004,0.24
,,2007 - 2008,0.44
,,2008 - 2009,0.54
,,2009 - 2010,0.38
,,2010 - 2011,0.68
,,2011 - 2012,0.67
,,2012 - 2013,0.67
,,2013 - 2014,0.45
,,2014 - 2015,0.54
,,2015 - 2016,0.29
,,2016 - 2017,0.54
,,2017 - 2018,0.5
,,2018 - 2019,0.56
,,2019 - 2020,0.41
,,2020 - 2021,0.56
,,2021 - 2022,0.5
,,2022 - 2023,0.5
,Sitapur,2000 - 2001,0.27
,,2001 - 2002,0.21
,,2002 - 2003,0.33
,,2003 - 2004,0.18
,,2007 - 2008,0.37
,,2008 - 2009,0.36
,,2009 - 2010,0.48
,,2010 - 2011,0.68
,,2011 - 2012,0.63
,,2012 - 2013,0.6
,,2013 - 2014,0.52
,,2014 - 2015,0.62
,,2015 - 2016,0.41
,,2016 - 2017,0.46
,,2017 - 2018,0.66
,,2018 - 2019,0.52
,,2019 - 2020,0.5
,,2020 - 2021,0.53
,,2021 - 2022,0.68
,,2022 - 2023,0.61
,Sonbhadra,2000 - 2001,0.61
,,2001 - 2002,0.39
,,2002 - 2003,0.35
,,2003 - 2004,0.63
,,2007 - 2008,0.47
,,2008 - 2009,0.52
,,2009 - 2010,0.46
,,2010 - 2011,0.58
,,2011 - 2012,0.52
,,2012 - 2013,0.85
,,2013 - 2014,0.89
,,2014 - 2015,0.7
,,2015 - 2016,0.47
,,2016 - 2017,0.55
,,2017 - 2018,0.68
,,2018 - 2019,0.6
,,2019 - 2020,0.63
,,2020 - 2021,0.54
,,2021 - 2022,0.73
,,2022 - 2023,0.41
,Sultanpur,2000 - 2001,0.44
,,2001 - 2002,0.41
,,2002 - 2003,0.59
,,2003 - 2004,0.68
,,2007 - 2008,0.67
,,2008 - 2009,0.54
,,2009 - 2010,0.57
,,2010 - 2011,0.54
,,2011 - 2012,0.53
,,2012 - 2013,0.74
,,2013 - 2014,0.37
,,2014 - 2015,0.52
,,2015 - 2016,0.16
,,2016 - 2017,0.44
,,2017 - 2018,0.41
,,2018 - 2019,0.39
,,2019 - 2020,0.44
,,2020 - 2021,0.47
,,2021 - 2022,0.46
,,2022 - 2023,0.32
,Unnao,2000 - 2001,0.26
,,2001 - 2002,0.35
,,2002 - 2003,0.43
,,2003 - 2004,0.33
,,2007 - 2008,0.54
,,2008 - 2009,0.54
,,2009 - 2010,0.54
,,2010 - 2011,0.49
,,2011 - 2012,0.5
,,2012 - 2013,0.51
,,2013 - 2014,0.55
,,2014 - 2015,0.34
,,2015 - 2016,0.42
,,2016 - 2017,0.56
,,2017 - 2018,0.65
,,2018 - 2019,0.68
,,2019 - 2020,0.68
,,2020 - 2021,0.61
,,2021 - 2022,0.59
,,2022 - 2023,0.52
,Varanasi,2000 - 2001,0.7
,,2001 - 2002,0.66
,,2002 - 2003,0.39
,,2003 - 2004,0.42
,,2007 - 2008,0.86
,,2008 - 2009,0.46
,,2009 - 2010,0.38
,,2010 - 2011,0.68
,,2011 - 2012,0.67
,,2012 - 2013,0.36
,,2013 - 2014,0.45
,,2014 - 2015,0.66
,,2015 - 2016,0.77
,,2016 - 2017,1.14
,,2017 - 2018,0.54
,,2018 - 2019,0.86
,,2019 - 2020,0.48
,,2020 - 2021,1.34
,,2021 - 2022,1.3
,,2022 - 2023,0.58
Uttarakhand,Almora,2000 - 2001,0.42
,,2001 - 2002,0.57
,,2002 - 2003,0.37
,,2003 - 2004,0.38
,,2004 - 2005,0.4
,,2005 - 2006,0.47
,,2006 - 2007,0.72
,,2007 - 2008,0.75
,,2008 - 2009,0.78
,,2009 - 2010,0.78
,,2010 - 2011,0.78
,,2011 - 2012,0.78
,,2012 - 2013,0.77
,,2013 - 2014,0.7
,,2014 - 2015,0.7
,,2015 - 2016,1.03
,,2016 - 2017,1.17
,,2017 - 2018,1.16
,,2018 - 2019,1.17
,,2019 - 2020,1.04
,,2020 - 2021,1.0
,,2021 - 2022,1.42
,,2022 - 2023,1.08
,Bageshwar,2000 - 2001,0.5
,,2001 - 2002,0.56
,,2002 - 2003,0.45
,,2003 - 2004,0.4
,,2004 - 2005,0.41
,,2005 - 2006,0.5
,,2006 - 2007,0.71
,,2007 - 2008,0.79
,,2008 - 2009,0.49
,,2009 - 2010,0.49
,,2010 - 2011,0.56
,,2011 - 2012,0.57
,,2012 - 2013,0.56
,,2013 - 2014,0.57
,,2014 - 2015,0.56
,,2015 - 2016,0.39
,,2016 - 2017,0.76
,,2017 - 2018,0.4
,,2018 - 2019,1.11
,,2019 - 2020,1.03
,,2020 - 2021,1.0
,,2021 - 2022,1.42
,,2022 - 2023,1.08
,Chamoli,2000 - 2001,0.5
,,2001 - 2002,0.81
,,2002 - 2003,0.47
,,2003 - 2004,0.33
,,2004 - 2005,0.34
,,2005 - 2006,0.67
,,2006 - 2007,0.72
,,2007 - 2008,0.84
,,2008 - 2009,0.79
,,2009 - 2010,0.79
,,2010 - 2011,0.87
,,2011 - 2012,0.66
,,2012 - 2013,0.85
,,2013 - 2014,0.98
,,2014 - 2015,1.14
,,2015 - 2016,1.06
,,2016 - 2017,1.07
,,2017 - 2018,1.36
,,2018 - 2019,0.8
,,2019 - 2020,0.95
,,2020 - 2021,1.0
,,2021 - 2022,0.77
,,2022 - 2023,1.3
,Champawat,2000 - 2001,0.47
,,2001 - 2002,0.62
,,2002 - 2003,0.38
,,2003 - 2004,0.37
,,2004 - 2005,0.44
,,2005 - 2006,0.51
,,2006 - 2007,0.55
,,2007 - 2008,0.6
,,2008 - 2009,0.6
,,2009 - 2010,0.6
,,2010 - 2011,0.58
,,2011 - 2012,0.59
,,2012 - 2013,0.57
,,2013 - 2014,0.52
,,2014 - 2015,0.85
,,2015 - 2016,1.12
,,2016 - 2017,1.1
,,2017 - 2018,1.11
,,2018 - 2019,0.9
,,2019 - 2020,1.04
,,2020 - 2021,1.0
,,2021 - 2022,1.42
,,2022 - 2023,1.13
,Dehradun,2000 - 2001,0.47
,,2001 - 2002,0.5
,,2002 - 2003,0.41
,,2003 - 2004,0.39
,,2004 - 2005,0.43
,,2005 - 2006,0.6
,,2006 - 2007,0.7
,,2007 - 2008,0.86
,,2008 - 2009,0.67
,,2009 - 2010,0.67
,,2010 - 2011,0.65
,,2011 - 2012,0.67
,,2012 - 2013,0.66
,,2013 - 2014,0.65
,,2014 - 2015,1.01
,,2015 - 2016,0.95
,,2016 - 2017,0.79
,,2017 - 2018,1.07
,,2018 - 2019,0.93
,,2019 - 2020,0.9
,,2020 - 2021,1.0
,,2021 - 2022,0.92
,,2022 - 2023,0.81
,Haridwar,2000 - 2001,0.51
,,2001 - 2002,0.45
,,2002 - 2003,0.47
,,2003 - 2004,0.47
,,2004 - 2005,0.54
,,2005 - 2006,0.58
,,2006 - 2007,0.38
,,2007 - 2008,0.44
,,2008 - 2009,0.46
,,2009 - 2010,0.45
,,2010 - 2011,0.43
,,2011 - 2012,0.6
,,2012 - 2013,0.59
,,2013 - 2014,0.6
,,2014 - 2015,0.59
,,2015 - 2016,0.95
,,2016 - 2017,0.78
,,2017 - 2018,1.07
,,2018 - 2019,1.07
,,2019 - 2020,0.91
,,2020 - 2021,1.0
,,2021 - 2022,0.92
,,2022 - 2023,0.81
,Nainital,2000 - 2001,0.46
,,2001 - 2002,0.44
,,2002 - 2003,0.39
,,2003 - 2004,0.41
,,2004 - 2005,0.53
,,2005 - 2006,0.58
,,2006 - 2007,0.71
,,2007 - 2008,0.73
,,2008 - 2009,0.79
,,2009 - 2010,0.79
,,2010 - 2011,0.76
,,2011 - 2012,0.76
,,2012 - 2013,0.76
,,2013 - 2014,0.76
,,2014 - 2015,0.7
,,2015 - 2016,0.51
,,2016 - 2017,0.72
,,2017 - 2018,0.73
,,2018 - 2019,1.11
,,2019 - 2020,1.16
,,2020 - 2021,1.0
,,2021 - 2022,1.53
,,2022 - 2023,1.13
,Pauri garhwal,2000 - 2001,0.42
,,2001 - 2002,0.68
,,2002 - 2003,0.35
,,2003 - 2004,0.37
,,2004 - 2005,0.47
,,2005 - 2006,0.52
,,2006 - 2007,0.67
,,2007 - 2008,0.81
,,2008 - 2009,0.61
,,2009 - 2010,0.61
,,2010 - 2011,0.82
,,2011 - 2012,0.89
,,2012 - 2013,0.82
,,2013 - 2014,0.72
,,2014 - 2015,0.62
,,2015 - 2016,0.3
,,2016 - 2017,0.8
,,2017 - 2018,0.5
,,2018 - 2019,0.59
,,2019 - 2020,0.75
,,2020 - 2021,1.0
,,2021 - 2022,0.87
,,2022 - 2023,0.68
,Pithoragarh,2000 - 2001,0.5
,,2001 - 2002,0.74
,,2002 - 2003,0.41
,,2003 - 2004,0.39
,,2004 - 2005,0.43
,,2005 - 2006,0.57
,,2006 - 2007,0.59
,,2007 - 2008,0.47
,,2008 - 2009,0.81
,,2009 - 2010,0.81
,,2010 - 2011,0.79
,,2011 - 2012,0.79
,,2012 - 2013,0.79
,,2013 - 2014,0.78
,,2014 - 2015,0.78
,,2015 - 2016,0.85
,,2016 - 2017,0.72
,,2017 - 2018,0.92
,,2018 - 2019,0.88
,,2019 - 2020,1.16
,,2020 - 2021,1.0
,,2021 - 2022,1.53
,,2022 - 2023,1.08
,Rudra prayag,2000 - 2001,0.42
,,2001 - 2002,0.6
,,2002 - 2003,0.33
,,2003 - 2004,0.23
,,2004 - 2005,0.31
,,2005 - 2006,0.46
,,2006 - 2007,0.54
,,2007 - 2008,0.43
,,2008 - 2009,0.52
,,2009 - 2010,0.52
,,2010 - 2011,0.39
,,2011 - 2012,0.41
,,2012 - 2013,0.54
,,2013 - 2014,0.84
,,2014 - 2015,0.62
,,2015 - 2016,0.71
,,2016 - 2017,1.16
,,2017 - 2018,1.34
,,2018 - 2019,0.97
,,2019 - 2020,1.01
,,2020 - 2021,1.0
,,2021 - 2022,0.77
,,2022 - 2023,0.97
,Tehri garhwal,2000 - 2001,0.42
,,2001 - 2002,0.59
,,2002 - 2003,0.34
,,2003 - 2004,0.34
,,2004 - 2005,0.42
,,2005 - 2006,0.53
,,2006 - 2007,0.52
,,2007 - 2008,0.97
,,2008 - 2009,0.97
,,2009 - 2010,0.97
,,2010 - 2011,0.92
,,2011 - 2012,0.87
,,2012 - 2013,0.64
,,2013 - 2014,0.87
,,2014 - 2015,0.88
,,2015 - 2016,0.71
,,2016 - 2017,0.72
,,2017 - 2018,0.58
,,2018 - 2019,0.77
,,2019 - 2020,0.94
,,2020 - 2021,1.0
,,2021 - 2022,0.98
,,2022 - 2023,1.05
,Udam singh nagar,2000 - 2001,0.52
,,2001 - 2002,0.44
,,2002 - 2003,0.48
,,2003 - 2004,0.46
,,2004 - 2005,0.57
,,2005 - 2006,0.55
,,2006 - 2007,0.7
,,2007 - 2008,0.46
,,2008 - 2009,0.46
,,2009 - 2010,0.46
,,2010 - 2011,0.58
,,2011 - 2012,0.42
,,2012 - 2013,0.88
,,2013 - 2014,1.14
,,2014 - 2015,0.49
,,2015 - 2016,1.5
,,2016 - 2017,0.72
,,2017 - 2018,0.79
,,2018 - 2019,1.11
,,2019 - 2020,1.16
,,2020 - 2021,1.0
,,2021 - 2022,1.42
,,2022 - 2023,1.13
,Uttar kashi,2000 - 2001,0.45
,,2001 - 2002,0.7
,,2002 - 2003,0.36
,,2003 - 2004,0.27
,,2004 - 2005,0.37
,,2005 - 2006,0.62
,,2006 - 2007,0.74
,,2007 - 2008,0.78
,,2008 - 2009,0.66
,,2009 - 2010,0.66
,,2010 - 2011,0.94
,,2011 - 2012,1.04
,,2012 - 2013,1.34
,,2013 - 2014,1.18
,,2014 - 2015,0.81
,,2015 - 2016,0.74
,,2016 - 2017,0.7
,,2017 - 2018,0.92
,,2018 - 2019,0.95
,,2019 - 2020,0.64
,,2020 - 2021,1.0
,,2021 - 2022,1.19
,,2022 - 2023,0.86
West Bengal,paraganas north,2000 - 2001,0.61
,,2001 - 2002,0.54
,,2002 - 2003,0.72
,,2003 - 2004,0.72
,,2004 - 2005,0.9
,,2005 - 2006,0.84
,,2006 - 2007,0.75
,,2007 - 2008,0.97
,,2008 - 2009,0.88
,,2009 - 2010,0.71
,,2010 - 2011,0.85
,,2011 - 2012,1.08
,,2012 - 2013,0.68
,,2013 - 2014,0.8
,,2014 - 2015,0.78
,,2015 - 2016,0.82
,,2016 - 2017,0.74
,,2017 - 2018,0.65
,,2018 - 2019,0.65
,,2019 - 2020,0.58
,,2020 - 2021,0.67
,,2021 - 2022,0.55
,,2022 - 2023,0.7
,paraganas south,2000 - 2001,0.6
,,2001 - 2002,0.54
,,2002 - 2003,0.72
,,2003 - 2004,0.72
,,2004 - 2005,0.89
,,2005 - 2006,0.84
,,2006 - 2007,0.75
,,2007 - 2008,0.97
,,2008 - 2009,0.88
,,2009 - 2010,0.71
,,2010 - 2011,0.74
,,2011 - 2012,0.66
,,2012 - 2013,0.67
,,2013 - 2014,0.8
,,2014 - 2015,0.78
,,2015 - 2016,0.82
,,2016 - 2017,0.74
,,2017 - 2018,0.65
