state,district,year,groundnut_rabi_area_hectare,groundnut_rabi_production_tonne,groundnut_rabi_yield_tonne_per_hectare,groundnut_kharif_area_hectare,groundnut_kharif_production_tonne,groundnut_kharif_yield_tonne_per_hectare,groundnut_summer_area_hectare,groundnut_summer_production_tonne,groundnut_summer_yield_tonne_per_hectare,groundnut_whole_year_area_hectare,groundnut_whole_year_production_tonne,groundnut_whole_year_yield_tonne_per_hectare,groundnut_autumn_area_hectare,groundnut_autumn_production_tonne,groundnut_autumn_yield_tonne_per_hectare,groundnut_winter_area_hectare,groundnut_winter_production_tonne,groundnut_winter_yield_tonne_per_hectare
,,2017 - 2018,,,,,,,27.0,40.0,1.48,,,,,,,,,
,,2018 - 2019,,,,,,,60.0,180.0,3.0,,,,,,,,,
,,2019 - 2020,,,,,,,59.0,143.0,2.42,,,,,,,,,
,,2020 - 2021,,,,11.0,10.3,0.94,59.0,88.0,1.49,,,,,,,,,
,,2021 - 2022,,,,11.0,9.6,0.87,59.0,96.29,1.63,,,,,,,,,
,,2022 - 2023,,,,11.0,10.1,0.92,32.0,75.0,2.34,,,,,,,,,
,Sangli,2000 - 2001,,,,,,1.06,,,1.83,,,,,,,,,
,,2001 - 2002,,,,,,0.82,,,1.8,,,,,,,,,
,,2002 - 2003,,,,,,0.68,900.0,,2.11,,,,,,,,,
,,2003 - 2004,,,,,,0.69,200.0,500.0,2.5,,,,,,,,,
,,2004 - 2005,,,,,,0.74,800.0,,1.88,,,,,,,,,
,,2005 - 2006,,,,,,0.64,800.0,,2.0,,,,,,,,,
,,2006 - 2007,,,,,,0.55,500.0,,2.0,,,,,,,,,
,,2007 - 2008,,,,,,0.98,900.0,,2.11,,,,,,,,,
,,2008 - 2009,,,,,,0.68,600.0,,1.67,,,,,,,,,
,,2009 - 2010,,,,,,1.06,700.0,,1.71,,,,,,,,,
,,2010 - 2011,,,,,,1.28,900.0,,1.56,,,,,,,,,
,,2011 - 2012,,,,,,0.89,,,1.25,,,,,,,,,
,,2012 - 2013,,,,,,0.75,,,1.23,,,,,,,,,
,,2013 - 2014,,,,,,1.12,,,1.13,,,,,,,,,
,,2014 - 2015,,,,,,1.02,,,1.33,,,,,,,,,
,,2015 - 2016,,,,,,0.73,,,1.08,,,,,,,,,
,,2016 - 2017,,,,,,1.28,500.0,600.0,1.2,,,,,,,,,
,,2017 - 2018,,,,,,1.2,546.0,800.0,1.47,,,,,,,,,
,,2018 - 2019,,,,,,1.05,170.0,280.0,1.65,,,,,,,,,
,,2019 - 2020,,,,,,0.81,636.0,969.0,1.52,,,,,,,,,
,,2020 - 2021,,,,,,1.42,843.62,,1.48,,,,,,,,,
,,2021 - 2022,,,,,,1.13,836.05,,1.3,,,,,,,,,
,,2022 - 2023,,,,,,1.22,585.0,677.0,1.16,,,,,,,,,
,Satara,2000 - 2001,,,,,,1.24,,,1.98,,,,,,,,,
,,2001 - 2002,,,,,,1.4,,,2.63,,,,,,,,,
,,2002 - 2003,,,,,,1.17,,,3.34,,,,,,,,,
,,2003 - 2004,,,,,,1.46,,,2.33,,,,,,,,,
,,2004 - 2005,,,,,,1.39,,,2.43,,,,,,,,,
,,2005 - 2006,,,,,,0.8,,,2.43,,,,,,,,,
,,2006 - 2007,,,,,,0.73,,,2.41,,,,,,,,,
,,2007 - 2008,,,,,,1.38,,,2.59,,,,,,,,,
,,2008 - 2009,,,,,,1.46,,,1.94,,,,,,,,,
,,2009 - 2010,,,,,,1.28,,,2.23,,,,,,,,,
,,2010 - 2011,,,,,,1.63,,,1.72,,,,,,,,,
,,2011 - 2012,,,,,,1.41,,,2.09,,,,,,,,,
,,2012 - 2013,,,,,,1.24,,,2.22,,,,,,,,,
,,2013 - 2014,,,,,,1.58,,,2.12,,,,,,,,,
,,2014 - 2015,,,,,,1.46,,,2.63,,,,,,,,,
,,2015 - 2016,,,,,,1.29,,,2.49,,,,,,,,,
,,2016 - 2017,,,,,,1.33,,,2.2,,,,,,,,,
,,2017 - 2018,,,,,,1.41,,,1.9,,,,,,,,,
,,2018 - 2019,,,,,,1.08,,,1.92,,,,,,,,,
,,2019 - 2020,,,,,,0.91,,,2.02,,,,,,,,,
,,2020 - 2021,,,,,,1.77,,,2.11,,,,,,,,,
,,2021 - 2022,,,,,,1.67,,,1.82,,,,,,,,,
,,2022 - 2023,,,,,,1.5,,,1.71,,,,,,,,,
,Sindhudurg,2000 - 2001,,,,,500.0,0.36,,,2.24,,,,,,,,,
,,2001 - 2002,,,,,,0.67,,,2.24,,,,,,,,,
,,2002 - 2003,,,,,,0.79,,,2.62,,,,,,,,,
,,2003 - 2004,,,,,,0.87,,,2.15,,,,,,,,,
,,2004 - 2005,,,,,,0.79,,,2.24,,,,,,,,,
,,2005 - 2006,,,,,,0.75,,,2.24,,,,,,,,,
,,2006 - 2007,,,,,,0.68,,,2.12,,,,,,,,,
,,2007 - 2008,,,,,,0.9,,,2.71,,,,,,,,,
,,2008 - 2009,,,,,,0.67,,,1.89,,,,,,,,,
,,2009 - 2010,,,,,,1.0,,,1.76,,,,,,,,,
,,2010 - 2011,,,,,,1.0,,,1.91,,,,,,,,,
,,2011 - 2012,,,,,,0.95,,,2.03,,,,,,,,,
,,2012 - 2013,,,,,,1.2,,,1.95,,,,,,,,,
,,2013 - 2014,,,,,,1.55,,,2.14,,,,,,,,,
,,2014 - 2015,,,,,,0.83,,,1.9,,,,,,,,,
,,2015 - 2016,,,,800.0,500.0,0.63,,,1.86,,,,,,,,,
,,2016 - 2017,,,,600.0,800.0,1.33,800.0,,1.63,,,,,,,,,
,,2017 - 2018,,,,542.0,700.0,1.29,805.0,,2.36,,,,,,,,,
,,2018 - 2019,,,,577.0,402.0,0.7,860.0,,3.83,,,,,,,,,
,,2019 - 2020,,,,489.0,485.0,0.99,853.0,,2.25,,,,,,,,,
,,2020 - 2021,,,,541.45,507.18,0.94,843.0,,2.55,,,,,,,,,
,,2021 - 2022,,,,541.45,472.58,0.87,863.0,,2.37,,,,,,,,,
,,2022 - 2023,,,,541.44,496.99,0.92,,,2.29,,,,,,,,,
,Solapur,2000 - 2001,,,,,,0.65,,,1.1,,,,,,,,,
,,2001 - 2002,,,,,600.0,0.27,,,1.47,,,,,,,,,
,,2002 - 2003,,,,,,0.47,,,0.96,,,,,,,,,
,,2003 - 2004,,,,,600.0,0.33,300.0,300.0,1.0,,,,,,,,,
,,2004 - 2005,,,,,,0.64,,,1.22,,,,,,,,,
,,2005 - 2006,,,,,,0.72,,,1.25,,,,,,,,,
,,2006 - 2007,,,,,,0.54,,,1.35,,,,,,,,,
,,2007 - 2008,,,,,,0.68,,,1.48,,,,,,,,,
,,2008 - 2009,,,,,,1.0,,,1.46,,,,,,,,,
,,2009 - 2010,,,,,,0.44,,,1.54,,,,,,,,,
,,2010 - 2011,,,,,,0.53,,,1.51,,,,,,,,,
,,2011 - 2012,,,,,,0.74,,,1.14,,,,,,,,,
,,2012 - 2013,,,,,600.0,0.4,,,1.44,,,,,,,,,
,,2013 - 2014,,,,,,0.8,,,1.34,,,,,,,,,
,,2014 - 2015,,,,,,0.56,,,1.48,,,,,,,,,
,,2015 - 2016,,,,,500.0,0.45,,,1.0,,,,,,,,,
,,2016 - 2017,,,,,750.0,0.44,,,1.44,,,,,,,,,
,,2017 - 2018,,,,,,0.62,,,1.39,,,,,,,,,
,,2018 - 2019,,,,,,0.44,660.0,750.0,1.14,,,,,,,,,
,,2019 - 2020,,,,,,0.45,,,1.48,,,,,,,,,
,,2020 - 2021,,,,,,0.86,,,1.51,,,,,,,,,
,,2021 - 2022,,,,,,0.64,,,1.31,,,,,,,,,
,,2022 - 2023,,,,,,0.39,,,1.38,,,,,,,,,
,Thane,2000 - 2001,,,,200.0,100.0,0.5,200.0,400.0,2.0,,,,,,,,,
,,2001 - 2002,,,,200.0,100.0,0.5,200.0,400.0,2.0,,,,,,,,,
,,2002 - 2003,,,,200.0,200.0,1.0,200.0,700.0,3.5,,,,,,,,,
,,2003 - 2004,,,,200.0,200.0,1.0,200.0,300.0,1.5,,,,,,,,,
,,2004 - 2005,,,,200.0,200.0,1.0,200.0,300.0,1.5,,,,,,,,,
,,2005 - 2006,,,,300.0,200.0,0.67,200.0,400.0,2.0,,,,,,,,,
,,2006 - 2007,,,,300.0,200.0,0.67,200.0,400.0,2.0,,,,,,,,,
,,2007 - 2008,,,,300.0,300.0,1.0,200.0,300.0,1.5,,,,,,,,,
,,2008 - 2009,,,,300.0,200.0,0.67,200.0,600.0,3.0,,,,,,,,,
,,2009 - 2010,,,,200.0,200.0,1.0,200.0,500.0,2.5,,,,,,,,,
,,2010 - 2011,,,,300.0,300.0,1.0,100.0,200.0,2.0,,,,,,,,,
,,2012 - 2013,,,,,,,100.0,200.0,2.0,,,,,,,,,
,,2015 - 2016,,,,,,,40.0,100.0,2.5,,,,,,,,,
,,2017 - 2018,,,,,,,2.0,3.0,1.5,,,,,,,,,
,,2019 - 2020,,,,,,,7.0,13.0,1.86,,,,,,,,,
,,2020 - 2021,,,,19.96,18.7,0.94,10.0,27.04,2.7,,,,,,,,,
,,2021 - 2022,,,,,,,21.0,82.7,3.94,,,,,,,,,
,,2022 - 2023,,,,,,,21.0,49.0,2.33,,,,,,,,,
,Wardha,2000 - 2001,,,,,,0.72,400.0,,3.0,,,,,,,,,
,,2001 - 2002,,,,,,0.71,400.0,400.0,1.0,,,,,,,,,
,,2002 - 2003,,,,,,0.67,400.0,800.0,2.0,,,,,,,,,
,,2003 - 2004,,,,,,0.8,600.0,700.0,1.17,,,,,,,,,
,,2004 - 2005,,,,,900.0,0.6,,,1.27,,,,,,,,,
,,2005 - 2006,,,,,,0.86,,,1.16,,,,,,,,,
,,2006 - 2007,,,,,,1.06,,,1.29,,,,,,,,,
,,2007 - 2008,,,,,800.0,0.73,,,1.48,,,,,,,,,
,,2008 - 2009,,,,600.0,400.0,0.67,700.0,700.0,1.0,,,,,,,,,
,,2009 - 2010,,,,200.0,100.0,0.5,900.0,,1.22,,,,,,,,,
,,2010 - 2011,,,,200.0,100.0,0.5,,,1.81,,,,,,,,,
,,2011 - 2012,,,,200.0,200.0,1.0,,,1.42,,,,,,,,,
,,2012 - 2013,,,,200.0,100.0,0.5,,,1.46,,,,,,,,,
,,2013 - 2014,,,,200.0,70.0,0.35,,,1.53,,,,,,,,,
,,2014 - 2015,,,,200.0,100.0,0.5,,,1.73,,,,,,,,,
,,2015 - 2016,,,,200.0,100.0,0.5,,,1.83,,,,,,,,,
,,2016 - 2017,,,,300.0,300.0,1.0,,,1.82,,,,,,,,,
,,2017 - 2018,,,,300.0,400.0,1.33,,,1.17,,,,,,,,,
,,2018 - 2019,,,,311.0,268.0,0.86,680.0,,1.53,,,,,,,,,
,,2019 - 2020,,,,305.0,172.0,0.56,,,2.5,,,,,,,,,
,,2020 - 2021,,,,316.91,324.33,1.02,,,1.61,,,,,,,,,
,,2021 - 2022,,,,395.27,515.6,1.3,,,2.06,,,,,,,,,
,,2022 - 2023,,,,444.97,226.8,0.51,,,1.81,,,,,,,,,
,Washim,2000 - 2001,,,,400.0,200.0,0.5,500.0,300.0,0.6,,,,,,,,,
,,2001 - 2002,,,,200.0,200.0,1.0,100.0,100.0,1.0,,,,,,,,,
,,2002 - 2003,,,,100.0,100.0,1.0,100.0,200.0,2.0,,,,,,,,,
,,2003 - 2004,,,,100.0,100.0,1.0,100.0,100.0,1.0,,,,,,,,,
,,2004 - 2005,,,,,,,100.0,100.0,1.0,,,,,,,,,
,,2005 - 2006,,,,,,,400.0,600.0,1.5,,,,,,,,,
,,2006 - 2007,,,,,,,700.0,900.0,1.29,,,,,,,,,
,,2007 - 2008,,,,,,,800.0,,1.63,,,,,,,,,
,,2008 - 2009,,,,,,,100.0,100.0,1.0,,,,,,,,,
,,2009 - 2010,,,,,,,100.0,200.0,2.0,,,,,,,,,
,,2010 - 2011,,,,,,,200.0,200.0,1.0,,,,,,,,,
,,2011 - 2012,,,,,,,300.0,600.0,2.0,,,,,,,,,
,,2012 - 2013,,,,,,,900.0,,1.11,,,,,,,,,
,,2013 - 2014,,,,,,,900.0,,1.33,,,,,,,,,
,,2014 - 2015,,,,,,,800.0,900.0,1.13,,,,,,,,,
,,2015 - 2016,,,,,,,800.0,800.0,1.0,,,,,,,,,
,,2016 - 2017,,,,,,,,,0.86,,,,,,,,,
,,2017 - 2018,,,,,,,409.0,700.0,1.71,,,,,,,,,
,,2018 - 2019,,,,,,,,,0.87,,,,,,,,,
,,2019 - 2020,,,,14.0,9.0,0.64,,,1.39,,,,,,,,,
,,2020 - 2021,,,,7.78,7.08,0.91,,,3.18,,,,,,,,,
,,2021 - 2022,,,,4.6,5.82,1.27,,,2.11,,,,,,,,,
,,2022 - 2023,,,,8.28,8.56,1.03,,,2.0,,,,,,,,,
,Yavatmal,2000 - 2001,,,,500.0,300.0,0.6,,,0.77,,,,,,,,,
,,2001 - 2002,,,,300.0,200.0,0.67,,,1.05,,,,,,,,,
,,2002 - 2003,,,,100.0,100.0,1.0,,,1.55,,,,,,,,,
,,2003 - 2004,,,,100.0,100.0,1.0,,,1.06,,,,,,,,,
,,2004 - 2005,,,,200.0,100.0,0.5,,700.0,0.7,,,,,,,,,
,,2005 - 2006,,,,100.0,100.0,1.0,,,1.72,,,,,,,,,
,,2006 - 2007,,,,200.0,100.0,0.5,,,1.1,,,,,,,,,
,,2007 - 2008,,,,200.0,200.0,1.0,,,1.11,,,,,,,,,
,,2008 - 2009,,,,100.0,100.0,1.0,,,1.03,,,,,,,,,
,,2009 - 2010,,,,100.0,100.0,1.0,,,1.45,,,,,,,,,
,,2010 - 2011,,,,,,,,,1.25,,,,,,,,,
,,2011 - 2012,,,,100.0,100.0,1.0,,,1.31,,,,,,,,,
,,2012 - 2013,,,,100.0,100.0,1.0,,,1.65,,,,,,,,,
,,2013 - 2014,,,,,,,,,1.25,,,,,,,,,
,,2014 - 2015,,,,,,,,,1.22,,,,,,,,,
,,2015 - 2016,,,,,,,,,0.95,,,,,,,,,
,,2016 - 2017,,,,,,,,,0.66,,,,,,,,,
,,2017 - 2018,,,,,,,,,1.21,,,,,,,,,
,,2018 - 2019,,,,,,,,,1.01,,,,,,,,,
,,2019 - 2020,,,,,,,,,2.13,,,,,,,,,
,,2020 - 2021,,,,,,,,,1.08,,,,,,,,,
,,2021 - 2022,,,,,,,,,1.27,,,,,,,,,
,,2022 - 2023,,,,,,,,,1.31,,,,,,,,,
Manipur,Bishnupur,2008 - 2009,,,,412.0,338.0,0.82,,,,,,,,,,,,
,,2009 - 2010,,,,80.0,51.0,0.64,,,,,,,,,,,,
,,2010 - 2011,,,,350.0,290.0,0.83,,,,,,,,,,,,
,,2011 - 2012,,,,400.0,370.0,0.93,,,,,,,,,,,,
,,2012 - 2013,,,,400.0,355.0,0.89,,,,,,,,,,,,
,,2013 - 2014,,,,410.0,368.0,0.9,,,,,,,,,,,,
,,2014 - 2015,,,,410.0,368.0,0.9,,,,,,,,,,,,
,,2015 - 2016,,,,415.0,350.0,0.84,,,,,,,,,,,,
,,2016 - 2017,,,,425.0,351.5,0.83,,,,,,,,,,,,
,,2017 - 2018,,,,415.0,372.0,0.9,,,,,,,,,,,,
,,2018 - 2019,,,,285.0,255.5,0.9,,,,,,,,,,,,
,Chandel,2008 - 2009,,,,315.0,279.0,0.89,,,,,,,,,,,,
,,2009 - 2010,,,,15.0,7.0,0.47,,,,,,,,,,,,
,,2010 - 2011,,,,320.0,210.0,0.66,,,,,,,,,,,,
,,2011 - 2012,,,,350.0,280.0,0.8,,,,,,,,,,,,
,,2012 - 2013,,,,310.0,250.0,0.81,,,,,,,,,,,,
,,2013 - 2014,,,,330.0,280.0,0.85,,,,,,,,,,,,
,,2014 - 2015,,,,330.0,280.0,0.85,,,,,,,,,,,,
,,2015 - 2016,,,,330.0,280.0,0.85,,,,,,,,,,,,
,,2016 - 2017,,,,330.0,280.0,0.85,,,,,,,,,,,,
,,2017 - 2018,,,,325.0,330.0,1.02,,,,,,,,,,,,
,,2018 - 2019,,,,328.0,330.0,1.01,,,,,,,,,,,,
,Churachandpur,2008 - 2009,,,,360.0,241.0,0.67,,,,,,,,,,,,
,,2009 - 2010,,,,25.0,11.0,0.44,,,,,,,,,,,,
,,2010 - 2011,,,,350.0,237.5,0.68,,,,,,,,,,,,
,,2011 - 2012,,,,380.0,280.0,0.74,,,,,,,,,,,,
,,2012 - 2013,,,,340.0,227.5,0.67,,,,,,,,,,,,
,,2013 - 2014,,,,365.0,310.0,0.85,,,,,,,,,,,,
,,2014 - 2015,,,,360.0,315.0,0.88,,,,,,,,,,,,
,,2015 - 2016,,,,360.0,335.0,0.93,,,,,,,,,,,,
,,2016 - 2017,,,,360.0,343.0,0.95,,,,,,,,,,,,
,,2017 - 2018,,,,355.0,340.0,0.96,,,,,,,,,,,,
,,2018 - 2019,,,,358.0,340.0,0.95,,,,,,,,,,,,
,Imphal east,2008 - 2009,,,,290.0,232.0,0.8,,,,,,,,,,,,
,,2009 - 2010,,,,90.0,57.0,0.63,,,,,,,,,,,,
,,2010 - 2011,,,,320.0,275.0,0.86,,,,,,,,,,,,
,,2011 - 2012,,,,350.0,315.0,0.9,,,,,,,,,,,,
,,2012 - 2013,,,,350.0,310.0,0.89,,,,,,,,,,,,
,,2013 - 2014,,,,315.0,297.0,0.94,,,,,,,,,,,,
,,2014 - 2015,,,,315.0,297.0,0.94,,,,,,,,,,,,
,,2015 - 2016,,,,320.0,312.0,0.98,,,,,,,,,,,,
,,2016 - 2017,,,,315.0,310.0,0.98,,,,,,,,,,,,
,,2017 - 2018,,,,315.0,310.0,0.98,,,,,,,,,,,,
,,2018 - 2019,,,,315.0,310.0,0.98,,,,,,,,,,,,
,Imphal west,2008 - 2009,,,,310.0,264.0,0.85,,,,,,,,,,,,
,,2009 - 2010,,,,100.0,66.0,0.66,,,,,,,,,,,,
,,2010 - 2011,,,,300.0,267.0,0.89,,,,,,,,,,,,
,,2011 - 2012,,,,345.0,331.1,0.96,,,,,,,,,,,,
,,2012 - 2013,,,,340.0,310.5,0.91,,,,,,,,,,,,
,,2013 - 2014,,,,380.0,350.0,0.92,,,,,,,,,,,,
,,2014 - 2015,,,,380.0,320.0,0.84,,,,,,,,,,,,
,,2015 - 2016,,,,370.0,320.0,0.86,,,,,,,,,,,,
,,2016 - 2017,,,,370.0,320.0,0.86,,,,,,,,,,,,
,,2017 - 2018,,,,360.0,335.0,0.93,,,,,,,,,,,,
,,2018 - 2019,,,,360.0,335.0,0.93,,,,,,,,,,,,
,Senapati,2008 - 2009,,,,330.0,207.0,0.63,,,,,,,,,,,,
,,2009 - 2010,,,,25.0,8.0,0.32,,,,,,,,,,,,
,,2010 - 2011,,,,330.0,190.0,0.58,,,,,,,,,,,,
,,2011 - 2012,,,,360.0,290.0,0.81,,,,,,,,,,,,
,,2012 - 2013,,,,325.0,235.0,0.72,,,,,,,,,,,,
,,2013 - 2014,,,,340.0,295.0,0.87,,,,,,,,,,,,
,,2014 - 2015,,,,345.0,295.0,0.86,,,,,,,,,,,,
,,2015 - 2016,,,,350.0,325.0,0.93,,,,,,,,,,,,
,,2016 - 2017,,,,350.0,321.0,0.92,,,,,,,,,,,,
,,2017 - 2018,,,,350.0,330.0,0.94,,,,,,,,,,,,
,,2018 - 2019,,,,350.0,331.0,0.95,,,,,,,,,,,,
,Tamenglong,2008 - 2009,,,,375.0,254.0,0.68,,,,,,,,,,,,
,,2009 - 2010,,,,15.0,7.0,0.47,,,,,,,,,,,,
,,2010 - 2011,,,,390.0,265.0,0.68,,,,,,,,,,,,
,,2011 - 2012,,,,420.0,340.0,0.81,,,,,,,,,,,,
,,2012 - 2013,,,,370.0,257.5,0.7,,,,,,,,,,,,
,,2013 - 2014,,,,380.0,310.0,0.82,,,,,,,,,,,,
,,2014 - 2015,,,,375.0,308.5,0.82,,,,,,,,,,,,
,,2015 - 2016,,,,375.0,325.0,0.87,,,,,,,,,,,,
,,2016 - 2017,,,,375.0,330.0,0.88,,,,,,,,,,,,
,,2017 - 2018,,,,375.0,335.0,0.89,,,,,,,,,,,,
,,2018 - 2019,,,,375.0,334.0,0.89,,,,,,,,,,,,
,Thoubal,2008 - 2009,,,,470.0,364.0,0.77,,,,,,,,,,,,
,,2009 - 2010,,,,80.0,57.0,0.71,,,,,,,,,,,,
,,2010 - 2011,,,,360.0,290.0,0.81,,,,,,,,,,,,
,,2011 - 2012,,,,360.0,325.0,0.9,,,,,,,,,,,,
,,2012 - 2013,,,,460.0,395.0,0.86,,,,,,,,,,,,
,,2013 - 2014,,,,480.0,395.0,0.82,,,,,,,,,,,,
,,2014 - 2015,,,,480.0,395.0,0.82,,,,,,,,,,,,
,,2015 - 2016,,,,485.0,430.0,0.89,,,,,,,,,,,,
,,2016 - 2017,,,,485.0,425.0,0.88,,,,,,,,,,,,
,,2017 - 2018,,,,480.0,470.0,0.98,,,,,,,,,,,,
,,2018 - 2019,,,,480.0,440.0,0.92,,,,,,,,,,,,
,Ukhrul,2008 - 2009,,,,355.0,162.0,0.46,,,,,,,,,,,,
,,2009 - 2010,,,,45.0,16.0,0.36,,,,,,,,,,,,
,,2010 - 2011,,,,355.0,181.5,0.51,,,,,,,,,,,,
,,2011 - 2012,,,,390.0,325.0,0.83,,,,,,,,,,,,
,,2012 - 2013,,,,350.0,220.0,0.63,,,,,,,,,,,,
,,2013 - 2014,,,,370.0,255.5,0.69,,,,,,,,,,,,
,,2014 - 2015,,,,370.0,260.0,0.7,,,,,,,,,,,,
,,2015 - 2016,,,,370.0,300.0,0.81,,,,,,,,,,,,
,,2016 - 2017,,,,370.0,304.5,0.82,,,,,,,,,,,,
,,2017 - 2018,,,,365.0,320.0,0.88,,,,,,,,,,,,
,,2018 - 2019,,,,365.0,320.0,0.88,,,,,,,,,,,,
Mizoram,Aizawl,2004 - 2005,,,,2.0,2.0,1.0,,,,,,,,,,,,
,Kolasib,2004 - 2005,,,,16.0,18.0,1.13,,,,,,,,,,,,
,,2005 - 2006,,,,3.0,2.0,0.67,,,,,,,,,,,,
,Lawngtlai,2004 - 2005,,,,2.0,2.0,1.0,,,,,,,,,,,,
,Lunglei,2004 - 2005,,,,2.0,1.0,0.5,,,,,,,,,,,,
,,2005 - 2006,,,,1.0,1.0,1.0,,,,,,,,,,,,
,Mamit,2004 - 2005,,,,3.0,3.0,1.0,,,,,,,,,,,,
,,2005 - 2006,,,,6.0,5.0,0.83,,,,,,,,,,,,
Nagaland,Chumoukedima,2022 - 2023,,,,126.0,131.0,1.04,,,,,,,,,,,,
,Dimapur,2000 - 2001,,,,650.0,670.0,1.03,,,,,,,,,,,,
,,2001 - 2002,,,1.2,,,,,,,,,,,,,,,
,,2002 - 2003,,,,730.0,850.0,1.16,,,,,,,,,,,,
,,2003 - 2004,,,,510.0,810.0,1.59,,,,,,,,,,,,
,,2004 - 2005,,,,930.0,,1.22,,,,,,,,,,,,
,,2005 - 2006,,,,40.0,40.0,1.0,,,,,,,,,,,,
,,2006 - 2007,,,,150.0,140.0,0.93,,,,,,,,,,,,
,,2007 - 2008,,,,270.0,290.0,1.07,,,,,,,,,,,,
,,2008 - 2009,,,,120.0,130.0,1.08,,,,,,,,,,,,
,,2009 - 2010,,,,110.0,80.0,0.73,,,,,,,,,,,,
,,2010 - 2011,,,,120.0,130.0,1.08,,,,,,,,,,,,
,,2011 - 2012,,,,130.0,140.0,1.08,,,,,,,,,,,,
,,2012 - 2013,,,,140.0,150.0,1.07,,,,,,,,,,,,
,,2013 - 2014,,,,160.0,170.0,1.06,,,,,,,,,,,,
,,2014 - 2015,,,,160.0,170.0,1.06,,,,,,,,,,,,
,,2015 - 2016,,,,170.0,180.0,1.06,,,,,,,,,,,,
,,2016 - 2017,,,,180.0,190.0,1.06,,,,,,,,,,,,
,,2017 - 2018,,,,180.0,190.0,1.06,,,,,,,,,,,,
,,2018 - 2019,,,,180.0,190.0,1.06,,,,,,,,,,,,
,,2019 - 2020,,,,187.0,199.0,1.06,,,,,,,,,,,,
,,2020 - 2021,,,,188.0,204.0,1.09,,,,,,,,,,,,
,,2021 - 2022,,,,190.0,161.0,0.85,,,,,,,,,,,,
,,2022 - 2023,,,,99.0,102.0,1.03,,,,,,,,,,,,
,Kiphire,2008 - 2009,,,,30.0,20.0,0.67,,,,,,,,,,,,
,,2009 - 2010,,,,30.0,10.0,0.33,,,,,,,,,,,,
,,2010 - 2011,,,,30.0,30.0,1.0,,,,,,,,,,,,
,,2011 - 2012,,,,30.0,30.0,1.0,,,,,,,,,,,,
,,2012 - 2013,,,,30.0,30.0,1.0,,,,,,,,,,,,
,,2013 - 2014,,,,30.0,30.0,1.0,,,,,,,,,,,,
,,2014 - 2015,,,,30.0,30.0,1.0,,,,,,,,,,,,
,,2015 - 2016,,,,30.0,30.0,1.0,,,,,,,,,,,,
,,2016 - 2017,,,,30.0,30.0,1.0,,,,,,,,,,,,
,,2017 - 2018,,,,40.0,40.0,1.0,,,,,,,,,,,,
,,2018 - 2019,,,,40.0,40.0,1.0,,,,,,,,,,,,
,,2019 - 2020,,,,42.0,44.0,1.05,,,,,,,,,,,,
,,2020 - 2021,,,,43.0,45.0,1.05,,,,,,,,,,,,
,,2021 - 2022,,,,53.0,46.0,0.87,,,,,,,,,,,,
,,2022 - 2023,,,,103.0,106.0,1.03,,,,,,,,,,,,
,Kohima,2000 - 2001,,,,200.0,280.0,1.4,,,,,,,,,,,,
,,2001 - 2002,,,,80.0,100.0,1.25,,,,,,,,,,,,
,,2002 - 2003,,,,140.0,250.0,1.79,,,,,,,,,,,,
,,2003 - 2004,,,,140.0,210.0,1.5,,,,,,,,,,,,
,,2004 - 2005,,,,740.0,920.0,1.24,,,,,,,,,,,,
,,2005 - 2006,,,,70.0,50.0,0.71,,,,,,,,,,,,
,,2006 - 2007,,,,140.0,150.0,1.07,,,,,,,,,,,,
,,2007 - 2008,,,,190.0,210.0,1.11,,,,,,,,,,,,
,,2008 - 2009,,,,100.0,110.0,1.1,,,,,,,,,,,,
,,2009 - 2010,,,,70.0,50.0,0.71,,,,,,,,,,,,
,,2010 - 2011,,,,80.0,80.0,1.0,,,,,,,,,,,,
,,2011 - 2012,,,,80.0,80.0,1.0,,,,,,,,,,,,
,,2012 - 2013,,,,80.0,80.0,1.0,,,,,,,,,,,,
,,2013 - 2014,,,,80.0,80.0,1.0,,,,,,,,,,,,
,,2014 - 2015,,,,80.0,80.0,1.0,,,,,,,,,,,,
,,2015 - 2016,,,,80.0,80.0,1.0,,,,,,,,,,,,
,,2016 - 2017,,,,80.0,80.0,1.0,,,,,,,,,,,,
,,2017 - 2018,,,,80.0,80.0,1.0,,,,,,,,,,,,
,,2018 - 2019,,,,80.0,80.0,1.0,,,,,,,,,,,,
,,2019 - 2020,,,,83.0,84.0,1.01,,,,,,,,,,,,
,,2020 - 2021,,,,84.0,86.0,1.02,,,,,,,,,,,,
,,2021 - 2022,,,,96.0,101.0,1.05,,,,,,,,,,,,
,,2022 - 2023,,,,151.0,154.0,1.02,,,,,,,,,,,,
,Longleng,2012 - 2013,,,,20.0,10.0,0.5,,,,,,,,,,,,
,,2013 - 2014,,,,20.0,20.0,1.0,,,,,,,,,,,,
,,2014 - 2015,,,,20.0,20.0,1.0,,,,,,,,,,,,
,,2015 - 2016,,,,20.0,20.0,1.0,,,,,,,,,,,,
,,2016 - 2017,,,,40.0,40.0,1.0,,,,,,,,,,,,
,,2017 - 2018,,,,50.0,50.0,1.0,,,,,,,,,,,,
,,2018 - 2019,,,,50.0,50.0,1.0,,,,,,,,,,,,
,,2019 - 2020,,,,52.0,55.0,1.06,,,,,,,,,,,,
,,2020 - 2021,,,,53.0,57.0,1.08,,,,,,,,,,,,
